country,is_eu,year,month,ai_job_count,population,pop_year_used,total_job_count
AL,0,2018,1,0,2607733,2018,
AL,0,2018,2,0,2607733,2018,
AL,0,2018,3,0,2607733,2018,
AL,0,2018,4,0,2607733,2018,
AL,0,2018,5,0,2607733,2018,
AL,0,2018,6,1,2607733,2018,
AL,0,2018,7,0,2607733,2018,
AL,0,2018,8,0,2607733,2018,
AL,0,2018,9,0,2607733,2018,
AL,0,2018,10,1,2607733,2018,
AL,0,2018,11,0,2607733,2018,
AL,0,2018,12,0,2607733,2018,
AL,0,2019,1,0,2567801,2019,
AL,0,2019,2,0,2567801,2019,
AL,0,2019,3,0,2567801,2019,
AL,0,2019,4,0,2567801,2019,
AL,0,2019,5,0,2567801,2019,
AL,0,2019,6,0,2567801,2019,
AL,0,2019,7,0,2567801,2019,
AL,0,2019,8,0,2567801,2019,
AL,0,2019,9,1,2567801,2019,
AL,0,2019,10,0,2567801,2019,
AL,0,2019,11,0,2567801,2019,
AL,0,2019,12,2,2567801,2019,
AL,0,2020,1,0,2528480,2020,
AL,0,2020,2,0,2528480,2020,
AL,0,2020,3,0,2528480,2020,
AL,0,2020,4,0,2528480,2020,
AL,0,2020,5,0,2528480,2020,
AL,0,2020,6,0,2528480,2020,
AL,0,2020,7,0,2528480,2020,
AL,0,2020,8,0,2528480,2020,
AL,0,2020,9,0,2528480,2020,
AL,0,2020,10,0,2528480,2020,
AL,0,2020,11,0,2528480,2020,
AL,0,2020,12,0,2528480,2020,
AL,0,2021,1,0,2489762,2021,
AL,0,2021,2,1,2489762,2021,
AL,0,2021,3,0,2489762,2021,
AL,0,2021,4,1,2489762,2021,
AL,0,2021,5,3,2489762,2021,
AL,0,2021,6,0,2489762,2021,
AL,0,2021,7,0,2489762,2021,
AL,0,2021,8,0,2489762,2021,
AL,0,2021,9,0,2489762,2021,
AL,0,2021,10,0,2489762,2021,
AL,0,2021,11,0,2489762,2021,
AL,0,2021,12,0,2489762,2021,
AL,0,2022,1,0,2451636,2022,
AL,0,2022,2,1,2451636,2022,
AL,0,2022,3,1,2451636,2022,
AL,0,2022,4,3,2451636,2022,
AL,0,2022,5,1,2451636,2022,
AL,0,2022,6,0,2451636,2022,
AL,0,2022,7,5,2451636,2022,
AL,0,2022,8,6,2451636,2022,
AL,0,2022,9,1,2451636,2022,
AL,0,2022,10,2,2451636,2022,
AL,0,2022,11,1,2451636,2022,
AL,0,2022,12,1,2451636,2022,
AL,0,2023,1,1,2414095,2023,
AL,0,2023,2,2,2414095,2023,
AL,0,2023,3,2,2414095,2023,
AL,0,2023,4,1,2414095,2023,
AL,0,2023,5,1,2414095,2023,
AL,0,2023,6,0,2414095,2023,
AL,0,2023,7,1,2414095,2023,
AL,0,2023,8,1,2414095,2023,
AL,0,2023,9,0,2414095,2023,
AL,0,2023,10,2,2414095,2023,
AL,0,2023,11,2,2414095,2023,
AL,0,2023,12,1,2414095,2023,
AL,0,2024,1,2,2377128,2024,
AL,0,2024,2,2,2377128,2024,
AL,0,2024,3,0,2377128,2024,
AL,0,2024,4,2,2377128,2024,
AL,0,2024,5,2,2377128,2024,
AL,0,2024,6,2,2377128,2024,
AL,0,2024,7,0,2377128,2024,
AL,0,2024,8,3,2377128,2024,
AL,0,2024,9,1,2377128,2024,
AL,0,2024,10,6,2377128,2024,
AL,0,2024,11,1,2377128,2024,
AL,0,2024,12,5,2377128,2024,
AL,0,2025,1,7,2377128,2024,
AL,0,2025,2,6,2377128,2024,
AL,0,2025,3,2,2377128,2024,
AL,0,2025,4,3,2377128,2024,
AL,0,2025,5,2,2377128,2024,
AL,0,2025,6,1,2377128,2024,
AL,0,2025,7,4,2377128,2024,
AL,0,2025,8,8,2377128,2024,
AL,0,2025,9,4,2377128,2024,
AL,0,2025,10,5,2377128,2024,
AL,0,2025,11,7,2377128,2024,
AL,0,2025,12,1,2377128,2024,
AL,0,2026,1,0,2377128,2024,
AL,0,2026,2,0,2377128,2024,
AL,0,2026,3,0,2377128,2024,
AL,0,2026,4,0,2377128,2024,
AL,0,2026,5,0,2377128,2024,
AL,0,2026,6,0,2377128,2024,
AL,0,2026,7,0,2377128,2024,
AL,0,2026,8,0,2377128,2024,
AL,0,2026,9,0,2377128,2024,
AL,0,2026,10,0,2377128,2024,
AL,0,2026,11,0,2377128,2024,
AL,0,2026,12,0,2377128,2024,
AT,1,2018,1,26,8840521,2018,2701.0
AT,1,2018,2,29,8840521,2018,4236.0
AT,1,2018,3,134,8840521,2018,15768.0
AT,1,2018,4,139,8840521,2018,14911.0
AT,1,2018,5,372,8840521,2018,57107.0
AT,1,2018,6,162,8840521,2018,25087.0
AT,1,2018,7,339,8840521,2018,86611.0
AT,1,2018,8,260,8840521,2018,50521.0
AT,1,2018,9,421,8840521,2018,61092.0
AT,1,2018,10,346,8840521,2018,70508.0
AT,1,2018,11,340,8840521,2018,59295.0
AT,1,2018,12,194,8840521,2018,40478.0
AT,1,2019,1,328,8879920,2019,72105.0
AT,1,2019,2,297,8879920,2019,57953.0
AT,1,2019,3,370,8879920,2019,61980.0
AT,1,2019,4,318,8879920,2019,47822.0
AT,1,2019,5,252,8879920,2019,61056.0
AT,1,2019,6,347,8879920,2019,64650.0
AT,1,2019,7,572,8879920,2019,76503.0
AT,1,2019,8,458,8879920,2019,58765.0
AT,1,2019,9,627,8879920,2019,69911.0
AT,1,2019,10,475,8879920,2019,69444.0
AT,1,2019,11,394,8879920,2019,54264.0
AT,1,2019,12,401,8879920,2019,50125.0
AT,1,2020,1,430,8916864,2020,81786.0
AT,1,2020,2,540,8916864,2020,71002.0
AT,1,2020,3,497,8916864,2020,56328.0
AT,1,2020,4,402,8916864,2020,39509.0
AT,1,2020,5,383,8916864,2020,48234.0
AT,1,2020,6,433,8916864,2020,63050.0
AT,1,2020,7,645,8916864,2020,91080.0
AT,1,2020,8,570,8916864,2020,63559.0
AT,1,2020,9,549,8916864,2020,71065.0
AT,1,2020,10,645,8916864,2020,77997.0
AT,1,2020,11,750,8916864,2020,63481.0
AT,1,2020,12,592,8916864,2020,55705.0
AT,1,2021,1,808,8955797,2021,90216.0
AT,1,2021,2,652,8955797,2021,83764.0
AT,1,2021,3,788,8955797,2021,92341.0
AT,1,2021,4,753,8955797,2021,88718.0
AT,1,2021,5,657,8955797,2021,68987.0
AT,1,2021,6,542,8955797,2021,51757.0
AT,1,2021,7,533,8955797,2021,55843.0
AT,1,2021,8,516,8955797,2021,53715.0
AT,1,2021,9,614,8955797,2021,62385.0
AT,1,2021,10,622,8955797,2021,71302.0
AT,1,2021,11,560,8955797,2021,56087.0
AT,1,2021,12,845,8955797,2021,75843.0
AT,1,2022,1,917,9041851,2022,101564.0
AT,1,2022,2,1068,9041851,2022,100562.0
AT,1,2022,3,1270,9041851,2022,138465.0
AT,1,2022,4,1147,9041851,2022,89869.0
AT,1,2022,5,788,9041851,2022,72609.0
AT,1,2022,6,845,9041851,2022,84468.0
AT,1,2022,7,999,9041851,2022,128727.0
AT,1,2022,8,1047,9041851,2022,130706.0
AT,1,2022,9,877,9041851,2022,98749.0
AT,1,2022,10,1076,9041851,2022,88403.0
AT,1,2022,11,786,9041851,2022,103396.0
AT,1,2022,12,562,9041851,2022,78246.0
AT,1,2023,1,794,9131761,2023,127558.0
AT,1,2023,2,670,9131761,2023,98054.0
AT,1,2023,3,690,9131761,2023,89558.0
AT,1,2023,4,494,9131761,2023,77883.0
AT,1,2023,5,520,9131761,2023,85523.0
AT,1,2023,6,609,9131761,2023,94060.0
AT,1,2023,7,655,9131761,2023,78258.0
AT,1,2023,8,508,9131761,2023,78027.0
AT,1,2023,9,638,9131761,2023,81411.0
AT,1,2023,10,491,9131761,2023,72765.0
AT,1,2023,11,636,9131761,2023,72677.0
AT,1,2023,12,841,9131761,2023,73745.0
AT,1,2024,1,792,9177982,2024,111883.0
AT,1,2024,2,604,9177982,2024,79004.0
AT,1,2024,3,580,9177982,2024,91572.0
AT,1,2024,4,627,9177982,2024,88358.0
AT,1,2024,5,613,9177982,2024,83598.0
AT,1,2024,6,597,9177982,2024,65817.0
AT,1,2024,7,662,9177982,2024,67171.0
AT,1,2024,8,650,9177982,2024,53504.0
AT,1,2024,9,570,9177982,2024,52387.0
AT,1,2024,10,646,9177982,2024,60913.0
AT,1,2024,11,658,9177982,2024,56024.0
AT,1,2024,12,630,9177982,2024,61758.0
AT,1,2025,1,932,9177982,2024,149667.0
AT,1,2025,2,763,9177982,2024,103244.0
AT,1,2025,3,748,9177982,2024,96387.0
AT,1,2025,4,650,9177982,2024,85758.0
AT,1,2025,5,553,9177982,2024,87996.0
AT,1,2025,6,593,9177982,2024,80080.0
AT,1,2025,7,558,9177982,2024,77110.0
AT,1,2025,8,571,9177982,2024,61576.0
AT,1,2025,9,540,9177982,2024,79642.0
AT,1,2025,10,594,9177982,2024,75669.0
AT,1,2025,11,589,9177982,2024,50302.0
AT,1,2025,12,246,9177982,2024,46181.0
AT,1,2026,1,9,9177982,2024,1593.0
AT,1,2026,2,0,9177982,2024,0.0
AT,1,2026,3,0,9177982,2024,0.0
AT,1,2026,4,0,9177982,2024,0.0
AT,1,2026,5,0,9177982,2024,0.0
AT,1,2026,6,0,9177982,2024,0.0
AT,1,2026,7,0,9177982,2024,0.0
AT,1,2026,8,0,9177982,2024,0.0
AT,1,2026,9,0,9177982,2024,0.0
AT,1,2026,10,0,9177982,2024,0.0
AT,1,2026,11,0,9177982,2024,0.0
AT,1,2026,12,0,9177982,2024,0.0
BE,1,2018,1,7,11427054,2018,2014.0
BE,1,2018,2,11,11427054,2018,4263.0
BE,1,2018,3,46,11427054,2018,27890.0
BE,1,2018,4,70,11427054,2018,45143.0
BE,1,2018,5,94,11427054,2018,88277.0
BE,1,2018,6,97,11427054,2018,67440.0
BE,1,2018,7,114,11427054,2018,66914.0
BE,1,2018,8,112,11427054,2018,72262.0
BE,1,2018,9,385,11427054,2018,89713.0
BE,1,2018,10,426,11427054,2018,93022.0
BE,1,2018,11,559,11427054,2018,102716.0
BE,1,2018,12,428,11427054,2018,76459.0
BE,1,2019,1,291,11488980,2019,120022.0
BE,1,2019,2,357,11488980,2019,102351.0
BE,1,2019,3,408,11488980,2019,86415.0
BE,1,2019,4,301,11488980,2019,82956.0
BE,1,2019,5,359,11488980,2019,89094.0
BE,1,2019,6,245,11488980,2019,68390.0
BE,1,2019,7,533,11488980,2019,95491.0
BE,1,2019,8,325,11488980,2019,67555.0
BE,1,2019,9,286,11488980,2019,65206.0
BE,1,2019,10,272,11488980,2019,73741.0
BE,1,2019,11,202,11488980,2019,55130.0
BE,1,2019,12,179,11488980,2019,53779.0
BE,1,2020,1,371,11538604,2020,124539.0
BE,1,2020,2,447,11538604,2020,108505.0
BE,1,2020,3,427,11538604,2020,87451.0
BE,1,2020,4,366,11538604,2020,58367.0
BE,1,2020,5,388,11538604,2020,88781.0
BE,1,2020,6,497,11538604,2020,103154.0
BE,1,2020,7,672,11538604,2020,120763.0
BE,1,2020,8,730,11538604,2020,127541.0
BE,1,2020,9,655,11538604,2020,146759.0
BE,1,2020,10,736,11538604,2020,196112.0
BE,1,2020,11,638,11538604,2020,144635.0
BE,1,2020,12,497,11538604,2020,120886.0
BE,1,2021,1,772,11586195,2021,206217.0
BE,1,2021,2,982,11586195,2021,202660.0
BE,1,2021,3,1589,11586195,2021,231792.0
BE,1,2021,4,1275,11586195,2021,193022.0
BE,1,2021,5,1926,11586195,2021,142011.0
BE,1,2021,6,899,11586195,2021,95951.0
BE,1,2021,7,728,11586195,2021,102552.0
BE,1,2021,8,777,11586195,2021,122486.0
BE,1,2021,9,896,11586195,2021,173968.0
BE,1,2021,10,980,11586195,2021,181249.0
BE,1,2021,11,803,11586195,2021,170319.0
BE,1,2021,12,1291,11586195,2021,317275.0
BE,1,2022,1,1246,11680210,2022,397454.0
BE,1,2022,2,1659,11680210,2022,398844.0
BE,1,2022,3,2217,11680210,2022,543613.0
BE,1,2022,4,1779,11680210,2022,392315.0
BE,1,2022,5,1570,11680210,2022,317863.0
BE,1,2022,6,1271,11680210,2022,345619.0
BE,1,2022,7,1605,11680210,2022,341213.0
BE,1,2022,8,1796,11680210,2022,471609.0
BE,1,2022,9,1547,11680210,2022,364731.0
BE,1,2022,10,1407,11680210,2022,276443.0
BE,1,2022,11,1594,11680210,2022,376371.0
BE,1,2022,12,1398,11680210,2022,272813.0
BE,1,2023,1,1296,11779946,2023,253858.0
BE,1,2023,2,1308,11779946,2023,223817.0
BE,1,2023,3,1472,11779946,2023,246420.0
BE,1,2023,4,1527,11779946,2023,255889.0
BE,1,2023,5,1749,11779946,2023,305795.0
BE,1,2023,6,1655,11779946,2023,325994.0
BE,1,2023,7,1190,11779946,2023,232604.0
BE,1,2023,8,996,11779946,2023,190738.0
BE,1,2023,9,1203,11779946,2023,190468.0
BE,1,2023,10,1316,11779946,2023,236044.0
BE,1,2023,11,1168,11779946,2023,189731.0
BE,1,2023,12,909,11779946,2023,158236.0
BE,1,2024,1,1654,11858610,2024,265852.0
BE,1,2024,2,1515,11858610,2024,248741.0
BE,1,2024,3,1380,11858610,2024,254410.0
BE,1,2024,4,1600,11858610,2024,293440.0
BE,1,2024,5,1380,11858610,2024,213753.0
BE,1,2024,6,1271,11858610,2024,147417.0
BE,1,2024,7,1596,11858610,2024,158523.0
BE,1,2024,8,1332,11858610,2024,151876.0
BE,1,2024,9,1312,11858610,2024,189410.0
BE,1,2024,10,1355,11858610,2024,171980.0
BE,1,2024,11,1284,11858610,2024,168528.0
BE,1,2024,12,1409,11858610,2024,212435.0
BE,1,2025,1,1801,11858610,2024,254676.0
BE,1,2025,2,1310,11858610,2024,146009.0
BE,1,2025,3,1423,11858610,2024,157794.0
BE,1,2025,4,1195,11858610,2024,122684.0
BE,1,2025,5,1010,11858610,2024,118848.0
BE,1,2025,6,1433,11858610,2024,154332.0
BE,1,2025,7,1326,11858610,2024,136313.0
BE,1,2025,8,1110,11858610,2024,121447.0
BE,1,2025,9,1157,11858610,2024,118805.0
BE,1,2025,10,1371,11858610,2024,112629.0
BE,1,2025,11,1057,11858610,2024,98361.0
BE,1,2025,12,347,11858610,2024,84673.0
BE,1,2026,1,18,11858610,2024,3479.0
BE,1,2026,2,0,11858610,2024,0.0
BE,1,2026,3,0,11858610,2024,0.0
BE,1,2026,4,0,11858610,2024,0.0
BE,1,2026,5,0,11858610,2024,0.0
BE,1,2026,6,0,11858610,2024,0.0
BE,1,2026,7,0,11858610,2024,0.0
BE,1,2026,8,0,11858610,2024,0.0
BE,1,2026,9,0,11858610,2024,0.0
BE,1,2026,10,0,11858610,2024,0.0
BE,1,2026,11,0,11858610,2024,0.0
BE,1,2026,12,0,11858610,2024,0.0
BG,1,2018,1,2,6710798,2018,668.0
BG,1,2018,2,2,6710798,2018,597.0
BG,1,2018,3,12,6710798,2018,1206.0
BG,1,2018,4,5,6710798,2018,1177.0
BG,1,2018,5,22,6710798,2018,2341.0
BG,1,2018,6,16,6710798,2018,1257.0
BG,1,2018,7,16,6710798,2018,1480.0
BG,1,2018,8,9,6710798,2018,1233.0
BG,1,2018,9,94,6710798,2018,4911.0
BG,1,2018,10,105,6710798,2018,5308.0
BG,1,2018,11,133,6710798,2018,8015.0
BG,1,2018,12,111,6710798,2018,15633.0
BG,1,2019,1,184,6616726,2019,25362.0
BG,1,2019,2,137,6616726,2019,22832.0
BG,1,2019,3,133,6616726,2019,18423.0
BG,1,2019,4,112,6616726,2019,17429.0
BG,1,2019,5,140,6616726,2019,18340.0
BG,1,2019,6,78,6616726,2019,13717.0
BG,1,2019,7,101,6616726,2019,14161.0
BG,1,2019,8,163,6616726,2019,13198.0
BG,1,2019,9,116,6616726,2019,12216.0
BG,1,2019,10,182,6616726,2019,13676.0
BG,1,2019,11,157,6616726,2019,11267.0
BG,1,2019,12,77,6616726,2019,8581.0
BG,1,2020,1,147,6550696,2020,24686.0
BG,1,2020,2,106,6550696,2020,23507.0
BG,1,2020,3,146,6550696,2020,22027.0
BG,1,2020,4,73,6550696,2020,10623.0
BG,1,2020,5,99,6550696,2020,23999.0
BG,1,2020,6,116,6550696,2020,27180.0
BG,1,2020,7,195,6550696,2020,29662.0
BG,1,2020,8,153,6550696,2020,24837.0
BG,1,2020,9,169,6550696,2020,29174.0
BG,1,2020,10,211,6550696,2020,26576.0
BG,1,2020,11,158,6550696,2020,17679.0
BG,1,2020,12,110,6550696,2020,14221.0
BG,1,2021,1,127,6507301,2021,30609.0
BG,1,2021,2,144,6507301,2021,26056.0
BG,1,2021,3,189,6507301,2021,31275.0
BG,1,2021,4,210,6507301,2021,32978.0
BG,1,2021,5,203,6507301,2021,34986.0
BG,1,2021,6,172,6507301,2021,29989.0
BG,1,2021,7,142,6507301,2021,27867.0
BG,1,2021,8,124,6507301,2021,25400.0
BG,1,2021,9,135,6507301,2021,24930.0
BG,1,2021,10,135,6507301,2021,23621.0
BG,1,2021,11,107,6507301,2021,15841.0
BG,1,2021,12,82,6507301,2021,7663.0
BG,1,2022,1,112,6465097,2022,8909.0
BG,1,2022,2,128,6465097,2022,16317.0
BG,1,2022,3,232,6465097,2022,29382.0
BG,1,2022,4,148,6465097,2022,21208.0
BG,1,2022,5,142,6465097,2022,18341.0
BG,1,2022,6,142,6465097,2022,20266.0
BG,1,2022,7,201,6465097,2022,20961.0
BG,1,2022,8,244,6465097,2022,24499.0
BG,1,2022,9,162,6465097,2022,19721.0
BG,1,2022,10,149,6465097,2022,17756.0
BG,1,2022,11,176,6465097,2022,19712.0
BG,1,2022,12,140,6465097,2022,15498.0
BG,1,2023,1,169,6446596,2023,22227.0
BG,1,2023,2,170,6446596,2023,19814.0
BG,1,2023,3,140,6446596,2023,21326.0
BG,1,2023,4,156,6446596,2023,17762.0
BG,1,2023,5,125,6446596,2023,20455.0
BG,1,2023,6,126,6446596,2023,20886.0
BG,1,2023,7,122,6446596,2023,17056.0
BG,1,2023,8,109,6446596,2023,16630.0
BG,1,2023,9,116,6446596,2023,15512.0
BG,1,2023,10,947,6446596,2023,17775.0
BG,1,2023,11,643,6446596,2023,18035.0
BG,1,2023,12,202,6446596,2023,13059.0
BG,1,2024,1,666,6441421,2024,21800.0
BG,1,2024,2,352,6441421,2024,18900.0
BG,1,2024,3,392,6441421,2024,17913.0
BG,1,2024,4,195,6441421,2024,18821.0
BG,1,2024,5,138,6441421,2024,14299.0
BG,1,2024,6,103,6441421,2024,16753.0
BG,1,2024,7,221,6441421,2024,14933.0
BG,1,2024,8,183,6441421,2024,15028.0
BG,1,2024,9,130,6441421,2024,12986.0
BG,1,2024,10,146,6441421,2024,11843.0
BG,1,2024,11,84,6441421,2024,10058.0
BG,1,2024,12,68,6441421,2024,11999.0
BG,1,2025,1,151,6441421,2024,16528.0
BG,1,2025,2,154,6441421,2024,8878.0
BG,1,2025,3,167,6441421,2024,7901.0
BG,1,2025,4,139,6441421,2024,7307.0
BG,1,2025,5,133,6441421,2024,9538.0
BG,1,2025,6,173,6441421,2024,10774.0
BG,1,2025,7,154,6441421,2024,6407.0
BG,1,2025,8,158,6441421,2024,6246.0
BG,1,2025,9,157,6441421,2024,7296.0
BG,1,2025,10,161,6441421,2024,8069.0
BG,1,2025,11,180,6441421,2024,7428.0
BG,1,2025,12,41,6441421,2024,5783.0
BG,1,2026,1,2,6441421,2024,96.0
BG,1,2026,2,0,6441421,2024,0.0
BG,1,2026,3,0,6441421,2024,0.0
BG,1,2026,4,0,6441421,2024,0.0
BG,1,2026,5,0,6441421,2024,0.0
BG,1,2026,6,0,6441421,2024,0.0
BG,1,2026,7,0,6441421,2024,0.0
BG,1,2026,8,0,6441421,2024,0.0
BG,1,2026,9,0,6441421,2024,0.0
BG,1,2026,10,0,6441421,2024,0.0
BG,1,2026,11,0,6441421,2024,0.0
BG,1,2026,12,0,6441421,2024,0.0
CH,0,2018,1,14,8514329,2018,
CH,0,2018,2,70,8514329,2018,
CH,0,2018,3,138,8514329,2018,
CH,0,2018,4,100,8514329,2018,
CH,0,2018,5,147,8514329,2018,
CH,0,2018,6,89,8514329,2018,
CH,0,2018,7,167,8514329,2018,
CH,0,2018,8,140,8514329,2018,
CH,0,2018,9,140,8514329,2018,
CH,0,2018,10,170,8514329,2018,
CH,0,2018,11,296,8514329,2018,
CH,0,2018,12,507,8514329,2018,
CH,0,2019,1,177,8575280,2019,
CH,0,2019,2,318,8575280,2019,
CH,0,2019,3,252,8575280,2019,
CH,0,2019,4,218,8575280,2019,
CH,0,2019,5,201,8575280,2019,
CH,0,2019,6,276,8575280,2019,
CH,0,2019,7,451,8575280,2019,
CH,0,2019,8,311,8575280,2019,
CH,0,2019,9,452,8575280,2019,
CH,0,2019,10,561,8575280,2019,
CH,0,2019,11,404,8575280,2019,
CH,0,2019,12,360,8575280,2019,
CH,0,2020,1,632,8638167,2020,
CH,0,2020,2,661,8638167,2020,
CH,0,2020,3,609,8638167,2020,
CH,0,2020,4,455,8638167,2020,
CH,0,2020,5,571,8638167,2020,
CH,0,2020,6,585,8638167,2020,
CH,0,2020,7,946,8638167,2020,
CH,0,2020,8,869,8638167,2020,
CH,0,2020,9,1124,8638167,2020,
CH,0,2020,10,1128,8638167,2020,
CH,0,2020,11,1032,8638167,2020,
CH,0,2020,12,905,8638167,2020,
CH,0,2021,1,1426,8704546,2021,
CH,0,2021,2,1206,8704546,2021,
CH,0,2021,3,1355,8704546,2021,
CH,0,2021,4,1359,8704546,2021,
CH,0,2021,5,1162,8704546,2021,
CH,0,2021,6,979,8704546,2021,
CH,0,2021,7,925,8704546,2021,
CH,0,2021,8,920,8704546,2021,
CH,0,2021,9,1224,8704546,2021,
CH,0,2021,10,1246,8704546,2021,
CH,0,2021,11,991,8704546,2021,
CH,0,2021,12,1236,8704546,2021,
CH,0,2022,1,1027,8777088,2022,
CH,0,2022,2,1181,8777088,2022,
CH,0,2022,3,1376,8777088,2022,
CH,0,2022,4,1190,8777088,2022,
CH,0,2022,5,960,8777088,2022,
CH,0,2022,6,983,8777088,2022,
CH,0,2022,7,1597,8777088,2022,
CH,0,2022,8,1942,8777088,2022,
CH,0,2022,9,1510,8777088,2022,
CH,0,2022,10,1104,8777088,2022,
CH,0,2022,11,937,8777088,2022,
CH,0,2022,12,698,8777088,2022,
CH,0,2023,1,888,8888822,2023,
CH,0,2023,2,860,8888822,2023,
CH,0,2023,3,913,8888822,2023,
CH,0,2023,4,939,8888822,2023,
CH,0,2023,5,1014,8888822,2023,
CH,0,2023,6,1021,8888822,2023,
CH,0,2023,7,675,8888822,2023,
CH,0,2023,8,741,8888822,2023,
CH,0,2023,9,800,8888822,2023,
CH,0,2023,10,709,8888822,2023,
CH,0,2023,11,783,8888822,2023,
CH,0,2023,12,735,8888822,2023,
CH,0,2024,1,925,9005582,2024,
CH,0,2024,2,839,9005582,2024,
CH,0,2024,3,928,9005582,2024,
CH,0,2024,4,912,9005582,2024,
CH,0,2024,5,1839,9005582,2024,
CH,0,2024,6,866,9005582,2024,
CH,0,2024,7,893,9005582,2024,
CH,0,2024,8,773,9005582,2024,
CH,0,2024,9,866,9005582,2024,
CH,0,2024,10,1121,9005582,2024,
CH,0,2024,11,1383,9005582,2024,
CH,0,2024,12,1097,9005582,2024,
CH,0,2025,1,1418,9005582,2024,
CH,0,2025,2,1263,9005582,2024,
CH,0,2025,3,1346,9005582,2024,
CH,0,2025,4,1190,9005582,2024,
CH,0,2025,5,1047,9005582,2024,
CH,0,2025,6,902,9005582,2024,
CH,0,2025,7,885,9005582,2024,
CH,0,2025,8,903,9005582,2024,
CH,0,2025,9,1024,9005582,2024,
CH,0,2025,10,1038,9005582,2024,
CH,0,2025,11,1131,9005582,2024,
CH,0,2025,12,363,9005582,2024,
CH,0,2026,1,14,9005582,2024,
CH,0,2026,2,0,9005582,2024,
CH,0,2026,3,0,9005582,2024,
CH,0,2026,4,0,9005582,2024,
CH,0,2026,5,0,9005582,2024,
CH,0,2026,6,0,9005582,2024,
CH,0,2026,7,0,9005582,2024,
CH,0,2026,8,0,9005582,2024,
CH,0,2026,9,0,9005582,2024,
CH,0,2026,10,0,9005582,2024,
CH,0,2026,11,0,9005582,2024,
CH,0,2026,12,0,9005582,2024,
CY,1,2018,1,0,1270737,2018,9.0
CY,1,2018,2,0,1270737,2018,29.0
CY,1,2018,3,0,1270737,2018,185.0
CY,1,2018,4,0,1270737,2018,162.0
CY,1,2018,5,2,1270737,2018,752.0
CY,1,2018,6,3,1270737,2018,585.0
CY,1,2018,7,2,1270737,2018,612.0
CY,1,2018,8,1,1270737,2018,214.0
CY,1,2018,9,3,1270737,2018,485.0
CY,1,2018,10,5,1270737,2018,599.0
CY,1,2018,11,1,1270737,2018,553.0
CY,1,2018,12,9,1270737,2018,1504.0
CY,1,2019,1,17,1286671,2019,2217.0
CY,1,2019,2,33,1286671,2019,1880.0
CY,1,2019,3,14,1286671,2019,1474.0
CY,1,2019,4,17,1286671,2019,1642.0
CY,1,2019,5,33,1286671,2019,1484.0
CY,1,2019,6,17,1286671,2019,965.0
CY,1,2019,7,18,1286671,2019,1632.0
CY,1,2019,8,6,1286671,2019,1468.0
CY,1,2019,9,6,1286671,2019,876.0
CY,1,2019,10,9,1286671,2019,1461.0
CY,1,2019,11,18,1286671,2019,1214.0
CY,1,2019,12,4,1286671,2019,627.0
CY,1,2020,1,25,1302247,2020,2039.0
CY,1,2020,2,15,1302247,2020,1565.0
CY,1,2020,3,16,1302247,2020,1492.0
CY,1,2020,4,9,1302247,2020,852.0
CY,1,2020,5,11,1302247,2020,1577.0
CY,1,2020,6,7,1302247,2020,1108.0
CY,1,2020,7,8,1302247,2020,3077.0
CY,1,2020,8,10,1302247,2020,2039.0
CY,1,2020,9,5,1302247,2020,1584.0
CY,1,2020,10,6,1302247,2020,1187.0
CY,1,2020,11,14,1302247,2020,1278.0
CY,1,2020,12,6,1302247,2020,1167.0
CY,1,2021,1,10,1317309,2021,1276.0
CY,1,2021,2,9,1317309,2021,796.0
CY,1,2021,3,20,1317309,2021,1658.0
CY,1,2021,4,50,1317309,2021,3126.0
CY,1,2021,5,32,1317309,2021,2252.0
CY,1,2021,6,44,1317309,2021,2453.0
CY,1,2021,7,51,1317309,2021,2397.0
CY,1,2021,8,43,1317309,2021,2493.0
CY,1,2021,9,33,1317309,2021,2224.0
CY,1,2021,10,38,1317309,2021,2584.0
CY,1,2021,11,14,1317309,2021,1433.0
CY,1,2021,12,41,1317309,2021,2165.0
CY,1,2022,1,164,1331370,2022,2945.0
CY,1,2022,2,229,1331370,2022,3770.0
CY,1,2022,3,357,1331370,2022,4741.0
CY,1,2022,4,275,1331370,2022,4420.0
CY,1,2022,5,212,1331370,2022,4957.0
CY,1,2022,6,204,1331370,2022,3725.0
CY,1,2022,7,246,1331370,2022,3099.0
CY,1,2022,8,217,1331370,2022,3169.0
CY,1,2022,9,236,1331370,2022,2686.0
CY,1,2022,10,208,1331370,2022,2104.0
CY,1,2022,11,154,1331370,2022,1921.0
CY,1,2022,12,86,1331370,2022,1457.0
CY,1,2023,1,458,1344976,2023,2728.0
CY,1,2023,2,261,1344976,2023,2052.0
CY,1,2023,3,86,1344976,2023,1654.0
CY,1,2023,4,100,1344976,2023,1423.0
CY,1,2023,5,51,1344976,2023,1444.0
CY,1,2023,6,118,1344976,2023,1990.0
CY,1,2023,7,116,1344976,2023,1405.0
CY,1,2023,8,144,1344976,2023,1429.0
CY,1,2023,9,123,1344976,2023,1139.0
CY,1,2023,10,54,1344976,2023,2034.0
CY,1,2023,11,45,1344976,2023,3005.0
CY,1,2023,12,42,1344976,2023,2673.0
CY,1,2024,1,72,1358282,2024,5182.0
CY,1,2024,2,46,1358282,2024,2099.0
CY,1,2024,3,24,1358282,2024,1766.0
CY,1,2024,4,41,1358282,2024,2402.0
