geo,count,domain
Istanbul (1600),34389.0,Artificial Intelligence
"Jacksonville, Florida (1729)",175319.0,Artificial Intelligence
Jakarta (955),500000.0,Artificial Intelligence
Jerusalem (1024),15000000.0,Artificial Intelligence
Jodhpur (848),500000.0,Artificial Intelligence
Kansas City (1730),8679659.0,Artificial Intelligence
Kitakyushu (1068),191742.0,Artificial Intelligence
Kitchener (165),1574624.0,Artificial Intelligence
Kuala Lumpur (1133),230000.0,Artificial Intelligence
Lahore (1295),240000.0,Artificial Intelligence
Lausanne (1542),1500000.0,Artificial Intelligence
Lima (1320),30000.0,Artificial Intelligence
Lisbon (1364),4343391.0,Artificial Intelligence
London (1649),85849564.0,Artificial Intelligence
Los Angeles (1742),193576286.0,Artificial Intelligence
Louisville (1743),1500000.0,Artificial Intelligence
Lyon (710),5200000.0,Artificial Intelligence
Madison (1744),2100000.0,Artificial Intelligence
Madras (801),550000.0,Artificial Intelligence
Madrid (1518),1367563.0,Artificial Intelligence
Malmo (1537),1293623.0,Artificial Intelligence
Mannheim (743),5600460.0,Artificial Intelligence
Melbourne (46),270000.0,Artificial Intelligence
Mexico City (1147),1100000.0,Artificial Intelligence
Miami (1747),599700000.0,Artificial Intelligence
Milan (1040),470004.0,Artificial Intelligence
Milwaukee (1748),50000.0,Artificial Intelligence
Minneapolis (1749),1225000.0,Artificial Intelligence
Mission Viejo (1750),121003797.0,Artificial Intelligence
Monterrey (1171),120000.0,Artificial Intelligence
Montevideo (1815),1890000.0,Artificial Intelligence
Montreal (167),10659049.0,Artificial Intelligence
Moscow (1427),200000.0,Artificial Intelligence
Munich (745),1118872.0,Artificial Intelligence
Nanjing (405),10155991.0,Artificial Intelligence
Naples (1042),1500000.0,Artificial Intelligence
Nashville (1755),24750000.0,Artificial Intelligence
New York (1758),369375367.0,Artificial Intelligence
Nice-Cannes (714),2000000.0,Artificial Intelligence
Odesa (1626),250000.0,Artificial Intelligence
Orlando (1762),1000000.0,Artificial Intelligence
Padova (1044),2773825.0,Artificial Intelligence
Paris (715),16038977.0,Artificial Intelligence
Philadelphia (1766),11493000.0,Artificial Intelligence
Phoenix (1767),600000.0,Artificial Intelligence
Pittsburgh (1768),1325810.0,Artificial Intelligence
Port St. Lucie (1769),2338000.0,Artificial Intelligence
Portland (1770),8992894.0,Artificial Intelligence
Prague (650),190000.0,Artificial Intelligence
Provo (1773),30000.0,Artificial Intelligence
Quzhou (438),15000000.0,Artificial Intelligence
Raleigh (1774),11150000.0,Artificial Intelligence
Reading (1655),3837347.0,Artificial Intelligence
Rennes (716),412011.0,Artificial Intelligence
Reno (1775),10500000.0,Artificial Intelligence
Rio de Janeiro (134),50000000.0,Artificial Intelligence
Rome (1049),113814.0,Artificial Intelligence
Sacramento (1781),9100000.0,Artificial Intelligence
Salerno (1050),270489.0,Artificial Intelligence
Salt Lake City (1782),11582414.0,Artificial Intelligence
San Diego (1784),37321998.0,Artificial Intelligence
San Francisco (1785),854910911.0,Artificial Intelligence
San Jose (1786),1784482650.0,Artificial Intelligence
San Juan (1367),2100000.0,Artificial Intelligence
Santiago (183),100165000.0,Artificial Intelligence
Sao Paulo (138),22098.0,Artificial Intelligence
Seattle (1792),57594000.0,Artificial Intelligence
Seoul (1390),7555714.0,Artificial Intelligence
Shanghai (449),107347434.0,Artificial Intelligence
Sheffield (1656),10169447.0,Artificial Intelligence
Shenzhen (461),9205876.0,Artificial Intelligence
Singapore (1490),44238557.0,Artificial Intelligence
Sofia (148),485586.0,Artificial Intelligence
Southend (1658),28468.0,Artificial Intelligence
St. Louis (1797),13505000.0,Artificial Intelligence
Stockholm (1538),5580000.0,Artificial Intelligence
"Suzhou, Jiangsu (479)",2590457.0,Artificial Intelligence
Sydney (50),3844491.0,Artificial Intelligence
Taipei (614),92092338.0,Artificial Intelligence
Taizhong (616),24994.0,Artificial Intelligence
Tallinn (696),1707263.0,Artificial Intelligence
Tampa (1800),635000.0,Artificial Intelligence
Tel Aviv-Jaffa (1025),87190000.0,Artificial Intelligence
Tokyo (1088),62200623.0,Artificial Intelligence
Toronto (173),34890401.0,Artificial Intelligence
Toulouse (721),643436.0,Artificial Intelligence
Valencia (1523),899492.0,Artificial Intelligence
Valparaiso (185),130000.0,Artificial Intelligence
Vancouver (174),20285000.0,Artificial Intelligence
Vicenza (1057),1800000.0,Artificial Intelligence
Victoria (175),610634.0,Artificial Intelligence
Vienna (52),1655332.0,Artificial Intelligence
Warsaw (1362),6200000.0,Artificial Intelligence
"Washington, D.C. (1810)",66256600.0,Artificial Intelligence
Wellington (1228),392827.0,Artificial Intelligence
West Yorkshire (1663),850000.0,Artificial Intelligence
Winnipeg (177),1973272.0,Artificial Intelligence
Worcester (1813),2000000.0,Artificial Intelligence
Wuhan (510),803675.0,Artificial Intelligence
Xiamen (516),363419000.0,Artificial Intelligence
"Xiangtan, Hunan (518)",4016640.0,Artificial Intelligence
Xinzhu (619),497460.0,Artificial Intelligence
Zhuhai (600),4235300.0,Artificial Intelligence
Zurich (1543),12579054.0,Artificial Intelligence
nan (NA) (NA),31815325.0,Artificial Intelligence
