from,to,round,deals,value
Japan (Else),Vietnam (Else),Series B,1,3046838
France (EU),Massachusetts (US),Series Unknown,2,19774933
France (EU),France (EU),Series Unknown,3,31733539
California (US),District of Columbia (US),Series Unknown,2,13433333
California (US),France (EU),Series Unknown,5,59112198
District of Columbia (US),France (EU),Series Unknown,1,5333333
Canada (Else),France (EU),Series Unknown,2,19172662
Germany (EU),Tennessee (US),Series A,1,7907326
Germany (EU),The Netherlands (EU),Series A,2,14128184
Tennessee (US),The Netherlands (EU),Series A,1,5930494
Germany (EU),Germany (EU),Series A,4,19075031
The Netherlands (EU),The Netherlands (EU),Series A,1,3953663
Germany (EU),North Carolina (US),Series A,1,9133333
Germany (EU),United Kingdom (EU),Series A,2,17733333
North Carolina (US),United Kingdom (EU),Series A,1,9133333
California (US),Germany (EU),Series A,4,23255494
Bermuda (Else),California (US),Series B,1,10750000
Bermuda (Else),Germany (EU),Series B,1,10750000
Bermuda (Else),Massachusetts (US),Series B,1,10750000
California (US),Germany (EU),Series B,3,38416667
California (US),Massachusetts (US),Series B,34,431486635
Germany (EU),Massachusetts (US),Series B,3,18950000
Denmark (EU),Massachusetts (US),Series B,2,12600000
Denmark (EU),Texas (US),Series B,1,7000000
Massachusetts (US),Texas (US),Series B,5,50134921
District of Columbia (US),Germany (EU),Series B,1,9770233
California (US),California (US),Series C,72,882497528
California (US),Ohio (US),Series Unknown,2,5500000
California (US),California (US),Series Unknown,58,713259423
Germany (EU),Massachusetts (US),Series Unknown,1,9392902
Germany (EU),New York (US),Series Unknown,1,9392902
Massachusetts (US),New York (US),Series Unknown,12,92273827
Germany (EU),Germany (EU),Series Unknown,2,13403979
California (US),Connecticut (US),Series Unknown,9,147610714
California (US),Hong Kong (Else),Series Unknown,2,30125000
California (US),New York (US),Series Unknown,24,375703139
California (US),Washington (US),Series Unknown,9,87551190
Connecticut (US),Hong Kong (Else),Series Unknown,1,11250000
Connecticut (US),New York (US),Series Unknown,9,90154762
Connecticut (US),Washington (US),Series Unknown,3,23107143
Hong Kong (Else),New York (US),Series Unknown,1,11250000
Hong Kong (Else),Washington (US),Series Unknown,1,11250000
New York (US),Washington (US),Series Unknown,7,43916667
California (US),India (Else),Series B,1,6600000
New York (US),Texas (US),Series B,6,52550000
California (US),Massachusetts (US),Series Unknown,16,171339444
California (US),Virginia (US),Series Unknown,3,144466667
Massachusetts (US),Virginia (US),Series Unknown,1,6666667
Ireland (EU),Massachusetts (US),Seed,2,8416667
Ireland (EU),United Kingdom (EU),Seed,1,6666667
Massachusetts (US),United Kingdom (EU),Seed,1,6666667
Ireland (EU),Ireland (EU),Series A,1,1988040
Ireland (EU),United Kingdom (EU),Series B,3,23347792
Ireland (EU),Ireland (EU),Series B,1,3071981
India (Else),Pennsylvania (US),Series B,1,3561260
India (Else),United Kingdom (EU),Series B,1,3561260
Pennsylvania (US),United Kingdom (EU),Series B,2,8061260
California (US),Washington (US),Angel,2,1700000
California (US),California (US),Angel,2,1191667
Israel (Else),Italy (EU),Seed,1,4000000
California (US),Israel (Else),Series A,2,9016667
California (US),United Kingdom (EU),Series A,7,49024067
Israel (Else),United Kingdom (EU),Series A,2,22066667
California (US),Israel (Else),Series B,3,28866667
California (US),Minnesota (US),Series B,5,38703333
Germany (EU),Israel (Else),Series B,1,8666667
Germany (EU),Minnesota (US),Series B,1,4333333
Israel (Else),Minnesota (US),Series B,1,8666667
Israel (Else),Israel (Else),Series B,11,75102381
California (US),Japan (Else),Series B,3,38387302
California (US),United Kingdom (EU),Series B,14,157165851
Japan (Else),Massachusetts (US),Series B,4,26407937
Japan (Else),United Kingdom (EU),Series B,4,24552381
Massachusetts (US),United Kingdom (EU),Series B,5,17552381
Israel (Else),New Jersey (US),Series B,2,19900000
Israel (Else),Singapore (Else),Series B,3,23928571
Israel (Else),Italy (EU),Series C,1,4666667
Israel (Else),Kuwait (Else),Series C,1,4666667
Italy (EU),Kuwait (Else),Series C,1,4666667
Israel (Else),Pennsylvania (US),Series Unknown,1,12000000
Israel (Else),Israel (Else),Series Unknown,1,9000000
Israel (Else),West Virginia (US),Series Unknown,1,9000000
California (US),Massachusetts (US),Series A,24,214593842
Massachusetts (US),United Kingdom (EU),Series A,3,22707400
Massachusetts (US),United Kingdom (EU),Series Unknown,5,80347684
United Kingdom (EU),United Kingdom (EU),Series Unknown,8,71454698
Japan (Else),Japan (Else),Corporate Round,1,244531
District of Columbia (US),Japan (Else),Series A,1,1600000
Japan (Else),Japan (Else),Series Unknown,4,13401940
Hong Kong (Else),Japan (Else),Series Unknown,1,9040806
Nevada (US),United Kingdom (EU),Series C,1,9871610
New York (US),New York (US),Series B,7,67328571
California (US),District of Columbia (US),Series B,1,1791688
California (US),Norway (EU),Series B,1,2687533
District of Columbia (US),Norway (EU),Series B,2,8287533
Norway (EU),Norway (EU),Series B,1,1791688
New Jersey (US),United Kingdom (EU),Series Unknown,2,17428571
Singapore (Else),Switzerland (EU),Series A,1,13500000
Singapore (Else),Singapore (Else),Series A,1,9000000
Switzerland (EU),Switzerland (EU),Series A,2,10497745
Germany (EU),Switzerland (EU),Series A,1,17000000
California (US),Finland (EU),Series B,2,19654358
California (US),Sweden (EU),Series B,1,10481538
Denmark (EU),Finland (EU),Series B,1,6987692
Denmark (EU),Sweden (EU),Series B,1,10481538
Denmark (EU),United Kingdom (EU),Series B,1,6987692
Finland (EU),Sweden (EU),Series B,1,10481538
Finland (EU),United Kingdom (EU),Series B,2,19654358
Sweden (EU),United Kingdom (EU),Series B,1,10481538
Sweden (EU),Sweden (EU),Series B,1,6987692
France (EU),United Kingdom (EU),Series B,2,14965638
The Netherlands (EU),United Kingdom (EU),Series B,1,8250000
The Netherlands (EU),The Netherlands (EU),Series B,1,5500000
United Kingdom (EU),United Kingdom (EU),Series C,4,42700000
California (US),Sweden (EU),Series C,2,15840000
France (EU),Mississippi (US),Series A,1,6999524
California (US),France (EU),Series A,1,6602680
France (EU),Massachusetts (US),Series A,1,6602680
Switzerland (EU),Utah (US),Series A,1,8996617
California (US),Mexico (Else),Series Unknown,1,1187955
California (US),Switzerland (EU),Series Unknown,2,25187955
California (US),United Kingdom (EU),Series Unknown,9,156545618
France (EU),Mexico (Else),Series Unknown,1,1187955
France (EU),Switzerland (EU),Series Unknown,2,7054610
France (EU),United Kingdom (EU),Series Unknown,3,24559535
Mexico (Else),Switzerland (EU),Series Unknown,1,1187955
Mexico (Else),United Kingdom (EU),Series Unknown,1,1187955
Switzerland (EU),United Kingdom (EU),Series Unknown,1,1187955
France (EU),Germany (EU),Series Unknown,1,5866655
Germany (EU),Switzerland (EU),Series Unknown,1,5866655
California (US),Germany (EU),Series Unknown,3,35263057
New York (US),United Kingdom (EU),Series Unknown,7,74334416
Italy (EU),United Kingdom (EU),Series B,1,23275673
United Kingdom (EU),United Kingdom (EU),Series B,7,71407894
France (EU),Georgia (US),Series B,1,16000000
Canada (Else),Mississippi (US),Series B,1,13800000
Canada (Else),United Kingdom (EU),Series B,2,24680000
Mississippi (US),United Kingdom (EU),Series B,2,18300000
Massachusetts (US),New Jersey (US),Series B,6,58266667
Massachusetts (US),New York (US),Series B,14,146544048
Massachusetts (US),Sweden (EU),Series B,1,16500000
New Jersey (US),New York (US),Series B,1,16500000
New Jersey (US),Sweden (EU),Series B,1,16500000
New York (US),Sweden (EU),Series B,1,16500000
Massachusetts (US),South Korea (Else),Series B,2,8600000
Massachusetts (US),Singapore (Else),Series B,5,31057937
Massachusetts (US),Massachusetts (US),Series B,26,195701587
Japan (Else),Malaysia (Else),Series B,1,6266667
Malaysia (Else),United Kingdom (EU),Series B,1,6266667
New Jersey (US),New York (US),Series C,5,70890319
Germany (EU),Texas (US),Series C,1,2900000
California (US),Ohio (US),Series D,3,65875000
California (US),Taiwan (Else),Series D,4,63875000
California (US),United Kingdom (EU),Series D,4,86787500
California (US),Washington (US),Series D,3,42125000
Ohio (US),Taiwan (Else),Series D,1,12750000
Ohio (US),United Kingdom (EU),Series D,1,12750000
Ohio (US),Washington (US),Series D,1,12750000
Taiwan (Else),United Kingdom (EU),Series D,1,12750000
Taiwan (Else),Washington (US),Series D,1,12750000
United Kingdom (EU),Washington (US),Series D,1,12750000
California (US),California (US),Series D,31,466830782
California (US),Ireland (EU),Series Unknown,1,60000000
Ireland (EU),United Kingdom (EU),Series Unknown,1,24000000
Belgium (EU),Germany (EU),Series Unknown,1,5436142
Belgium (EU),Mississippi (US),Series Unknown,1,5436142
Belgium (EU),United Kingdom (EU),Series Unknown,1,5436142
Germany (EU),Mississippi (US),Series Unknown,1,5436142
Germany (EU),United Kingdom (EU),Series Unknown,1,5436142
Mississippi (US),United Kingdom (EU),Series Unknown,1,5436142
Washington (US),Washington (US),Series Unknown,2,9850000
California (US),Israel (Else),Series Unknown,3,40333333
California (US),Taiwan (Else),Series Unknown,1,5333333
Israel (Else),New York (US),Series Unknown,2,23866667
Israel (Else),Taiwan (Else),Series Unknown,1,5333333
New York (US),Taiwan (Else),Series Unknown,1,10666667
New York (US),New York (US),Series Unknown,16,102444588
Canada (Else),Finland (EU),Series Unknown,1,19544017
Canada (Else),Japan (Else),Series Unknown,1,19544017
Finland (EU),Japan (Else),Series Unknown,1,19544017
Pennsylvania (US),Pennsylvania (US),Angel,1,900000
United Kingdom (EU),Wisconsin (US),Seed,1,1500000
Wisconsin (US),Wisconsin (US),Seed,1,1200000
California (US),Israel (Else),Seed,1,5000000
Massachusetts (US),West Virginia (US),Seed,1,2000000
California (US),Connecticut (US),Series A,4,15700000
Connecticut (US),Connecticut (US),Series A,1,1666667
Connecticut (US),Illinois (US),Series A,1,3100000
Missouri (US),United Kingdom (EU),Series A,1,5200000
Massachusetts (US),North Carolina (US),Series A,1,13250000
Massachusetts (US),Massachusetts (US),Series A,18,130497381
California (US),New York (US),Series A,11,125850000
California (US),Colorado (US),Series A,4,28050000
California (US),Illinois (US),Series A,5,37400000
Colorado (US),Illinois (US),Series A,2,13000000
Colorado (US),Massachusetts (US),Series A,2,10500000
Colorado (US),New York (US),Series A,2,4050000
Illinois (US),Massachusetts (US),Series A,3,15200000
Illinois (US),New York (US),Series A,2,8000000
California (US),Idaho (US),Series A,1,1900000
Idaho (US),Massachusetts (US),Series A,1,1900000
California (US),Florida (US),Series A,1,500000
Colorado (US),Wisconsin (US),Series A,1,10000000
Illinois (US),Wisconsin (US),Series A,1,10000000
California (US),Washington (US),Series A,9,109652429
New York (US),Washington (US),Series A,1,12857143
Israel (Else),Texas (US),Series A,1,14400000
Texas (US),United Kingdom (EU),Series A,1,14400000
Israel (Else),Israel (Else),Series A,1,9600000
United Kingdom (EU),United Kingdom (EU),Series A,1,9600000
California (US),Ohio (US),Series A,1,5880000
California (US),Pennsylvania (US),Series A,3,21541667
Ohio (US),Pennsylvania (US),Series A,1,11760000
Pennsylvania (US),Pennsylvania (US),Series A,1,8820000
California (US),Canada (Else),Series A,2,19550000
California (US),Singapore (Else),Series A,1,11400000
Canada (Else),Illinois (US),Series A,1,8550000
Canada (Else),Singapore (Else),Series A,1,8550000
Illinois (US),Singapore (Else),Series A,1,5700000
Massachusetts (US),Singapore (Else),Series A,1,5700000
Maine (US),New York (US),Series A,1,3000000
New York (US),New York (US),Series A,3,10766667
Maryland (US),Massachusetts (US),Series A,1,8000000
California (US),Virginia (US),Series A,3,27066667
Massachusetts (US),Virginia (US),Series A,1,10500000
California (US),New Jersey (US),Series A,6,53071429
Massachusetts (US),New Jersey (US),Series A,2,36071429
New Jersey (US),New York (US),Series A,1,22178571
New Jersey (US),New Jersey (US),Series A,1,14785714
California (US),Texas (US),Series A,6,42215000
Pennsylvania (US),Texas (US),Series A,1,3410000
Massachusetts (US),Texas (US),Series A,3,29350000
Texas (US),Texas (US),Series A,3,15900000
District of Columbia (US),New Jersey (US),Series A,1,1766667
District of Columbia (US),United Kingdom (EU),Series A,1,1766667
New Jersey (US),United Kingdom (EU),Series A,1,1766667
California (US),The Netherlands (EU),Series A,1,1050000
Colorado (US),The Netherlands (EU),Series A,1,1050000
New York (US),The Netherlands (EU),Series A,1,1050000
District of Columbia (US),Virginia (US),Series A,1,4000000
United Kingdom (EU),Washington (US),Series A,1,4900000
Colorado (US),Washington (US),Series A,1,5500000
Colorado (US),Colorado (US),Series A,1,24001000
Japan (Else),Utah (US),Series A,1,1800000
Utah (US),Utah (US),Series A,1,1350000
New York (US),South Carolina (US),Series A,1,620000
Canada (Else),North Carolina (US),Series A,1,6400000
North Carolina (US),North Carolina (US),Series A,1,5120000
Florida (US),Maryland (US),Series A,1,1875000
Florida (US),New York (US),Series A,2,7375000
Maryland (US),New York (US),Series A,1,1250000
Florida (US),Florida (US),Series A,1,1250000
Florida (US),Illinois (US),Series A,1,4400000
California (US),Maryland (US),Series A,1,2066667
Maryland (US),Virginia (US),Series A,1,2066667
New York (US),Virginia (US),Series A,1,9000000
Connecticut (US),Massachusetts (US),Series A,1,6000000
District of Columbia (US),North Carolina (US),Series A,1,2066667
District of Columbia (US),Pennsylvania (US),Series A,1,2066667
North Carolina (US),Pennsylvania (US),Series A,1,2066667
California (US),District of Columbia (US),Series A,1,5500000
Alabama (US),Georgia (US),Series A,1,2500000
Alabama (US),Alabama (US),Series A,1,1250000
Georgia (US),Georgia (US),Series A,1,1250000
California (US),Tennessee (US),Series A,1,11333333
Massachusetts (US),Tennessee (US),Series A,1,11333333
Germany (EU),Pennsylvania (US),Series A,1,4666667
Maryland (US),New Jersey (US),Series A,1,2445000
Connecticut (US),New York (US),Series A,1,5850000
Connecticut (US),United Kingdom (EU),Series A,1,3900000
New York (US),United Kingdom (EU),Series A,1,5850000
Germany (EU),Washington (US),Series A,1,6500000
New Jersey (US),Texas (US),Series A,1,4500000
North Carolina (US),Virginia (US),Series A,1,6000000
Illinois (US),Ohio (US),Series A,1,2000000
Idaho (US),Washington (US),Series A,1,7600000
Canada (Else),Tennessee (US),Series A,1,7000000
California (US),China (Else),Series A,1,4000000
California (US),India (Else),Series A,2,12350000
California (US),Michigan (US),Series A,1,5900000
Michigan (US),Michigan (US),Series A,1,3933333
Georgia (US),Massachusetts (US),Series A,2,15000000
Japan (Else),Japan (Else),Series A,1,1100000
New York (US),Ohio (US),Series A,1,2500000
New York (US),Switzerland (EU),Series A,1,42000000
California (US),Hong Kong (Else),Series A,1,6000000
California (US),Minnesota (US),Series A,2,8300000
Minnesota (US),Minnesota (US),Series A,1,1533333
Arizona (US),Russian Federation (Else),Series A,1,4000000
Arizona (US),Massachusetts (US),Series A,1,1250000
Canada (Else),Wisconsin (US),Series A,1,4700000
Florida (US),United Kingdom (EU),Series B,2,11351111
California (US),Florida (US),Series B,6,43686111
California (US),New Jersey (US),Series B,6,92430556
California (US),Texas (US),Series B,12,151501413
Florida (US),Massachusetts (US),Series B,3,11566667
Florida (US),New Jersey (US),Series B,2,7611111
Florida (US),Texas (US),Series B,1,2222222
New Jersey (US),Texas (US),Series B,1,2222222
New Jersey (US),United Kingdom (EU),Series B,1,1111111
Texas (US),United Kingdom (EU),Series B,3,21722222
Texas (US),Texas (US),Series B,5,14471429
Luxembourg (EU),United Kingdom (EU),Series B,1,8400000
New York (US),United Kingdom (EU),Series B,4,31085714
California (US),Missouri (US),Series B,1,16000000
California (US),North Carolina (US),Series B,8,85430000
Massachusetts (US),North Carolina (US),Series B,4,27391667
Illinois (US),Iowa (US),Series B,1,2266667
Illinois (US),Minnesota (US),Series B,1,4533333
Illinois (US),Wisconsin (US),Series B,1,2266667
Iowa (US),Minnesota (US),Series B,1,4533333
Iowa (US),Wisconsin (US),Series B,1,2266667
Minnesota (US),Wisconsin (US),Series B,1,4533333
Minnesota (US),Minnesota (US),Series B,1,3400000
California (US),Canada (Else),Series B,9,150243872
Canada (Else),New Jersey (US),Series B,2,16311111
District of Columbia (US),Maryland (US),Series B,3,22650000
District of Columbia (US),Massachusetts (US),Series B,2,16125000
Maryland (US),Massachusetts (US),Series B,3,17500000
California (US),Connecticut (US),Series B,5,97176190
Connecticut (US),Texas (US),Series B,3,21461905
Colorado (US),Pennsylvania (US),Series B,1,5333333
Colorado (US),Texas (US),Series B,2,6483333
Pennsylvania (US),Texas (US),Series B,2,9833333
California (US),Taiwan (Else),Series B,9,144944048
Florida (US),Taiwan (Else),Series B,1,8333333
Connecticut (US),Taiwan (Else),Series B,1,15600000
Taiwan (Else),Taiwan (Else),Series B,4,36838095
California (US),Pennsylvania (US),Series B,5,67072857
California (US),Virginia (US),Series B,6,71171429
Massachusetts (US),Virginia (US),Series B,3,30800000
New Jersey (US),Virginia (US),Series B,1,12800000
Alabama (US),California (US),Series B,1,23333333
Alabama (US),Germany (EU),Series B,1,11666667
Alabama (US),Hong Kong (Else),Series B,1,11666667
Alabama (US),New Hampshire (US),Series B,1,11666667
Alabama (US),Switzerland (EU),Series B,1,17500000
Alabama (US),United Kingdom (EU),Series B,1,17500000
Alabama (US),United States (US),Series B,1,11666667
California (US),New Hampshire (US),Series B,1,23333333
California (US),Switzerland (EU),Series B,2,48222222
California (US),United States (US),Series B,1,23333333
Germany (EU),Hong Kong (Else),Series B,1,11666667
Germany (EU),New Hampshire (US),Series B,1,11666667
Germany (EU),Switzerland (EU),Series B,1,17500000
Germany (EU),United Kingdom (EU),Series B,1,17500000
Germany (EU),United States (US),Series B,1,11666667
Hong Kong (Else),New Hampshire (US),Series B,1,11666667
Hong Kong (Else),Switzerland (EU),Series B,1,17500000
Hong Kong (Else),United Kingdom (EU),Series B,1,17500000
Hong Kong (Else),United States (US),Series B,1,11666667
New Hampshire (US),Switzerland (EU),Series B,1,17500000
New Hampshire (US),United Kingdom (EU),Series B,1,17500000
New Hampshire (US),United States (US),Series B,1,11666667
Switzerland (EU),United Kingdom (EU),Series B,1,23333333
Switzerland (EU),United States (US),Series B,1,17500000
United Kingdom (EU),United States (US),Series B,1,17500000
Switzerland (EU),Switzerland (EU),Series B,2,19288889
Georgia (US),New York (US),Series B,2,23000000
China (Else),New York (US),Series B,1,25000000
California (US),Washington (US),Series B,5,49685714
New York (US),Washington (US),Series B,4,33304762
Washington (US),Washington (US),Series B,2,10400000
California (US),Georgia (US),Series B,4,22000000
California (US),Indiana (US),Series B,1,6500000
Georgia (US),Indiana (US),Series B,1,4333333
Georgia (US),North Carolina (US),Series B,3,22180000
Indiana (US),North Carolina (US),Series B,2,14000000
North Carolina (US),North Carolina (US),Series B,4,16856686
California (US),Italy (EU),Series B,1,5100000
Israel (Else),Italy (EU),Series B,1,10200000
Israel (Else),Massachusetts (US),Series B,3,23628571
Italy (EU),Massachusetts (US),Series B,1,5100000
California (US),Ukraine (Else),Series B,1,14142857
Pennsylvania (US),Ukraine (Else),Series B,1,4714286
California (US),France (EU),Series B,6,37657143
California (US),Maryland (US),Series B,4,22150000
Florida (US),France (EU),Series B,2,11875000
Florida (US),Maryland (US),Series B,2,11275000
Florida (US),North Carolina (US),Series B,1,4875000
France (EU),Maryland (US),Series B,1,3250000
France (EU),Massachusetts (US),Series B,3,23875000
France (EU),New Jersey (US),Series B,1,4875000
France (EU),North Carolina (US),Series B,1,3250000
Maryland (US),New Jersey (US),Series B,1,4875000
Maryland (US),North Carolina (US),Series B,1,3250000
New Jersey (US),North Carolina (US),Series B,1,4875000
Florida (US),Florida (US),Series B,3,12716667
New Jersey (US),New Jersey (US),Series B,1,3250000
Florida (US),Ohio (US),Series B,1,6400000
Maryland (US),Ohio (US),Series B,1,3200000
California (US),Serbia (Else),Series B,2,26100000
Serbia (Else),Taiwan (Else),Series B,2,15728571
Connecticut (US),Japan (Else),Series B,1,4200000
Connecticut (US),Michigan (US),Series B,1,2100000
Connecticut (US),New Jersey (US),Series B,1,2100000
Japan (Else),Michigan (US),Series B,1,4200000
Japan (Else),New Jersey (US),Series B,1,4200000
Michigan (US),New Jersey (US),Series B,1,2100000
Japan (Else),Japan (Else),Series B,1,3150000
California (US),Mississippi (US),Series B,4,56841111
Mississippi (US),North Carolina (US),Series B,2,31486667
Mississippi (US),Pennsylvania (US),Series B,1,4500000
Mississippi (US),Texas (US),Series B,1,4500000
California (US),Illinois (US),Series B,6,101751667
Illinois (US),Mississippi (US),Series B,1,7620000
Illinois (US),North Carolina (US),Series B,1,7620000
Mississippi (US),New York (US),Series B,1,7620000
New York (US),North Carolina (US),Series B,2,11520000
California (US),Singapore (Else),Series B,4,56994444
Japan (Else),Mississippi (US),Series B,1,7622222
Japan (Else),Singapore (Else),Series B,3,14707937
Japan (Else),Switzerland (EU),Series B,1,11433333
Massachusetts (US),Mississippi (US),Series B,2,18288889
Massachusetts (US),Switzerland (EU),Series B,1,11433333
Mississippi (US),Singapore (Else),Series B,1,7622222
Mississippi (US),Switzerland (EU),Series B,1,11433333
Singapore (Else),Switzerland (EU),Series B,1,11433333
Australia (Else),Massachusetts (US),Series B,1,10666667
Australia (Else),Minnesota (US),Series B,1,5333333
Australia (Else),Mississippi (US),Series B,1,5333333
Massachusetts (US),Minnesota (US),Series B,2,13716667
Minnesota (US),Mississippi (US),Series B,1,5333333
California (US),Oregon (US),Series B,1,2400000
Florida (US),New York (US),Series B,2,19646667
Florida (US),Philippines (Else),Series B,1,14666667
New York (US),Philippines (Else),Series B,1,14666667
Illinois (US),Virginia (US),Series B,1,6000000
Illinois (US),Michigan (US),Series B,1,3500000
Illinois (US),Illinois (US),Series B,2,7133333
Arkansas (US),Illinois (US),Series B,1,7200000
Arkansas (US),Indiana (US),Series B,1,4800000
Arkansas (US),Ohio (US),Series B,1,4800000
Illinois (US),Indiana (US),Series B,1,7200000
Illinois (US),Ohio (US),Series B,2,15200000
Indiana (US),Ohio (US),Series B,1,4800000
Denmark (EU),Germany (EU),Series B,1,5600000
Denmark (EU),Illinois (US),Series B,1,5600000
Denmark (EU),Washington (US),Series B,1,5600000
Germany (EU),Washington (US),Series B,1,5600000
Illinois (US),Massachusetts (US),Series B,3,21922667
Illinois (US),Washington (US),Series B,1,5600000
Massachusetts (US),Washington (US),Series B,2,15600000
New York (US),Ohio (US),Series B,1,5300000
India (Else),Israel (Else),Series B,1,7500000
India (Else),The Netherlands (EU),Series B,1,5000000
Israel (Else),The Netherlands (EU),Series B,1,7500000
California (US),Thailand (Else),Series B,1,12500000
California (US),Utah (US),Series B,5,41380000
Serbia (Else),Texas (US),Series B,1,3571429
Serbia (Else),Thailand (Else),Series B,1,3571429
Serbia (Else),Utah (US),Series B,1,3571429
Taiwan (Else),Texas (US),Series B,1,8928571
Taiwan (Else),Thailand (Else),Series B,1,8928571
Taiwan (Else),Utah (US),Series B,1,8928571
Texas (US),Thailand (Else),Series B,1,3571429
Texas (US),Utah (US),Series B,1,3571429
Thailand (Else),Utah (US),Series B,1,3571429
Florida (US),Georgia (US),Series B,1,5100000
Florida (US),Nevada (US),Series B,1,3400000
Georgia (US),Massachusetts (US),Series B,3,20000000
Georgia (US),Nevada (US),Series B,1,5100000
Massachusetts (US),Nevada (US),Series B,3,17828571
Georgia (US),Georgia (US),Series B,2,8333333
California (US),Delaware (US),Series B,2,22302857
Delaware (US),Massachusetts (US),Series B,1,12857143
Delaware (US),Texas (US),Series B,1,8571429
Connecticut (US),New York (US),Series B,3,13642857
Canada (Else),France (EU),Series B,2,10207143
Canada (Else),New York (US),Series B,2,8071429
Canada (Else),Texas (US),Series B,1,4607143
France (EU),New York (US),Series B,1,4607143
France (EU),Texas (US),Series B,1,6142857
Massachusetts (US),Wisconsin (US),Series B,1,9000000
Israel (Else),Japan (Else),Series B,3,16761905
Israel (Else),North Carolina (US),Series B,1,10000000
Israel (Else),United Kingdom (EU),Series B,2,19761905
Japan (Else),North Carolina (US),Series B,1,6666667
North Carolina (US),United Kingdom (EU),Series B,1,10000000
California (US),Michigan (US),Series B,1,12571429
California (US),Nevada (US),Series B,1,12571429
Massachusetts (US),Michigan (US),Series B,1,9428571
Michigan (US),Nevada (US),Series B,1,6285714
Japan (Else),New York (US),Series B,3,20714286
Japan (Else),Taiwan (Else),Series B,1,17142857
Japan (Else),Washington (US),Series B,2,11761905
New York (US),Taiwan (Else),Series B,2,19142857
Taiwan (Else),Washington (US),Series B,1,17142857
Connecticut (US),Minnesota (US),Series B,1,5200000
Minnesota (US),New York (US),Series B,2,8250000
Massachusetts (US),Ohio (US),Series B,1,8000000
New York (US),Virginia (US),Series B,3,19800000
Florida (US),Virginia (US),Series B,1,7000000
France (EU),Virginia (US),Series B,1,4666667
California (US),The Netherlands (EU),Series B,1,7000000
Canada (Else),China (Else),Series B,1,2800000
