from,to,round,deals,value
Minnesota (US),New York (US),Series Unknown,3,28200000
New York (US),New York (US),Series Unknown,24,229821570
Canada (Else),Florida (US),Series Unknown,1,9857143
Canada (Else),New Jersey (US),Series Unknown,2,12857143
Canada (Else),Singapore (Else),Series Unknown,3,21141071
Florida (US),New Jersey (US),Series Unknown,2,14142857
Florida (US),New York (US),Series Unknown,4,77757922
Florida (US),Singapore (Else),Series Unknown,1,9857143
New Jersey (US),New York (US),Series Unknown,5,43414286
New Jersey (US),Singapore (Else),Series Unknown,1,9857143
New York (US),Singapore (Else),Series Unknown,3,42619048
Canada (Else),Pennsylvania (US),Series Unknown,2,9771000
Canada (Else),Georgia (US),Series Unknown,1,4200000
Argentina (Else),Chile (Else),Seed,2,80000
New York (US),Portugal (EU),Seed,1,1379489
China (Else),China (Else),Angel,66,56979726
China (Else),Japan (Else),Angel,1,469612
China (Else),Hong Kong (Else),Angel,1,473016
California (US),Massachusetts (US),Angel,8,8779167
China (Else),New York (US),Angel,1,465459
China (Else),Taiwan (Else),Angel,1,462055
California (US),China (Else),Angel,1,469619
China (Else),China (Else),Post IPO Equity,3,20935258
China (Else),Hong Kong (Else),Post IPO Equity,1,49103034
China (Else),Kuwait (Else),Post IPO Equity,1,49103034
Hong Kong (Else),Kuwait (Else),Post IPO Equity,1,49103034
California (US),China (Else),Post IPO Equity,1,15000000
California (US),Cayman Islands (Else),Private Equity,1,800000000
California (US),China (Else),Private Equity,1,800000000
California (US),Singapore (Else),Private Equity,1,800000000
Cayman Islands (Else),China (Else),Private Equity,1,800000000
Cayman Islands (Else),Singapore (Else),Private Equity,1,800000000
China (Else),Singapore (Else),Private Equity,1,800000000
China (Else),District of Columbia (US),Seed,1,24429
China (Else),Maryland (US),Seed,1,24429
China (Else),New Jersey (US),Seed,1,24429
China (Else),Singapore (Else),Seed,1,24429
China (Else),United Kingdom (EU),Seed,2,1091095
District of Columbia (US),Maryland (US),Seed,6,3282952
District of Columbia (US),New Jersey (US),Seed,1,16286
District of Columbia (US),Singapore (Else),Seed,1,16286
District of Columbia (US),United Kingdom (EU),Seed,1,16286
Maryland (US),New Jersey (US),Seed,1,16286
Maryland (US),Singapore (Else),Seed,1,16286
Maryland (US),United Kingdom (EU),Seed,1,16286
New Jersey (US),Singapore (Else),Seed,2,516286
New Jersey (US),United Kingdom (EU),Seed,2,449619
Singapore (Else),United Kingdom (EU),Seed,1,16286
China (Else),China (Else),Seed,3,10858054
China (Else),Malaysia (Else),Seed,1,12820731
China (Else),Hong Kong (Else),Seed,1,39000000
China (Else),China (Else),Series A,55,462855614
California (US),China (Else),Series A,13,165999414
California (US),Illinois (US),Series A,12,51090909
California (US),Massachusetts (US),Series A,71,465189049
California (US),United Kingdom (EU),Series A,25,162513217
China (Else),Illinois (US),Series A,1,16666667
China (Else),Massachusetts (US),Series A,2,26000000
China (Else),United Kingdom (EU),Series A,1,16666667
Illinois (US),Massachusetts (US),Series A,1,25000000
Illinois (US),United Kingdom (EU),Series A,4,19324448
Massachusetts (US),United Kingdom (EU),Series A,7,49353368
China (Else),Hong Kong (Else),Series A,6,157150382
China (Else),New York (US),Series A,2,174333333
Hong Kong (Else),New York (US),Series A,1,133333333
California (US),Hong Kong (Else),Series A,5,19766667
China (Else),Italy (EU),Series A,1,7835591
California (US),Japan (Else),Series A,9,85952827
China (Else),Japan (Else),Series A,1,5333333
China (Else),Portugal (EU),Series A,2,2835325
Hong Kong (Else),Portugal (EU),Series A,1,505240
China (Else),Taiwan (Else),Series A,1,6504076
China (Else),Indiana (US),Series A,1,8380000
China (Else),Singapore (Else),Series A,2,29400000
China (Else),South Korea (Else),Series A,1,2500000
China (Else),China (Else),Series B,27,360262831
California (US),China (Else),Series B,18,431342857
California (US),Hong Kong (Else),Series B,3,81240000
China (Else),Hong Kong (Else),Series B,4,63813333
California (US),Minnesota (US),Series B,7,111829350
California (US),Wisconsin (US),Series B,5,42938874
Massachusetts (US),Minnesota (US),Series B,4,49404762
Massachusetts (US),Wisconsin (US),Series B,2,13033333
Minnesota (US),Wisconsin (US),Series B,2,9119826
California (US),Singapore (Else),Series B,4,65571429
California (US),Taiwan (Else),Series B,3,26933333
Canada (Else),China (Else),Series B,1,8000000
Canada (Else),Singapore (Else),Series B,1,8000000
Canada (Else),Taiwan (Else),Series B,1,8000000
China (Else),Singapore (Else),Series B,6,145099048
China (Else),Taiwan (Else),Series B,2,12440000
Singapore (Else),Taiwan (Else),Series B,1,8000000
California (US),United Kingdom (EU),Series B,28,660122381
China (Else),United Kingdom (EU),Series B,2,16440000
United Kingdom (EU),United Kingdom (EU),Series B,15,84765951
Hong Kong (Else),Singapore (Else),Series B,1,9813333
Taiwan (Else),United Kingdom (EU),Series B,1,4440000
China (Else),New York (US),Series B,4,70325682
California (US),Sweden (EU),Series B,4,83000000
Sweden (EU),Taiwan (Else),Series B,1,13333333
California (US),Connecticut (US),Series B,8,94784985
California (US),Malaysia (Else),Series B,1,13333333
Connecticut (US),Malaysia (Else),Series B,1,13333333
Hong Kong (Else),New York (US),Series B,1,76666667
Hong Kong (Else),Rhode Island (US),Series B,1,76666667
New York (US),Rhode Island (US),Series B,1,76666667
China (Else),China (Else),Series C,10,151724303
California (US),China (Else),Series C,9,243444444
China (Else),New York (US),Series C,2,47280000
China (Else),Massachusetts (US),Series C,2,108333333
China (Else),Hong Kong (Else),Series C,3,127280000
California (US),Taiwan (Else),Series C,1,27222222
China (Else),Taiwan (Else),Series C,1,11666667
California (US),Malaysia (Else),Series C,1,20000000
California (US),South Korea (Else),Series C,8,109220000
Hong Kong (Else),Malaysia (Else),Series C,1,20000000
Hong Kong (Else),South Korea (Else),Series C,1,20000000
Malaysia (Else),Massachusetts (US),Series C,1,20000000
Malaysia (Else),South Korea (Else),Series C,1,20000000
Massachusetts (US),South Korea (Else),Series C,1,20000000
Arkansas (US),Cayman Islands (Else),Series C,1,750000000
Arkansas (US),New York (US),Series C,1,1125000000
Cayman Islands (Else),New York (US),Series C,3,1260476190
New York (US),New York (US),Series C,17,881139777
California (US),Luxembourg (EU),Series C,3,119736111
California (US),Pennsylvania (US),Series C,13,211745200
Luxembourg (EU),Pennsylvania (US),Series C,1,44000000
Hong Kong (Else),Maryland (US),Series C,1,15000000
China (Else),Massachusetts (US),Series D,2,55125000
California (US),Hong Kong (Else),Series D,1,15000000
China (Else),Hong Kong (Else),Series D,1,30000000
China (Else),China (Else),Series D,3,33333333
California (US),China (Else),Series D,4,64479167
California (US),Luxembourg (EU),Series D,2,37000000
California (US),New York (US),Series D,28,1256975000
China (Else),Luxembourg (EU),Series D,1,5000000
China (Else),New York (US),Series D,1,5000000
Luxembourg (EU),New York (US),Series D,2,19333333
California (US),California (US),Series D,83,2048161614
China (Else),China (Else),Series E,1,7727886
China (Else),Hong Kong (Else),Series F,1,143750000
China (Else),New York (US),Series F,1,143750000
China (Else),Singapore (Else),Series F,1,143750000
China (Else),Taiwan (Else),Series F,1,143750000
Hong Kong (Else),New York (US),Series F,1,57500000
Hong Kong (Else),Singapore (Else),Series F,1,57500000
Hong Kong (Else),Taiwan (Else),Series F,1,57500000
New York (US),Singapore (Else),Series F,1,57500000
New York (US),Taiwan (Else),Series F,1,57500000
Singapore (Else),Taiwan (Else),Series F,1,57500000
China (Else),China (Else),Series F,1,115000000
China (Else),China (Else),Series Unknown,12,303969349
California (US),China (Else),Series Unknown,3,33686406
China (Else),Hong Kong (Else),Series Unknown,2,124228361
China (Else),United Kingdom (EU),Series Unknown,1,1567118
Japan (Else),Japan (Else),Series Unknown,14,89749445
China (Else),Hong Kong (Else),Undisclosed,1,30804296
China (Else),China (Else),Undisclosed,1,23103222
Wisconsin (US),Wisconsin (US),Undisclosed,1,980000
Croatia (EU),Croatia (EU),Angel,1,43321
France (EU),Germany (EU),Series C,1,2500000
France (EU),Massachusetts (US),Series C,2,10660000
France (EU),Ohio (US),Series C,1,2500000
Germany (EU),Massachusetts (US),Series C,3,20200000
Germany (EU),Ohio (US),Series C,1,2500000
Massachusetts (US),Ohio (US),Series C,2,8833333
Czech Republic (EU),New York (US),Series A,1,1400000
Czech Republic (EU),Czech Republic (EU),Series A,1,933333
Denmark (EU),Denmark (EU),Seed,3,2724119
Denmark (EU),The Netherlands (EU),Series A,3,38000000
Denmark (EU),Denmark (EU),Series A,1,13333333
Denmark (EU),United Kingdom (EU),Series A,2,11566667
California (US),Denmark (EU),Series Unknown,1,130285181
Denmark (EU),Denmark (EU),Series Unknown,1,86856787
Saudi Arabia (Else),United Arab Emirates (Else),Pre Seed,1,20000
Saudi Arabia (Else),Yemen (Else),Pre Seed,1,40000
United Arab Emirates (Else),Yemen (Else),Pre Seed,1,40000
Yemen (Else),Yemen (Else),Pre Seed,1,30000
Estonia (EU),Estonia (EU),Pre Seed,1,48302
Estonia (EU),Switzerland (EU),Seed,1,90000
Estonia (EU),Estonia (EU),Series Unknown,1,431519
Mauritius (Else),United States (US),Seed,1,250000
Finland (EU),Finland (EU),Angel,1,646884
California (US),Finland (EU),Seed,2,1942857
California (US),Texas (US),Seed,23,16334052
California (US),United Kingdom (EU),Seed,21,16442141
Finland (EU),Texas (US),Seed,1,1142857
Finland (EU),United Kingdom (EU),Seed,2,1497315
Texas (US),United Kingdom (EU),Seed,1,857143
Finland (EU),Finland (EU),Seed,2,1317143
United Kingdom (EU),United Kingdom (EU),Seed,30,17597664
California (US),Nigeria (Else),Seed,1,800000
Finland (EU),Nigeria (Else),Seed,1,400000
California (US),Finland (EU),Series A,1,6000000
California (US),Germany (EU),Series A,6,25042737
Finland (EU),Germany (EU),Series A,1,6000000
Finland (EU),United Kingdom (EU),Series A,2,15066667
Germany (EU),United Kingdom (EU),Series A,4,16003671
Finland (EU),Finland (EU),Series A,1,4000000
United Kingdom (EU),United Kingdom (EU),Series A,14,52053144
Finland (EU),The Netherlands (EU),Series B,1,11660146
Finland (EU),Finland (EU),Series B,1,8745110
Finland (EU),Singapore (Else),Series E,1,8000000
Finland (EU),Sweden (EU),Series E,1,8000000
Finland (EU),United Kingdom (EU),Series E,1,8000000
Singapore (Else),Sweden (EU),Series E,1,8000000
Singapore (Else),United Kingdom (EU),Series E,1,8000000
Sweden (EU),United Kingdom (EU),Series E,1,8000000
Finland (EU),Finland (EU),Series Unknown,2,25998398
Denmark (EU),Finland (EU),Series Unknown,2,21713326
Denmark (EU),Sweden (EU),Series Unknown,1,5019640
Denmark (EU),The Netherlands (EU),Series Unknown,2,14317384
Finland (EU),Sweden (EU),Series Unknown,2,11661885
Finland (EU),The Netherlands (EU),Series Unknown,1,10039281
Sweden (EU),The Netherlands (EU),Series Unknown,1,5019640
France (EU),France (EU),Angel,2,1359909
United Kingdom (EU),United Kingdom (EU),Post IPO Equity,2,52655030
France (EU),France (EU),Pre Seed,1,238583
France (EU),United Kingdom (EU),Private Equity,1,87046343
France (EU),France (EU),Private Equity,4,546506392
France (EU),France (EU),Seed,13,15512946
Belgium (EU),France (EU),Seed,1,350000
France (EU),Spain (EU),Seed,2,1561226
France (EU),Switzerland (EU),Seed,2,2045216
Switzerland (EU),Switzerland (EU),Seed,3,3661650
France (EU),New York (US),Seed,9,2608148
France (EU),Switzerland (EU),Series A,2,10755137
France (EU),New York (US),Series A,2,1643846
France (EU),Ireland (EU),Series B,3,30189027
France (EU),France (EU),Series B,10,97611988
France (EU),United Kingdom (EU),Series B,5,68577456
France (EU),Massachusetts (US),Series B,2,42907749
France (EU),The Netherlands (EU),Series B,3,56458328
Massachusetts (US),The Netherlands (EU),Series B,5,52787529
Massachusetts (US),United Kingdom (EU),Series B,5,52073773
France (EU),Switzerland (EU),Series B,2,19800000
Switzerland (EU),Switzerland (EU),Series B,3,31724153
California (US),France (EU),Series B,4,56983333
California (US),Italy (EU),Series B,1,3500000
France (EU),Italy (EU),Series B,1,5250000
Florida (US),France (EU),Series B,1,3483505
Denmark (EU),France (EU),Series C,1,25500000
Denmark (EU),Denmark (EU),Series C,1,10200000
France (EU),France (EU),Series C,3,31716667
France (EU),United Kingdom (EU),Series C,3,23809524
California (US),France (EU),Series C,4,32542857
France (EU),Tennessee (US),Series D,1,19000000
France (EU),United Kingdom (EU),Series D,1,19000000
Tennessee (US),United Kingdom (EU),Series D,1,19000000
California (US),France (EU),Series D,1,5500000
France (EU),France (EU),Series D,2,24097531
France (EU),United Kingdom (EU),Series Unknown,6,78453546
France (EU),France (EU),Series Unknown,16,96737166
California (US),France (EU),Series Unknown,7,67972828
California (US),New York (US),Series Unknown,54,612541786
France (EU),New York (US),Series Unknown,1,1400000
France (EU),Sweden (EU),Series Unknown,2,11405056
France (EU),Texas (US),Series Unknown,2,5992790
California (US),Sweden (EU),Series Unknown,4,14658333
California (US),United Kingdom (EU),Series Unknown,15,189946711
Sweden (EU),United Kingdom (EU),Series Unknown,1,2500000
Germany (EU),United Kingdom (EU),Seed,5,4005776
Germany (EU),Germany (EU),Seed,6,4988166
Germany (EU),Ireland (EU),Seed,1,473853
Germany (EU),South Korea (Else),Seed,1,473853
Ireland (EU),South Korea (Else),Seed,1,473853
France (EU),Germany (EU),Seed,1,1866667
Germany (EU),Switzerland (EU),Seed,2,2536667
Belgium (EU),Germany (EU),Seed,1,635021
California (US),Luxembourg (EU),Series A,6,13707983
California (US),Switzerland (EU),Series A,2,6515965
Luxembourg (EU),Massachusetts (US),Series A,1,2257983
Luxembourg (EU),Switzerland (EU),Series A,2,16642534
Massachusetts (US),Switzerland (EU),Series A,6,33788656
Switzerland (EU),Switzerland (EU),Series A,7,53334109
Germany (EU),Massachusetts (US),Series A,2,4118404
Germany (EU),Switzerland (EU),Series A,4,28643169
New York (US),United Kingdom (EU),Series A,10,33877613
France (EU),Germany (EU),Series A,1,12463568
Germany (EU),The Netherlands (EU),Series A,1,12463568
Switzerland (EU),The Netherlands (EU),Series A,2,29327910
Germany (EU),Sweden (EU),Series A,1,90000000
Germany (EU),Ohio (US),Series B,2,23289459
California (US),Germany (EU),Series B,7,156516667
California (US),Switzerland (EU),Series B,6,63285714
Germany (EU),Massachusetts (US),Series B,2,16400000
Germany (EU),Switzerland (EU),Series B,1,9600000
Germany (EU),United Kingdom (EU),Series B,7,100589091
Massachusetts (US),Switzerland (EU),Series B,4,27750000
Switzerland (EU),United Kingdom (EU),Series B,4,47852896
Germany (EU),New York (US),Series B,2,9133333
Germany (EU),South Korea (Else),Series B,1,2333333
New York (US),South Korea (Else),Series B,1,2333333
China (Else),Germany (EU),Series C,1,4798260
Germany (EU),Germany (EU),Series C,1,3998550
Germany (EU),Germany (EU),Series Unknown,15,81467974
Germany (EU),Italy (EU),Series Unknown,1,5469158
Germany (EU),Minnesota (US),Series Unknown,1,4161672
Germany (EU),Ohio (US),Series Unknown,1,10788796
California (US),Connecticut (US),Series Unknown,14,316043918
Germany (EU),United Kingdom (EU),Series Unknown,5,38130294
Germany (EU),New York (US),Undisclosed,1,54000000
Germany (EU),Sweden (EU),Undisclosed,1,54000000
New York (US),Sweden (EU),Undisclosed,1,36000000
Germany (EU),Germany (EU),Undisclosed,1,36000000
Greece (EU),Greece (EU),Grant,1,110000
Japan (Else),New York (US),Series Unknown,5,62015869
India (Else),India (Else),Angel,3,1616651
India (Else),United Kingdom (EU),Angel,1,1000000
District of Columbia (US),India (Else),Debt Financing,1,7000000
District of Columbia (US),New York (US),Post IPO Equity,2,350000000
India (Else),United Arab Emirates (Else),Pre Seed,1,9728
District of Columbia (US),Hong Kong (Else),Private Equity,1,24558501
District of Columbia (US),India (Else),Private Equity,1,24558501
Hong Kong (Else),India (Else),Private Equity,1,24558501
India (Else),India (Else),Private Equity,1,11038915
India (Else),United Kingdom (EU),Private Equity,1,33649925
Illinois (US),Mauritius (Else),Private Equity,1,75000000
California (US),California (US),Secondary Market,1,20000000
California (US),Mauritius (Else),Seed,1,1666667
Mauritius (Else),New York (US),Seed,1,1666667
California (US),India (Else),Seed,3,2089533
India (Else),India (Else),Seed,2,619738
India (Else),Washington (US),Seed,1,2830000
California (US),Mauritius (Else),Series A,3,13950000
Mauritius (Else),New York (US),Series A,1,4000000
India (Else),India (Else),Series A,4,6829896
Illinois (US),India (Else),Series A,1,4559310
Hong Kong (Else),India (Else),Series A,2,11500000
California (US),India (Else),Series A,8,34846667
California (US),India (Else),Series B,5,111833333
Norway (EU),The Netherlands (EU),Series B,1,3640000
India (Else),India (Else),Series B,2,12333333
India (Else),New York (US),Series B,1,14000000
California (US),India (Else),Series C,2,20562500
India (Else),New York (US),Series C,1,15562500
India (Else),India (Else),Series C,2,13708333
New York (US),Pennsylvania (US),Series C,9,72292177
California (US),Mauritius (Else),Series C,3,81587141
California (US),United Kingdom (EU),Series C,20,459226641
Mauritius (Else),United Kingdom (EU),Series C,1,54166667
District of Columbia (US),Germany (EU),Series C,1,13600000
Arizona (US),New York (US),Series C,2,22999997
California (US),Japan (Else),Series C,5,232947619
India (Else),Luxembourg (EU),Series Unknown,1,7033901
India (Else),India (Else),Series Unknown,6,156928617
Connecticut (US),Hong Kong (Else),Series Unknown,1,32000000
Connecticut (US),India (Else),Series Unknown,1,32000000
Hong Kong (Else),India (Else),Series Unknown,1,32000000
California (US),District of Columbia (US),Series Unknown,7,93437822
California (US),India (Else),Series Unknown,3,182675506
California (US),Mauritius (Else),Series Unknown,1,45070203
District of Columbia (US),India (Else),Series Unknown,1,112675506
District of Columbia (US),Mauritius (Else),Series Unknown,1,45070203
India (Else),Mauritius (Else),Series Unknown,1,112675506
India (Else),Switzerland (EU),Series Unknown,1,1005963
Illinois (US),Illinois (US),Series Unknown,5,9943433
California (US),Hong Kong (Else),Series Unknown,3,20458333
California (US),California (US),Series Unknown,118,1257959094
India (Else),New York (US),Series Unknown,1,90000000
India (Else),Texas (US),Series Unknown,1,10000000
Indonesia (Else),Indonesia (Else),Seed,1,100000
California (US),Malaysia (Else),Series A,1,772970
New York (US),Switzerland (EU),Series A,2,11600000
Ireland (EU),New Jersey (US),Pre Seed,1,389442
Ireland (EU),Ireland (EU),Pre Seed,1,292082
Ireland (EU),Ireland (EU),Seed,5,5885012
California (US),Japan (Else),Seed,11,10194328
California (US),Oregon (US),Seed,6,3884596
Canada (Else),Japan (Else),Seed,1,311111
Canada (Else),Oregon (US),Seed,2,1025397
Japan (Else),New York (US),Seed,8,4112239
Japan (Else),Oregon (US),Seed,1,311111
Japan (Else),United Kingdom (EU),Seed,1,311111
New York (US),Oregon (US),Seed,5,1599566
Oregon (US),United Kingdom (EU),Seed,1,311111
Czech Republic (EU),New York (US),Seed,1,800000
Czech Republic (EU),Switzerland (EU),Seed,1,800000
New York (US),Switzerland (EU),Seed,1,800000
Ireland (EU),Ireland (EU),Series A,1,978993
Ireland (EU),Ireland (EU),Series B,1,9263295
Ireland (EU),Ireland (EU),Series Unknown,10,14506189
Belgium (EU),Ireland (EU),Series Unknown,1,9511771
Belgium (EU),United Kingdom (EU),Series Unknown,1,9511771
Ireland (EU),United Kingdom (EU),Series Unknown,2,17570568
Canada (Else),Nevada (US),Angel,2,197159
