from,to,round,deals,value
South Korea (Else),Washington (US),Series D,1,5350000
California (US),California (US),Series D,55,837904213
Canada (Else),Massachusetts (US),Series Unknown,7,42659191
Canada (Else),United Kingdom (EU),Series Unknown,3,12738846
Massachusetts (US),United Kingdom (EU),Series Unknown,4,206337182
Massachusetts (US),Massachusetts (US),Series Unknown,16,122983333
Canada (Else),Switzerland (EU),Series Unknown,1,5608750
Canada (Else),Canada (Else),Series Unknown,8,98035562
Canada (Else),France (EU),Series Unknown,2,6403846
France (EU),Massachusetts (US),Series Unknown,3,25053846
California (US),Canada (Else),Series Unknown,5,19971282
Canada (Else),New York (US),Series Unknown,9,57765004
California (US),Denmark (EU),Series Unknown,2,6953333
California (US),Italy (EU),Series Unknown,1,4800000
California (US),Sweden (EU),Series Unknown,4,16703333
California (US),Switzerland (EU),Series Unknown,1,4800000
Denmark (EU),Italy (EU),Series Unknown,1,4800000
Denmark (EU),Sweden (EU),Series Unknown,2,6953333
Denmark (EU),Switzerland (EU),Series Unknown,1,4800000
Italy (EU),Sweden (EU),Series Unknown,1,4800000
Italy (EU),Switzerland (EU),Series Unknown,2,10720000
Sweden (EU),Switzerland (EU),Series Unknown,1,4800000
California (US),Connecticut (US),Series Unknown,15,228754615
California (US),New York (US),Series Unknown,38,397026795
Connecticut (US),New York (US),Series Unknown,5,39131026
China (Else),China (Else),Angel,8,2899073
China (Else),Singapore (Else),Angel,1,383939
California (US),China (Else),Seed,1,10000000
China (Else),United Kingdom (EU),Series A,1,25038619
California (US),China (Else),Series A,9,120427084
California (US),Taiwan (Else),Series A,5,56233037
China (Else),Taiwan (Else),Series A,2,28824406
China (Else),Hong Kong (Else),Series A,6,78370166
China (Else),China (Else),Series A,6,19628773
Hong Kong (Else),Hong Kong (Else),Series A,2,21428571
California (US),Hong Kong (Else),Series A,4,39904762
China (Else),Massachusetts (US),Series A,1,7250000
Hong Kong (Else),Massachusetts (US),Series A,1,7250000
Hong Kong (Else),Taiwan (Else),Series A,1,7250000
Massachusetts (US),Taiwan (Else),Series A,2,9821429
China (Else),Pennsylvania (US),Series A,1,6000000
California (US),New York (US),Series A,40,303987429
China (Else),New York (US),Series A,1,11428571
Hong Kong (Else),New York (US),Series A,1,17142857
California (US),Israel (Else),Series A,7,44233333
Hong Kong (Else),Israel (Else),Series A,1,3333333
Malaysia (Else),Singapore (Else),Series A,1,100000
California (US),Connecticut (US),Series A,6,103238095
California (US),India (Else),Series A,5,19358333
California (US),Singapore (Else),Series A,5,30666667
China (Else),India (Else),Series A,2,4841667
China (Else),Singapore (Else),Series A,1,4250000
India (Else),Singapore (Else),Series A,1,4250000
California (US),Nigeria (Else),Series A,1,6666667
Nigeria (Else),Singapore (Else),Series A,1,6666667
California (US),Taiwan (Else),Series B,6,70510220
California (US),China (Else),Series B,8,69459359
California (US),Hong Kong (Else),Series B,3,26285000
California (US),Japan (Else),Series B,5,44451667
China (Else),Hong Kong (Else),Series B,4,28285000
China (Else),Japan (Else),Series B,1,4785000
Hong Kong (Else),Japan (Else),Series B,1,4785000
California (US),Massachusetts (US),Series B,71,922067881
China (Else),Massachusetts (US),Series B,1,12500000
Hong Kong (Else),Massachusetts (US),Series B,2,41666667
Hong Kong (Else),Hong Kong (Else),Series B,1,8333333
Massachusetts (US),Massachusetts (US),Series B,36,335304762
California (US),Michigan (US),Series B,6,66919048
China (Else),New York (US),Series B,1,6666667
China (Else),United Kingdom (EU),Series B,1,6666667
New York (US),United Kingdom (EU),Series B,6,91856667
Japan (Else),Massachusetts (US),Series B,3,21226667
Japan (Else),Sweden (EU),Series B,1,4226667
Massachusetts (US),Sweden (EU),Series B,3,69512381
China (Else),China (Else),Series B,3,9504869
California (US),Singapore (Else),Series B,5,42564286
China (Else),Singapore (Else),Series B,1,13333333
Japan (Else),Japan (Else),Series B,2,41188525
California (US),Singapore (Else),Series C,4,34941280
California (US),Texas (US),Series C,22,288908333
Singapore (Else),Texas (US),Series C,2,13333333
California (US),China (Else),Series C,5,64750000
California (US),California (US),Series C,116,1492779440
California (US),China (Else),Series D,1,15000000
California (US),Taiwan (Else),Series D,2,22500000
China (Else),Taiwan (Else),Series D,1,10000000
China (Else),China (Else),Series D,1,1821200
China (Else),New York (US),Series D,1,714200
California (US),Germany (EU),Series Unknown,4,34800000
California (US),Malaysia (Else),Series Unknown,1,15000000
Connecticut (US),Germany (EU),Series Unknown,1,10000000
Connecticut (US),Malaysia (Else),Series Unknown,1,10000000
Germany (EU),Malaysia (Else),Series Unknown,1,10000000
Germany (EU),New York (US),Series Unknown,4,33000000
Malaysia (Else),New York (US),Series Unknown,1,10000000
California (US),California (US),Series Unknown,86,932725788
California (US),China (Else),Series Unknown,4,64500000
California (US),Hong Kong (Else),Series Unknown,3,40500000
China (Else),Hong Kong (Else),Series Unknown,2,23500000
California (US),North Carolina (US),Series Unknown,5,85966667
China (Else),New York (US),Series Unknown,2,31000000
China (Else),North Carolina (US),Series Unknown,1,15000000
New York (US),North Carolina (US),Series Unknown,1,10000000
China (Else),China (Else),Series Unknown,2,15791248
China (Else),Singapore (Else),Series Unknown,1,1000000
California (US),South Korea (Else),Series Unknown,4,43928571
Denmark (EU),Switzerland (EU),Series A,2,9461842
Denmark (EU),Sweden (EU),Series B,3,23286690
Denmark (EU),Denmark (EU),Series B,1,8354460
California (US),Denmark (EU),Series C,1,11514830
California (US),Mississippi (US),Series C,4,59662558
California (US),New Jersey (US),Series C,10,115632926
Denmark (EU),Mississippi (US),Series C,1,11514830
Denmark (EU),New Jersey (US),Series C,1,11514830
Mississippi (US),New Jersey (US),Series C,1,11514830
California (US),Denmark (EU),Series D,1,17857143
California (US),Sweden (EU),Series D,1,10714286
California (US),The Netherlands (EU),Series D,1,10714286
Denmark (EU),Sweden (EU),Series D,1,14285714
Denmark (EU),The Netherlands (EU),Series D,1,14285714
Sweden (EU),The Netherlands (EU),Series D,1,7142857
Denmark (EU),Denmark (EU),Series D,1,10714286
Denmark (EU),Denmark (EU),Series Unknown,1,3530000
Finland (EU),Finland (EU),Seed,1,193000
Denmark (EU),United Kingdom (EU),Series Unknown,3,10763333
Finland (EU),Finland (EU),Series Unknown,5,9909798
France (EU),France (EU),Seed,1,3180000
France (EU),Japan (Else),Series A,1,10683333
France (EU),United Kingdom (EU),Series A,4,29547320
Japan (Else),United Kingdom (EU),Series A,2,6773333
France (EU),France (EU),Series A,16,87029040
Canada (Else),France (EU),Series A,1,6380000
France (EU),Massachusetts (US),Series A,1,9500000
France (EU),Russian Federation (Else),Series A,1,6353119
Australia (Else),Canada (Else),Series A,1,50000000
California (US),France (EU),Series A,5,43280186
California (US),France (EU),Series B,8,106323365
California (US),Germany (EU),Series B,13,134375514
California (US),Mississippi (US),Series B,2,36785714
California (US),New York (US),Series B,46,514889048
California (US),Sweden (EU),Series B,4,89571429
France (EU),Germany (EU),Series B,2,30285714
France (EU),Michigan (US),Series B,1,15285714
France (EU),Mississippi (US),Series B,1,15285714
France (EU),New York (US),Series B,2,28619048
France (EU),Sweden (EU),Series B,2,21040714
Germany (EU),Michigan (US),Series B,1,15285714
Germany (EU),Mississippi (US),Series B,1,15285714
Germany (EU),New York (US),Series B,5,72295929
Germany (EU),Sweden (EU),Series B,1,15285714
Michigan (US),Mississippi (US),Series B,1,15285714
Michigan (US),New York (US),Series B,2,21119048
Michigan (US),Sweden (EU),Series B,1,15285714
Mississippi (US),New York (US),Series B,1,15285714
Mississippi (US),Sweden (EU),Series B,1,15285714
New York (US),Sweden (EU),Series B,4,73571429
France (EU),France (EU),Series B,11,100066990
Canada (Else),France (EU),Series B,1,30700000
Canada (Else),France (EU),Series C,1,16298278
Canada (Else),Germany (EU),Series C,1,8149139
France (EU),Germany (EU),Series C,3,27674586
France (EU),Greece (EU),Series C,1,5642972
France (EU),United Kingdom (EU),Series D,1,3640000
France (EU),Russian Federation (Else),Series D,1,13960000
France (EU),France (EU),Series Unknown,9,44867663
France (EU),United Kingdom (EU),Series Unknown,5,46449294
California (US),Massachusetts (US),Series Unknown,32,358448187
California (US),Germany (EU),Angel,2,1899625
California (US),New York (US),Angel,3,2524114
California (US),Spain (EU),Angel,2,1924114
Germany (EU),New York (US),Angel,1,590781
Germany (EU),Spain (EU),Angel,1,590781
New York (US),Spain (EU),Angel,2,924114
Germany (EU),Germany (EU),Seed,1,834000
France (EU),Germany (EU),Seed,1,2700000
California (US),Massachusetts (US),Series A,37,331429453
Germany (EU),Massachusetts (US),Series A,3,16550000
Germany (EU),Germany (EU),Series A,6,10493002
Germany (EU),Italy (EU),Series A,1,5150000
Germany (EU),Switzerland (EU),Series A,1,4925012
Germany (EU),The Netherlands (EU),Series A,1,3283342
Germany (EU),United Kingdom (EU),Series A,2,17683342
Switzerland (EU),The Netherlands (EU),Series A,1,4925012
Switzerland (EU),United Kingdom (EU),Series A,2,8258346
The Netherlands (EU),United Kingdom (EU),Series A,1,3283342
Switzerland (EU),Switzerland (EU),Series A,2,8433342
Germany (EU),Texas (US),Series A,1,3574624
Germany (EU),Massachusetts (US),Series B,6,50901859
Germany (EU),The Netherlands (EU),Series B,1,5112000
Massachusetts (US),The Netherlands (EU),Series B,1,3834000
Germany (EU),Germany (EU),Series B,7,34865678
The Netherlands (EU),The Netherlands (EU),Series B,1,2556000
Germany (EU),United Kingdom (EU),Series C,5,43760798
Germany (EU),Germany (EU),Series C,5,41650470
Germany (EU),Massachusetts (US),Series C,4,33967947
Germany (EU),Switzerland (EU),Series C,6,81570451
Massachusetts (US),Switzerland (EU),Series C,5,48763513
Switzerland (EU),Switzerland (EU),Series C,4,42991499
California (US),Germany (EU),Series C,7,92552151
California (US),South Korea (Else),Series C,3,24600000
Germany (EU),South Korea (Else),Series C,1,8100000
Germany (EU),United Kingdom (EU),Series D,4,31375165
Germany (EU),Germany (EU),Series D,3,24883810
France (EU),Germany (EU),Series Unknown,1,2560000
France (EU),Mississippi (US),Series Unknown,1,13600000
France (EU),Singapore (Else),Series Unknown,1,13600000
Massachusetts (US),Mississippi (US),Series Unknown,2,49400000
Massachusetts (US),Singapore (Else),Series Unknown,1,20400000
Mississippi (US),Singapore (Else),Series Unknown,1,13600000
Belgium (EU),Bermuda (Else),Series Unknown,1,14000000
Belgium (EU),California (US),Series Unknown,1,14000000
Belgium (EU),Germany (EU),Series Unknown,1,18666667
Bermuda (Else),California (US),Series Unknown,1,9333333
Bermuda (Else),Germany (EU),Series Unknown,1,14000000
Israel (Else),New York (US),Series A,2,13000000
Israel (Else),Israel (Else),Series A,10,50279167
Hong Kong (Else),Massachusetts (US),Series Unknown,1,10000000
India (Else),India (Else),Series A,1,3333333
California (US),India (Else),Series B,3,31416667
California (US),Mauritius (Else),Series B,1,9750000
India (Else),Mauritius (Else),Series B,1,6500000
California (US),Massachusetts (US),Series D,21,417786071
Massachusetts (US),Massachusetts (US),Series D,9,99514286
California (US),Minnesota (US),Series Unknown,4,30200000
California (US),Singapore (Else),Series Unknown,1,6600000
Minnesota (US),Singapore (Else),Series Unknown,1,6600000
Minnesota (US),Minnesota (US),Series Unknown,2,7300000
California (US),United Kingdom (EU),Series Unknown,12,90591520
California (US),India (Else),Series Unknown,2,17500000
India (Else),India (Else),Series Unknown,2,13000000
California (US),Ireland (EU),Series A,1,5500000
Illinois (US),Kentucky (US),Series B,1,16940000
California (US),Connecticut (US),Series E,3,48857143
California (US),South Korea (Else),Series E,2,35150000
Connecticut (US),South Korea (Else),Series E,1,20000000
California (US),California (US),Series E,21,212644429
California (US),Ireland (EU),Series Unknown,1,726400
California (US),Nigeria (Else),Series Unknown,1,363200
Ireland (EU),Nigeria (Else),Series Unknown,1,726400
Ireland (EU),Ireland (EU),Series Unknown,1,544800
California (US),Florida (US),Angel,1,700000
California (US),California (US),Angel,10,7150000
Israel (Else),Israel (Else),Seed,1,400000
Germany (EU),Israel (Else),Series A,3,12833333
Illinois (US),Israel (Else),Series A,1,2700000
Israel (Else),West Virginia (US),Series A,2,12400000
Israel (Else),Singapore (Else),Series A,3,16083333
California (US),Israel (Else),Series B,14,107135238
California (US),United Kingdom (EU),Series B,22,300259342
Israel (Else),United Kingdom (EU),Series B,2,14250000
United Kingdom (EU),United Kingdom (EU),Series B,10,61998742
Israel (Else),Massachusetts (US),Series B,5,53450000
Israel (Else),Oklahoma (US),Series B,1,11200000
Massachusetts (US),Oklahoma (US),Series B,1,5600000
Israel (Else),Israel (Else),Series B,11,76539762
California (US),Illinois (US),Series B,10,118505952
Germany (EU),Illinois (US),Series B,1,2714286
Germany (EU),Israel (Else),Series B,3,26678571
Germany (EU),Singapore (Else),Series B,2,5485714
Illinois (US),Israel (Else),Series B,1,5428571
Illinois (US),Singapore (Else),Series B,1,2714286
Israel (Else),Singapore (Else),Series B,1,5428571
California (US),West Virginia (US),Series B,2,13500000
Israel (Else),West Virginia (US),Series B,1,5250000
California (US),Israel (Else),Series C,6,54778571
California (US),Japan (Else),Series C,7,115825310
California (US),United Kingdom (EU),Series C,13,177866456
Israel (Else),Japan (Else),Series C,2,17428571
Israel (Else),United Kingdom (EU),Series C,3,38000000
Japan (Else),United Kingdom (EU),Series C,2,24400000
California (US),Oklahoma (US),Series C,1,5142857
Canada (Else),Israel (Else),Series C,1,12857143
Canada (Else),Oklahoma (US),Series C,1,5142857
Israel (Else),Oklahoma (US),Series C,1,12857143
Israel (Else),Israel (Else),Series C,4,28571429
Israel (Else),Israel (Else),Series D,6,35094286
France (EU),Israel (Else),Series E,1,5500000
Israel (Else),Israel (Else),Series E,2,8066667
Israel (Else),Singapore (Else),Series F,1,2500000
California (US),France (EU),Series Unknown,6,38504615
California (US),Israel (Else),Series Unknown,6,30350000
California (US),West Virginia (US),Series Unknown,2,6866667
France (EU),Israel (Else),Series Unknown,1,5000000
France (EU),West Virginia (US),Series Unknown,1,3333333
Israel (Else),West Virginia (US),Series Unknown,2,6866667
Israel (Else),Israel (Else),Series Unknown,13,87627356
Israel (Else),United Kingdom (EU),Series Unknown,2,14200000
Canada (Else),Israel (Else),Series Unknown,1,7575861
Canada (Else),New Jersey (US),Series Unknown,1,3030344
Canada (Else),Oklahoma (US),Series Unknown,1,3030344
Canada (Else),South Korea (Else),Series Unknown,2,7530344
Israel (Else),Massachusetts (US),Series Unknown,3,29242528
Israel (Else),New Jersey (US),Series Unknown,1,7575861
Israel (Else),Oklahoma (US),Series Unknown,1,7575861
Israel (Else),South Korea (Else),Series Unknown,1,7575861
Massachusetts (US),New Jersey (US),Series Unknown,4,31903202
Massachusetts (US),Oklahoma (US),Series Unknown,1,3030344
Massachusetts (US),South Korea (Else),Series Unknown,2,7530344
New Jersey (US),Oklahoma (US),Series Unknown,1,3030344
New Jersey (US),South Korea (Else),Series Unknown,1,3030344
Oklahoma (US),South Korea (Else),Series Unknown,1,3030344
Israel (Else),Texas (US),Series Unknown,1,8000000
California (US),Ohio (US),Series Unknown,4,47985000
Israel (Else),Ohio (US),Series Unknown,1,900000
Israel (Else),Japan (Else),Series Unknown,1,4800000
Italy (EU),Massachusetts (US),Series A,1,1780000
Italy (EU),Italy (EU),Series A,1,1186667
New York (US),New York (US),Series A,12,55518333
California (US),Switzerland (EU),Series C,8,144256875
Switzerland (EU),United Kingdom (EU),Series C,6,65592855
Japan (Else),Japan (Else),Angel,2,230722
Japan (Else),Japan (Else),Corporate Round,3,13476312
California (US),Japan (Else),Seed,1,1600000
Japan (Else),Japan (Else),Seed,3,3565261
Japan (Else),Japan (Else),Series Unknown,6,17144712
Japan (Else),New York (US),Series Unknown,2,8485668
California (US),Japan (Else),Series Unknown,4,29065579
Japan (Else),Singapore (Else),Series Unknown,1,1961052
Massachusetts (US),New Zealand (Else),Series Unknown,1,666667
Massachusetts (US),Pakistan (Else),Series Unknown,1,666667
New Zealand (Else),Pakistan (Else),Series Unknown,1,666667
France (EU),Italy (EU),Series Unknown,1,2960000
France (EU),Minnesota (US),Series Unknown,1,2960000
France (EU),Switzerland (EU),Series Unknown,1,5920000
Italy (EU),Minnesota (US),Series Unknown,1,2960000
Minnesota (US),Switzerland (EU),Series Unknown,1,5920000
Switzerland (EU),Switzerland (EU),Series Unknown,1,4440000
Massachusetts (US),Norway (EU),Series Unknown,1,3500000
New York (US),Portugal (EU),Series A,1,10295929
France (EU),Switzerland (EU),Series C,2,24479653
California (US),Luxembourg (EU),Series A,2,24700000
Maryland (US),North Carolina (US),Series A,3,6880000
California (US),United Kingdom (EU),Series A,11,84621667
Colorado (US),Spain (EU),Series A,1,6280000
Luxembourg (EU),Spain (EU),Series B,1,3097095
France (EU),Spain (EU),Series B,1,14954848
Mississippi (US),Spain (EU),Series Unknown,1,357000
Spain (EU),Spain (EU),Series Unknown,2,1584667
Spain (EU),United Kingdom (EU),Series Unknown,1,2020000
Norway (EU),Sweden (EU),Series A,1,4575000
Norway (EU),United Kingdom (EU),Series A,1,3050000
Sweden (EU),United Kingdom (EU),Series A,1,4575000
Sweden (EU),Sweden (EU),Series A,2,3615000
Norway (EU),Norway (EU),Series A,2,10225248
Denmark (EU),France (EU),Series B,1,5755000
Denmark (EU),Norway (EU),Series B,1,5755000
France (EU),Norway (EU),Series B,1,5755000
Norway (EU),Sweden (EU),Series B,1,5755000
Luxembourg (EU),Norway (EU),Series Unknown,1,8514907
Luxembourg (EU),Sweden (EU),Series Unknown,1,11353210
Luxembourg (EU),United Kingdom (EU),Series Unknown,1,5676605
Norway (EU),Sweden (EU),Series Unknown,2,16123896
Norway (EU),United Kingdom (EU),Series Unknown,2,11848241
Sweden (EU),United Kingdom (EU),Series Unknown,2,24686543
Norway (EU),Norway (EU),Series Unknown,3,14604861
Sweden (EU),Sweden (EU),Series Unknown,3,11786907
Finland (EU),Sweden (EU),Series Unknown,1,2590000
Finland (EU),Israel (Else),Series Unknown,1,5700000
California (US),Switzerland (EU),Series A,4,41725000
India (Else),Switzerland (EU),Series A,1,7725000
Germany (EU),United Kingdom (EU),Series B,4,36763014
Switzerland (EU),Switzerland (EU),Series B,2,73333333
Massachusetts (US),Switzerland (EU),Series B,4,90000000
Belgium (EU),Denmark (EU),Series C,1,5440519
Belgium (EU),Michigan (US),Series C,1,5440519
Belgium (EU),Norway (EU),Series C,1,5440519
Belgium (EU),Switzerland (EU),Series C,2,11340519
Denmark (EU),Michigan (US),Series C,1,5440519
Denmark (EU),New York (US),Series C,1,5440519
Denmark (EU),Norway (EU),Series C,1,5440519
Denmark (EU),Switzerland (EU),Series C,1,5440519
Denmark (EU),United Kingdom (EU),Series C,1,5440519
Michigan (US),New York (US),Series C,1,5440519
Michigan (US),Norway (EU),Series C,1,5440519
Michigan (US),Switzerland (EU),Series C,1,5440519
Michigan (US),United Kingdom (EU),Series C,1,5440519
New York (US),Norway (EU),Series C,1,5440519
New York (US),Switzerland (EU),Series C,6,52742900
New York (US),United Kingdom (EU),Series C,4,45269090
Norway (EU),Switzerland (EU),Series C,1,5440519
Norway (EU),United Kingdom (EU),Series C,1,5440519
California (US),France (EU),Series C,1,7922233
France (EU),Singapore (Else),Series C,1,7922233
Germany (EU),Singapore (Else),Series C,1,7922233
Massachusetts (US),Singapore (Else),Series C,2,21207947
Singapore (Else),Switzerland (EU),Series C,1,15844466
California (US),Germany (EU),Series D,6,87392982
California (US),United Kingdom (EU),Series D,6,79480220
Germany (EU),Massachusetts (US),Series D,3,25142857
Massachusetts (US),United Kingdom (EU),Series D,1,6571429
Singapore (Else),Taiwan (Else),Series B,1,10000000
Taiwan (Else),Taiwan (Else),Series B,2,9097436
California (US),Texas (US),Series A,17,155712000
Belgium (EU),New Jersey (US),Series A,1,10631921
Belgium (EU),United Kingdom (EU),Series A,2,18631921
New Jersey (US),United Kingdom (EU),Series A,1,10631921
California (US),The Netherlands (EU),Series B,1,10411699
France (EU),The Netherlands (EU),Series B,1,10411699
Belgium (EU),Illinois (US),Series Unknown,1,5555000
Belgium (EU),United Kingdom (EU),Series Unknown,1,8332500
Illinois (US),United Kingdom (EU),Series Unknown,2,10167500
United Kingdom (EU),United Kingdom (EU),Series Unknown,30,84941887
United Kingdom (EU),United Kingdom (EU),Seed,1,3500000
The Netherlands (EU),United Kingdom (EU),Seed,1,1216185
United Kingdom (EU),United Kingdom (EU),Series A,8,35373194
California (US),Virginia (US),Series A,6,36570000
Massachusetts (US),Virginia (US),Series A,1,3750000
Massachusetts (US),Massachusetts (US),Series A,20,95749000
Australia (Else),Luxembourg (EU),Series A,1,3142857
Australia (Else),United Kingdom (EU),Series A,1,9428571
Luxembourg (EU),United Kingdom (EU),Series A,1,9428571
Denmark (EU),United Kingdom (EU),Series A,1,18960581
Malaysia (Else),United Kingdom (EU),Series A,1,4280000
Massachusetts (US),United Kingdom (EU),Series A,5,44562808
California (US),Malaysia (Else),Series A,1,10709975
France (EU),Malaysia (Else),Series A,1,7139984
Belgium (EU),Canada (Else),Series A,1,8000000
Norway (EU),Texas (US),Series A,1,1300000
Wisconsin (US),Wisconsin (US),Series A,2,7900000
Colorado (US),Sweden (EU),Series A,1,20000000
California (US),Japan (Else),Series A,5,23116667
California (US),Ireland (EU),Series B,1,2400000
California (US),Pennsylvania (US),Series B,8,75302381
Ireland (EU),Pennsylvania (US),Series B,1,2400000
Ireland (EU),United Kingdom (EU),Series B,1,2400000
Pennsylvania (US),United Kingdom (EU),Series B,2,9900000
Michigan (US),United Kingdom (EU),Series B,1,5320000
Italy (EU),Massachusetts (US),Series C,1,5951196
Italy (EU),United Kingdom (EU),Series C,1,11902393
United Kingdom (EU),United Kingdom (EU),Series C,4,44966795
California (US),District of Columbia (US),Series D,4,35410000
California (US),Finland (EU),Series D,1,2410000
California (US),Texas (US),Series D,8,132377958
District of Columbia (US),Finland (EU),Series D,1,2410000
District of Columbia (US),Texas (US),Series D,1,2410000
Finland (EU),Texas (US),Series D,1,2410000
United Kingdom (EU),United Kingdom (EU),Series D,1,12960000
California (US),Illinois (US),Series Unknown,19,1090040000
California (US),Luxembourg (EU),Series Unknown,1,3720000
California (US),Tennessee (US),Series Unknown,2,4520000
California (US),Texas (US),Series Unknown,8,67135000
Illinois (US),Luxembourg (EU),Series Unknown,1,2480000
Illinois (US),New York (US),Series Unknown,9,88718333
Illinois (US),Tennessee (US),Series Unknown,2,11013333
Illinois (US),Texas (US),Series Unknown,1,2480000
Luxembourg (EU),New York (US),Series Unknown,1,12400000
Luxembourg (EU),Tennessee (US),Series Unknown,1,2480000
Luxembourg (EU),Texas (US),Series Unknown,1,2480000
New York (US),Tennessee (US),Series Unknown,3,19866667
New York (US),Texas (US),Series Unknown,4,25080000
Tennessee (US),Texas (US),Series Unknown,1,2480000
New York (US),New York (US),Series Unknown,11,85019658
Ireland (EU),United Kingdom (EU),Series Unknown,1,343000
Georgia (US),New York (US),Series Unknown,1,731145
Georgia (US),United Kingdom (EU),Series Unknown,1,1827862
New York (US),United Kingdom (EU),Series Unknown,9,48080555
Pennsylvania (US),United Kingdom (EU),Series Unknown,1,467000
Norway (EU),Texas (US),Series Unknown,1,11460000
Massachusetts (US),Wisconsin (US),Series Unknown,1,183558336
United Kingdom (EU),Wisconsin (US),Series Unknown,1,183558336
Slovakia (Slovak Republic) (EU),United Kingdom (EU),Series Unknown,1,1267557
United Arab Emirates (Else),United Kingdom (EU),Series Unknown,1,3943826
Michigan (US),United Kingdom (EU),Series Unknown,1,5430000
California (US),Colorado (US),Angel,1,777778
California (US),Puerto Rico (Else),Angel,1,777778
California (US),United States (US),Angel,1,777778
Colorado (US),Puerto Rico (Else),Angel,1,222222
Colorado (US),United States (US),Angel,1,222222
Puerto Rico (Else),United States (US),Angel,1,222222
District of Columbia (US),United States (US),Angel,1,250000
California (US),Washington (US),Angel,1,175000
California (US),Illinois (US),Angel,1,10000
California (US),Pennsylvania (US),Angel,1,600000
New York (US),Pennsylvania (US),Angel,1,300000
