from,to,round,deals,value
Canada (Else),North Carolina (US),Series Unknown,2,25833333
Canada (Else),Sweden (EU),Series Unknown,1,11550000
Canada (Else),Switzerland (EU),Series Unknown,1,11550000
Sweden (EU),Switzerland (EU),Series Unknown,1,11550000
Sweden (EU),United Kingdom (EU),Series Unknown,4,36594872
Switzerland (EU),United Kingdom (EU),Series Unknown,3,29050000
Canada (Else),New York (US),Series Unknown,6,19015152
New York (US),New York (US),Series Unknown,16,189035903
Arizona (US),Canada (Else),Series Unknown,1,3100000
Canada (Else),District of Columbia (US),Series Unknown,1,2500000
Canada (Else),Taiwan (Else),Series Unknown,2,15000000
China (Else),China (Else),Angel,12,5516584
China (Else),Hong Kong (Else),Angel,3,1210385
China (Else),China (Else),Seed,1,397615
Massachusetts (US),Massachusetts (US),Series A,30,190566911
California (US),China (Else),Series A,9,49623333
California (US),California (US),Series A,190,1152803798
China (Else),China (Else),Series A,8,76908176
China (Else),Hong Kong (Else),Series A,5,93331177
China (Else),South Korea (Else),Series A,1,68000000
Hong Kong (Else),South Korea (Else),Series A,1,34000000
Hong Kong (Else),Hong Kong (Else),Series A,1,665588
Hong Kong (Else),Massachusetts (US),Series A,1,4666667
Hong Kong (Else),Taiwan (Else),Series A,1,4666667
Massachusetts (US),Taiwan (Else),Series A,1,4666667
China (Else),Georgia (US),Series A,1,3533333
China (Else),Illinois (US),Series A,2,7866667
Georgia (US),Illinois (US),Series A,1,3533333
California (US),Texas (US),Series A,11,55954594
California (US),Hong Kong (Else),Series A,2,29000000
California (US),Israel (Else),Series A,14,271181667
Hong Kong (Else),Israel (Else),Series A,1,2000000
California (US),China (Else),Series B,16,240994912
California (US),Hong Kong (Else),Series B,6,98812500
California (US),Japan (Else),Series B,12,103445000
China (Else),Hong Kong (Else),Series B,4,41812500
China (Else),Japan (Else),Series B,3,22560000
Hong Kong (Else),Japan (Else),Series B,1,6666667
China (Else),China (Else),Series B,7,35014744
California (US),Taiwan (Else),Series B,8,96966667
China (Else),Taiwan (Else),Series B,4,48316666
China (Else),United Kingdom (EU),Series B,1,22500000
Taiwan (Else),United Kingdom (EU),Series B,2,30500000
Australia (Else),California (US),Series B,6,72891667
Australia (Else),China (Else),Series B,1,27000000
Australia (Else),New York (US),Series B,1,27000000
China (Else),New York (US),Series B,3,47714286
Canada (Else),Connecticut (US),Series B,1,10500000
Connecticut (US),New York (US),Series B,4,72825195
Connecticut (US),Virginia (US),Series B,1,10500000
China (Else),Singapore (Else),Series B,4,26638839
Japan (Else),Singapore (Else),Series B,2,8725000
Japan (Else),Japan (Else),Series B,1,4750000
Singapore (Else),Taiwan (Else),Series B,1,4100000
China (Else),Massachusetts (US),Series B,3,28212500
Hong Kong (Else),Hong Kong (Else),Series B,1,30000000
Israel (Else),Massachusetts (US),Series B,4,33200000
California (US),Malaysia (Else),Series B,3,31050000
Malaysia (Else),Singapore (Else),Series B,1,1800000
China (Else),Virginia (US),Series B,1,1551340
Singapore (Else),Virginia (US),Series B,1,1034227
California (US),Sweden (EU),Series B,2,14898214
China (Else),Sweden (EU),Series B,1,11812500
Hong Kong (Else),Massachusetts (US),Series B,1,7875000
Hong Kong (Else),Singapore (Else),Series B,1,7875000
Hong Kong (Else),Sweden (EU),Series B,2,17875000
Massachusetts (US),Singapore (Else),Series B,2,17875000
Massachusetts (US),Sweden (EU),Series B,3,33935000
Singapore (Else),Sweden (EU),Series B,2,10960714
China (Else),Taiwan (Else),Series C,3,50740000
California (US),China (Else),Series C,8,135125000
California (US),California (US),Series C,157,1958297248
California (US),Taiwan (Else),Series C,5,55300000
California (US),Hong Kong (Else),Series C,1,10000000
China (Else),Hong Kong (Else),Series C,1,15000000
China (Else),China (Else),Series C,3,64120000
California (US),China (Else),Series D,3,41283333
California (US),Hong Kong (Else),Series D,1,13333333
California (US),Texas (US),Series D,13,119288254
China (Else),Hong Kong (Else),Series D,1,8888889
China (Else),Texas (US),Series D,1,6666667
Hong Kong (Else),Texas (US),Series D,1,6666667
California (US),California (US),Series D,74,1111769715
China (Else),China (Else),Series D,1,4444444
Hong Kong (Else),Hong Kong (Else),Series D,1,4444444
California (US),Mexico (Else),Series D,1,4180000
Canada (Else),Mexico (Else),Series D,1,4180000
Massachusetts (US),Mexico (Else),Series D,1,4180000
China (Else),Taiwan (Else),Series G,1,26000000
China (Else),China (Else),Series G,1,17333333
California (US),China (Else),Series Unknown,3,9500000
China (Else),United Kingdom (EU),Series Unknown,1,10000000
China (Else),China (Else),Series Unknown,1,20000000
Denmark (EU),France (EU),Series C,4,39130643
Denmark (EU),Germany (EU),Series C,2,25247982
Denmark (EU),Massachusetts (US),Series C,2,14581315
Denmark (EU),The Netherlands (EU),Series C,1,14997310
France (EU),Germany (EU),Series C,5,85610517
France (EU),Massachusetts (US),Series C,3,28581315
France (EU),The Netherlands (EU),Series C,2,16663976
Germany (EU),Massachusetts (US),Series C,4,44831988
Germany (EU),The Netherlands (EU),Series C,2,12914649
Massachusetts (US),The Netherlands (EU),Series C,3,29255982
Denmark (EU),Denmark (EU),Series C,1,7498655
France (EU),France (EU),Series C,9,67957846
The Netherlands (EU),The Netherlands (EU),Series C,2,14165321
Denmark (EU),United Kingdom (EU),Series C,2,13105502
California (US),Denmark (EU),Series D,2,18000000
California (US),Mississippi (US),Series D,8,122507619
California (US),New Jersey (US),Series D,8,138058333
California (US),United Kingdom (EU),Series D,14,138193500
Denmark (EU),Massachusetts (US),Series D,1,7333333
Denmark (EU),Mississippi (US),Series D,2,11600000
Denmark (EU),New Jersey (US),Series D,2,11600000
Denmark (EU),United Kingdom (EU),Series D,1,7333333
Massachusetts (US),Mississippi (US),Series D,5,43626667
Massachusetts (US),New Jersey (US),Series D,6,68250000
Massachusetts (US),United Kingdom (EU),Series D,7,58416667
Mississippi (US),New Jersey (US),Series D,2,11600000
Mississippi (US),United Kingdom (EU),Series D,5,37785500
New Jersey (US),United Kingdom (EU),Series D,1,7333333
Sweden (EU),The Netherlands (EU),Series Unknown,2,11607888
The Netherlands (EU),United Kingdom (EU),Series Unknown,2,6959159
Denmark (EU),Finland (EU),Series Unknown,2,13386889
Denmark (EU),United Kingdom (EU),Series Unknown,3,28066667
Finland (EU),United Kingdom (EU),Series Unknown,1,6666667
Denmark (EU),Denmark (EU),Series Unknown,3,14890000
Denmark (EU),Germany (EU),Series Unknown,2,8765000
New York (US),Singapore (Else),Series A,1,6590941
Finland (EU),Sweden (EU),Series Unknown,1,8211832
Finland (EU),The Netherlands (EU),Series Unknown,1,8211832
Finland (EU),Finland (EU),Series Unknown,2,9954703
France (EU),Lithuania (EU),Pre Seed,1,989183
France (EU),France (EU),Pre Seed,1,659455
Belgium (EU),France (EU),Seed,1,1321739
France (EU),France (EU),Seed,5,9466316
France (EU),France (EU),Series A,23,92838582
Belgium (EU),Massachusetts (US),Series A,1,5891364
France (EU),Massachusetts (US),Series A,1,8837045
France (EU),United Kingdom (EU),Series A,4,35723634
France (EU),Russian Federation (Else),Series A,2,4540000
France (EU),Germany (EU),Series A,3,43295347
California (US),Spain (EU),Series A,1,3180000
Israel (Else),Spain (EU),Series A,1,3180000
Israel (Else),Israel (Else),Series A,9,34236667
France (EU),France (EU),Series B,15,94537578
California (US),Denmark (EU),Series B,4,86916667
California (US),Norway (EU),Series B,4,74438352
Denmark (EU),France (EU),Series B,1,14444444
Denmark (EU),Massachusetts (US),Series B,2,26444444
Denmark (EU),New York (US),Series B,1,14444444
Denmark (EU),Norway (EU),Series B,1,14444444
Denmark (EU),United Kingdom (EU),Series B,3,43907351
France (EU),Massachusetts (US),Series B,3,33444444
France (EU),New York (US),Series B,4,31534444
France (EU),Norway (EU),Series B,2,30549463
France (EU),United Kingdom (EU),Series B,5,89271686
Massachusetts (US),Norway (EU),Series B,2,21111111
Massachusetts (US),United Kingdom (EU),Series B,10,137994762
New York (US),Norway (EU),Series B,1,14444444
Norway (EU),United Kingdom (EU),Series B,2,37771686
United Kingdom (EU),United Kingdom (EU),Series B,20,238041471
Belgium (EU),The Netherlands (EU),Series B,1,10000000
Belgium (EU),United Kingdom (EU),Series B,1,15000000
France (EU),The Netherlands (EU),Series B,3,31866820
The Netherlands (EU),United Kingdom (EU),Series B,4,45831438
Belgium (EU),California (US),Series B,3,27938760
Belgium (EU),Israel (Else),Series B,1,4545455
Belgium (EU),Singapore (Else),Series B,1,4545455
Belgium (EU),Switzerland (EU),Series B,2,8547851
France (EU),Israel (Else),Series B,1,6818182
France (EU),Singapore (Else),Series B,1,6818182
France (EU),Switzerland (EU),Series B,3,35118412
Israel (Else),Switzerland (EU),Series B,1,4545455
Singapore (Else),Switzerland (EU),Series B,1,4545455
France (EU),Mississippi (US),Series B,1,6800000
California (US),New Jersey (US),Series B,9,95990476
France (EU),Minnesota (US),Series B,1,7000000
France (EU),Japan (Else),Series C,2,20476190
Germany (EU),Japan (Else),Series C,1,3333333
Japan (Else),The Netherlands (EU),Series C,1,3333333
Japan (Else),Japan (Else),Series C,3,31714286
California (US),France (EU),Series C,12,127197619
California (US),Kuwait (Else),Series C,1,9428571
France (EU),Kuwait (Else),Series C,1,15714286
France (EU),France (EU),Series D,3,14670000
Belgium (EU),California (US),Series D,6,89835231
Belgium (EU),France (EU),Series D,1,10240000
California (US),France (EU),Series D,6,45310000
Belgium (EU),Belgium (EU),Series D,2,28840000
California (US),France (EU),Series E,2,27350000
California (US),Germany (EU),Series E,6,46194048
California (US),Minnesota (US),Series E,1,8175000
California (US),Taiwan (Else),Series E,1,8175000
California (US),United Kingdom (EU),Series E,6,47625000
France (EU),Germany (EU),Series E,1,13625000
France (EU),Minnesota (US),Series E,1,13625000
France (EU),Taiwan (Else),Series E,1,13625000
France (EU),United Kingdom (EU),Series E,1,13625000
Germany (EU),Minnesota (US),Series E,1,5450000
Germany (EU),Taiwan (Else),Series E,1,5450000
Germany (EU),United Kingdom (EU),Series E,2,16700000
Minnesota (US),Taiwan (Else),Series E,1,5450000
Minnesota (US),United Kingdom (EU),Series E,1,5450000
Taiwan (Else),United Kingdom (EU),Series E,1,5450000
France (EU),France (EU),Series E,1,10900000
France (EU),Italy (EU),Series Unknown,1,11300000
France (EU),France (EU),Series Unknown,13,74758674
California (US),France (EU),Series Unknown,5,55817532
California (US),Minnesota (US),Series Unknown,5,55292857
California (US),Washington (US),Series Unknown,5,42550000
France (EU),Minnesota (US),Series Unknown,1,766667
France (EU),United Kingdom (EU),Series Unknown,5,78815778
France (EU),Washington (US),Series Unknown,1,766667
Minnesota (US),United Kingdom (EU),Series Unknown,1,766667
Minnesota (US),Washington (US),Series Unknown,2,17433333
United Kingdom (EU),Washington (US),Series Unknown,3,8100000
France (EU),Russian Federation (Else),Series Unknown,2,14796000
Russian Federation (Else),United Kingdom (EU),Series Unknown,3,49648000
Australia (Else),Canada (Else),Series Unknown,1,10200000
France (EU),New York (US),Series Unknown,3,23567532
France (EU),Switzerland (EU),Series Unknown,1,17914133
Canada (Else),France (EU),Series Unknown,2,4920909
Germany (EU),Missouri (US),Angel,1,643991
Germany (EU),Germany (EU),Angel,1,482993
Germany (EU),Germany (EU),Seed,4,3788100
California (US),Germany (EU),Seed,1,1315192
Germany (EU),United Kingdom (EU),Seed,1,136644
Germany (EU),Germany (EU),Series A,6,22186691
District of Columbia (US),Germany (EU),Series A,2,25056660
Germany (EU),United Kingdom (EU),Series A,4,55407844
Germany (EU),Kuwait (Else),Series B,1,29779315
Germany (EU),New York (US),Series B,7,115855982
Germany (EU),Switzerland (EU),Series B,5,83648073
Germany (EU),United Kingdom (EU),Series B,4,42045677
Kuwait (Else),New York (US),Series B,1,14889657
Kuwait (Else),Switzerland (EU),Series B,1,14889657
Kuwait (Else),United Kingdom (EU),Series B,2,21889657
New York (US),Switzerland (EU),Series B,4,39556324
Switzerland (EU),United Kingdom (EU),Series B,7,65777448
Germany (EU),Germany (EU),Series B,3,29240007
Germany (EU),The Netherlands (EU),Series B,1,16000000
New York (US),The Netherlands (EU),Series B,2,36545455
Switzerland (EU),The Netherlands (EU),Series B,2,38300231
California (US),Germany (EU),Series B,9,100169063
Germany (EU),Switzerland (EU),Series C,2,83340647
Germany (EU),Germany (EU),Series C,4,67627624
Switzerland (EU),Switzerland (EU),Series C,1,23741490
Denmark (EU),New York (US),Series C,1,5600000
Germany (EU),New York (US),Series C,4,50666667
France (EU),Switzerland (EU),Series C,1,21514601
Germany (EU),Germany (EU),Series D,1,1190000
Belgium (EU),Connecticut (US),Series D,2,58216667
Belgium (EU),Germany (EU),Series D,1,37500000
Belgium (EU),North Carolina (US),Series D,2,45716667
Belgium (EU),United Kingdom (EU),Series D,3,57652667
California (US),Connecticut (US),Series D,16,460772114
California (US),Germany (EU),Series D,4,40785714
California (US),North Carolina (US),Series D,7,113032143
Connecticut (US),Germany (EU),Series D,1,37500000
Connecticut (US),North Carolina (US),Series D,3,54973810
Connecticut (US),United Kingdom (EU),Series D,3,51383333
Germany (EU),North Carolina (US),Series D,1,25000000
Germany (EU),United Kingdom (EU),Series D,4,33220929
North Carolina (US),United Kingdom (EU),Series D,2,33216667
Connecticut (US),Connecticut (US),Series D,3,37800000
Germany (EU),Switzerland (EU),Series E,1,6789474
Germany (EU),Germany (EU),Series E,2,7758772
Germany (EU),United Kingdom (EU),Series Unknown,4,43285731
Germany (EU),The Netherlands (EU),Series Unknown,1,4020000
France (EU),Germany (EU),Series Unknown,1,12810731
Germany (EU),Switzerland (EU),Series Unknown,2,18540000
California (US),India (Else),Seed,2,5026667
California (US),Pennsylvania (US),Seed,4,3858333
India (Else),Pennsylvania (US),Seed,1,566667
California (US),India (Else),Series A,5,27200000
India (Else),Mauritius (Else),Series A,1,25000000
California (US),Mauritius (Else),Series A,1,6500000
Hong Kong (Else),India (Else),Series A,1,10000000
India (Else),India (Else),Series A,3,16733333
California (US),Mauritius (Else),Series B,2,19250000
Mauritius (Else),Singapore (Else),Series B,1,7500000
California (US),India (Else),Series B,3,47800000
California (US),New York (US),Series C,55,906890802
France (EU),New York (US),Series C,3,34257143
New York (US),New York (US),Series C,20,230763867
California (US),India (Else),Series C,4,31651667
California (US),Mauritius (Else),Series C,2,15480000
China (Else),India (Else),Series C,2,9750000
China (Else),Mauritius (Else),Series C,1,7500000
India (Else),Mauritius (Else),Series C,2,12820000
India (Else),India (Else),Series Unknown,5,34892945
Louisiana (US),Ohio (US),Series Unknown,1,5000000
India (Else),Singapore (Else),Series Unknown,1,69194101
India (Else),United Kingdom (EU),Series Unknown,2,72944101
Singapore (Else),United Kingdom (EU),Series Unknown,1,69194101
India (Else),New York (US),Series Unknown,2,28500000
California (US),India (Else),Series Unknown,4,54750000
California (US),United Arab Emirates (Else),Series Unknown,1,4000000
District of Columbia (US),India (Else),Series Unknown,1,16000000
District of Columbia (US),United Arab Emirates (Else),Series Unknown,1,4000000
India (Else),United Arab Emirates (Else),Series Unknown,1,16000000
California (US),Hong Kong (Else),Series Unknown,1,11000000
District of Columbia (US),Germany (EU),Series Unknown,1,8843915
Cayman Islands (Else),New York (US),Series Unknown,1,20000000
Sweden (EU),Sweden (EU),Series Unknown,3,22854530
Ireland (EU),United Kingdom (EU),Seed,1,608410
Ireland (EU),Ireland (EU),Seed,2,1106515
California (US),Ireland (EU),Seed,1,328798
France (EU),Ireland (EU),Seed,1,1051363
Ireland (EU),Ireland (EU),Series A,1,5584096
Ireland (EU),United Kingdom (EU),Series A,2,14579657
Ireland (EU),Washington (US),Series A,1,2449788
United Kingdom (EU),Washington (US),Series A,1,2449788
California (US),Ireland (EU),Series B,1,7000000
California (US),Kuwait (Else),Series B,1,7000000
Ireland (EU),Kuwait (Else),Series B,1,7000000
Ireland (EU),United Kingdom (EU),Series B,2,15500000
United Kingdom (EU),United Kingdom (EU),Series Unknown,27,146558309
Ireland (EU),Ireland (EU),Series Unknown,1,1612019
Denmark (EU),Sweden (EU),Series Unknown,2,15826752
Israel (Else),New York (US),Seed,1,6500000
New York (US),New York (US),Seed,3,5283333
Israel (Else),Pennsylvania (US),Series A,1,3500000
Israel (Else),Massachusetts (US),Series A,4,31950000
Israel (Else),Singapore (Else),Series A,2,11950000
Israel (Else),West Virginia (US),Series A,2,27000000
Israel (Else),Switzerland (EU),Series A,1,6000000
Israel (Else),Taiwan (Else),Series A,1,6000000
Switzerland (EU),Taiwan (Else),Series A,1,6000000
Belgium (EU),West Virginia (US),Series A,1,7000000
California (US),Virginia (US),Series A,5,35824000
California (US),West Virginia (US),Series A,1,7884000
Virginia (US),West Virginia (US),Series A,1,7884000
Israel (Else),Maryland (US),Series A,1,1500000
Israel (Else),Israel (Else),Series B,14,145719048
Illinois (US),Israel (Else),Series B,1,8400000
Illinois (US),United Kingdom (EU),Series B,1,5600000
Israel (Else),United Kingdom (EU),Series B,3,28600000
California (US),West Virginia (US),Series B,3,19485714
Israel (Else),Taiwan (Else),Series B,1,5600000
Israel (Else),West Virginia (US),Series B,3,18228571
Taiwan (Else),West Virginia (US),Series B,1,5600000
Israel (Else),South Africa (Else),Series B,1,9000000
Massachusetts (US),South Africa (Else),Series B,1,6000000
California (US),Germany (EU),Series C,10,68676190
California (US),Israel (Else),Series C,9,71665714
Germany (EU),Israel (Else),Series C,3,13952381
California (US),West Virginia (US),Series C,1,8000000
Israel (Else),West Virginia (US),Series C,1,16000000
Israel (Else),Israel (Else),Series C,4,26630952
California (US),Illinois (US),Series C,20,282714940
California (US),Singapore (Else),Series C,2,9642857
Germany (EU),Illinois (US),Series C,2,7142857
Germany (EU),Singapore (Else),Series C,1,2142857
Illinois (US),Israel (Else),Series C,2,8405714
Illinois (US),Singapore (Else),Series C,1,2142857
Israel (Else),Singapore (Else),Series C,1,4285714
California (US),Israel (Else),Series D,5,34033555
Germany (EU),Israel (Else),Series D,1,1178571
Israel (Else),United Kingdom (EU),Series D,3,12918024
Israel (Else),Israel (Else),Series D,3,13046539
United Kingdom (EU),United Kingdom (EU),Series D,2,7928571
Israel (Else),Israel (Else),Series Unknown,9,61602857
Israel (Else),New York (US),Series Unknown,4,57452381
Canada (Else),Israel (Else),Series Unknown,1,20000000
Israel (Else),Massachusetts (US),Series Unknown,5,38833333
California (US),Israel (Else),Series Unknown,7,63986508
California (US),Japan (Else),Series Unknown,4,23700260
California (US),New York (US),Series Unknown,22,361269298
Israel (Else),Japan (Else),Series Unknown,1,7714286
Israel (Else),Minnesota (US),Series Unknown,1,7714286
Japan (Else),Minnesota (US),Series Unknown,1,5142857
Japan (Else),New York (US),Series Unknown,2,9047619
Minnesota (US),New York (US),Series Unknown,4,59780952
Israel (Else),West Virginia (US),Series Unknown,1,7000000
Belgium (EU),Italy (EU),Series A,1,4208616
Japan (Else),Japan (Else),Corporate Round,1,818540
California (US),Japan (Else),Series A,4,46360000
Japan (Else),Japan (Else),Series A,1,3000000
Japan (Else),Massachusetts (US),Series A,3,33833333
Japan (Else),Japan (Else),Series Unknown,10,102002042
Japan (Else),Pennsylvania (US),Series Unknown,1,6246344
North Carolina (US),Switzerland (EU),Series A,2,19000000
California (US),Pennsylvania (US),Series B,8,99466667
California (US),United Arab Emirates (Else),Series B,1,30000000
Massachusetts (US),Pennsylvania (US),Series B,5,62441667
Massachusetts (US),United Arab Emirates (Else),Series B,1,30000000
Pennsylvania (US),United Arab Emirates (Else),Series B,1,30000000
Denmark (EU),Norway (EU),Series Unknown,1,1740000
Denmark (EU),The Netherlands (EU),Series Unknown,1,1740000
Norway (EU),The Netherlands (EU),Series Unknown,1,1740000
Norway (EU),Norway (EU),Series Unknown,3,21865385
Norway (EU),United Kingdom (EU),Series Unknown,1,12929201
Norway (EU),Sweden (EU),Series Unknown,2,14426017
Portugal (EU),Portugal (EU),Seed,1,1250000
Finland (EU),Greece (EU),Series A,1,1960000
Finland (EU),Romania (EU),Series A,1,1960000
Greece (EU),Romania (EU),Series A,1,1960000
Romania (EU),Romania (EU),Series Unknown,1,7000000
California (US),Russian Federation (Else),Series B,1,13500000
Germany (EU),Russian Federation (Else),Series B,1,9000000
Singapore (Else),Singapore (Else),Seed,2,350000
Australia (Else),California (US),Series A,1,10000000
Singapore (Else),Singapore (Else),Series A,1,1000000
Arizona (US),California (US),Series B,4,32298000
South Africa (Else),South Africa (Else),Series Unknown,1,5111793
California (US),South Korea (Else),Series A,1,4000000
Spain (EU),Switzerland (EU),Seed,1,2618819
Spain (EU),Spain (EU),Seed,4,2563114
Germany (EU),Spain (EU),Series B,1,5799543
Spain (EU),Switzerland (EU),Series B,2,28099774
Spain (EU),United Kingdom (EU),Series B,1,5799543
Spain (EU),Spain (EU),Series B,3,35366362
California (US),Minnesota (US),Series B,6,57493160
France (EU),Spain (EU),Series B,1,14866820
Spain (EU),The Netherlands (EU),Series B,1,14866820
Switzerland (EU),Switzerland (EU),Series B,1,14866820
Ireland (EU),Luxembourg (EU),Series Unknown,1,6910000
Ireland (EU),Massachusetts (US),Series Unknown,1,6910000
Ireland (EU),Spain (EU),Series Unknown,1,6910000
Luxembourg (EU),Massachusetts (US),Series Unknown,1,6910000
Luxembourg (EU),Spain (EU),Series Unknown,2,15910000
Massachusetts (US),Spain (EU),Series Unknown,1,6910000
Spain (EU),Spain (EU),Series Unknown,4,6023275
India (Else),Sweden (EU),Seed,1,1859645
Massachusetts (US),Sweden (EU),Series A,1,2200000
Maryland (US),Norway (EU),Series B,1,4000000
Maryland (US),Sweden (EU),Series B,1,4000000
Norway (EU),Sweden (EU),Series B,2,11100000
