from,to,round,deals,value
Canada (Else),United Kingdom (EU),Series C,4,62428571
Canada (Else),Canada (Else),Series C,5,68209524
California (US),Israel (Else),Series C,5,51650000
California (US),Singapore (Else),Series C,2,25685714
California (US),Texas (US),Series C,11,84454633
Canada (Else),Israel (Else),Series C,1,5500000
Canada (Else),Singapore (Else),Series C,1,5500000
Canada (Else),Texas (US),Series C,1,5500000
Israel (Else),Singapore (Else),Series C,2,29533333
Israel (Else),Texas (US),Series C,1,2200000
Singapore (Else),Texas (US),Series C,1,2200000
Canada (Else),New York (US),Series C,2,52833333
New York (US),United Kingdom (EU),Series C,3,41694799
Canada (Else),Washington (US),Series C,2,6200000
California (US),Canada (Else),Series D,4,39980000
Canada (Else),Canada (Else),Series D,1,9600000
Canada (Else),Canada (Else),Series Unknown,11,100518333
Australia (Else),Canada (Else),Series Unknown,2,19700000
Canada (Else),Honduras (Else),Series Unknown,1,57750000
Canada (Else),The Netherlands (EU),Series Unknown,1,57750000
Honduras (Else),The Netherlands (EU),Series Unknown,1,38500000
Canada (Else),Massachusetts (US),Series Unknown,1,700000
Canada (Else),New Jersey (US),Series Unknown,1,700000
Canada (Else),North Carolina (US),Series Unknown,1,700000
Massachusetts (US),New Jersey (US),Series Unknown,4,25200000
Massachusetts (US),North Carolina (US),Series Unknown,3,8660000
New Jersey (US),North Carolina (US),Series Unknown,1,700000
China (Else),China (Else),Angel,15,11298494
China (Else),Hong Kong (Else),Angel,1,439334
China (Else),Massachusetts (US),Angel,1,2000000
China (Else),China (Else),Corporate Round,1,5807824
China (Else),China (Else),Series A,10,46798102
California (US),China (Else),Series A,3,12680867
California (US),Malaysia (Else),Series A,1,4466667
China (Else),Malaysia (Else),Series A,1,4466667
China (Else),Massachusetts (US),Series A,2,17500000
China (Else),Hong Kong (Else),Series A,1,4000000
Canada (Else),Cayman Islands (Else),Series B,1,14000000
Canada (Else),China (Else),Series B,1,14000000
Cayman Islands (Else),China (Else),Series B,1,14000000
China (Else),China (Else),Series B,8,68644624
China (Else),Georgia (US),Series B,1,10824267
China (Else),Hong Kong (Else),Series B,4,56990933
Georgia (US),Hong Kong (Else),Series B,1,10824267
China (Else),Massachusetts (US),Series B,2,6333333
California (US),China (Else),Series B,7,58400000
California (US),Hong Kong (Else),Series B,5,77559616
China (Else),Singapore (Else),Series B,1,5000000
China (Else),China (Else),Series C,2,29392268
California (US),China (Else),Series C,2,12350000
California (US),California (US),Series C,99,1043258377
California (US),China (Else),Series D,2,12333333
California (US),Taiwan (Else),Series D,2,18833333
China (Else),Taiwan (Else),Series D,1,11333333
China (Else),China (Else),Series D,2,5058981
California (US),China (Else),Series E,2,56666667
California (US),California (US),Series E,27,432978687
China (Else),China (Else),Series Unknown,3,55780615
California (US),China (Else),Series Unknown,5,43176462
California (US),California (US),Series Unknown,85,819355478
Taiwan (Else),Taiwan (Else),Series Unknown,1,16000000
Hong Kong (Else),Massachusetts (US),Series Unknown,1,3000000
California (US),Massachusetts (US),Series Unknown,30,329800376
China (Else),Massachusetts (US),Series Unknown,1,18750000
California (US),California (US),Seed,48,39502385
California (US),Denmark (EU),Series Unknown,2,36000000
California (US),Mississippi (US),Series Unknown,2,15500000
California (US),New Jersey (US),Series Unknown,11,191566667
Denmark (EU),Massachusetts (US),Series Unknown,1,6000000
Denmark (EU),Mississippi (US),Series Unknown,1,6000000
Denmark (EU),New Jersey (US),Series Unknown,1,6000000
Massachusetts (US),Mississippi (US),Series Unknown,2,15500000
Mississippi (US),New Jersey (US),Series Unknown,2,15500000
Estonia (EU),Estonia (EU),Series A,1,676272
Finland (EU),Norway (EU),Series B,1,6500615
Finland (EU),Sweden (EU),Series Unknown,2,10873347
Finland (EU),United Kingdom (EU),Series Unknown,1,5246667
Sweden (EU),United Kingdom (EU),Series Unknown,1,5246667
Finland (EU),Finland (EU),Series Unknown,2,11870000
France (EU),France (EU),Angel,1,1394492
France (EU),France (EU),Seed,3,3894664
France (EU),United Kingdom (EU),Seed,4,9260018
New York (US),United Kingdom (EU),Seed,6,3518047
France (EU),Ireland (EU),Series A,1,16106408
France (EU),Lithuania (EU),Series A,1,862424
Luxembourg (EU),United Kingdom (EU),Series A,1,4200000
France (EU),Germany (EU),Series A,1,16000000
Denmark (EU),France (EU),Series B,1,7791651
California (US),France (EU),Series B,13,123786782
France (EU),New York (US),Series B,4,29587374
France (EU),France (EU),Series B,17,110239677
France (EU),United Kingdom (EU),Series B,7,48170305
Belgium (EU),France (EU),Series B,2,15605714
France (EU),Germany (EU),Series B,7,81150877
France (EU),Illinois (US),Series B,1,6040000
California (US),United Kingdom (EU),Series B,21,222502411
France (EU),Massachusetts (US),Series C,1,16666667
France (EU),United Kingdom (EU),Series C,2,32833333
Massachusetts (US),United Kingdom (EU),Series C,4,43856667
France (EU),France (EU),Series C,4,29471010
United Kingdom (EU),United Kingdom (EU),Series C,5,32038755
France (EU),France (EU),Series D,3,21465000
California (US),France (EU),Series D,5,39970238
California (US),Kuwait (Else),Series D,1,2725000
France (EU),Kuwait (Else),Series D,1,3633333
California (US),California (US),Series D,52,640875653
France (EU),France (EU),Series Unknown,8,39012742
Massachusetts (US),Switzerland (EU),Series Unknown,3,46500000
France (EU),Indiana (US),Series Unknown,1,908000
Delaware (US),Germany (EU),Seed,1,278898
Germany (EU),New York (US),Seed,1,2213792
Germany (EU),United Kingdom (EU),Seed,2,2813792
Germany (EU),Luxembourg (EU),Seed,1,599390
Germany (EU),Switzerland (EU),Seed,1,599390
Luxembourg (EU),Switzerland (EU),Seed,1,399593
Germany (EU),Germany (EU),Seed,4,4426968
Germany (EU),New Jersey (US),Seed,1,140960
Germany (EU),Switzerland (EU),Series A,1,20932748
Germany (EU),The Netherlands (EU),Series A,1,13955166
Switzerland (EU),The Netherlands (EU),Series A,2,29599415
Switzerland (EU),Switzerland (EU),Series A,3,42412308
Germany (EU),United Kingdom (EU),Series A,3,30225000
Germany (EU),Germany (EU),Series A,5,28989770
Germany (EU),United Kingdom (EU),Series B,5,69905781
Germany (EU),Germany (EU),Series B,4,71575737
France (EU),Switzerland (EU),Series B,6,109233863
France (EU),The Netherlands (EU),Series B,2,29692341
Germany (EU),Switzerland (EU),Series B,6,103430146
Germany (EU),The Netherlands (EU),Series B,1,33750000
Switzerland (EU),The Netherlands (EU),Series B,2,44538512
Switzerland (EU),Switzerland (EU),Series B,10,107601691
California (US),Florida (US),Series C,5,103500000
California (US),Massachusetts (US),Series C,37,470696667
Florida (US),Massachusetts (US),Series C,4,73800000
France (EU),Germany (EU),Series C,1,14865691
Germany (EU),Germany (EU),Series C,1,8494681
Germany (EU),Switzerland (EU),Series C,1,38078947
Germany (EU),The Netherlands (EU),Series C,1,38078947
Switzerland (EU),The Netherlands (EU),Series C,1,38078947
Germany (EU),United Kingdom (EU),Series E,2,23127416
Germany (EU),United Kingdom (EU),Series Unknown,8,56418959
California (US),Germany (EU),Series Unknown,10,77286322
California (US),Switzerland (EU),Series Unknown,4,46987500
Germany (EU),Switzerland (EU),Series Unknown,2,13171214
Germany (EU),The Netherlands (EU),Series Unknown,1,9683715
Switzerland (EU),The Netherlands (EU),Series Unknown,1,3873486
Florida (US),Maine (US),Series Unknown,1,9000000
Hong Kong (Else),Hong Kong (Else),Angel,1,25000
India (Else),India (Else),Pre Seed,1,250000
India (Else),India (Else),Seed,1,40000
India (Else),Texas (US),Series B,1,5860190
California (US),India (Else),Series B,2,20312942
India (Else),United Kingdom (EU),Series B,1,10000000
California (US),California (US),Series B,121,1077787259
India (Else),India (Else),Series B,1,4172686
California (US),India (Else),Series C,2,72666667
India (Else),United Kingdom (EU),Series C,1,12666667
California (US),Qatar (Else),Series Unknown,1,204771
District of Columbia (US),Washington (US),Series Unknown,3,5119231
India (Else),Oklahoma (US),Series Unknown,1,1292967
India (Else),India (Else),Series Unknown,4,30422902
California (US),District of Columbia (US),Series Unknown,8,54745662
California (US),Hong Kong (Else),Series Unknown,2,11400000
District of Columbia (US),Hong Kong (Else),Series Unknown,1,10000000
California (US),India (Else),Series Unknown,2,11250000
India (Else),Singapore (Else),Series Unknown,1,12700000
India (Else),United Kingdom (EU),Series Unknown,1,8250000
Ireland (EU),Ireland (EU),Angel,1,2168786
Ireland (EU),Ireland (EU),Seed,1,1747692
Ireland (EU),United Kingdom (EU),Series A,3,10364146
Ireland (EU),Ireland (EU),Series A,3,4771968
United Kingdom (EU),United Kingdom (EU),Series A,12,28575524
California (US),Ireland (EU),Series B,3,19525000
France (EU),Ireland (EU),Series B,1,4350000
Ireland (EU),New York (US),Series B,2,4550000
Ireland (EU),Switzerland (EU),Series B,1,3066667
Ireland (EU),United Kingdom (EU),Series B,4,33508251
New York (US),Switzerland (EU),Series B,3,17585714
New York (US),United Kingdom (EU),Series B,4,18534048
Switzerland (EU),United Kingdom (EU),Series B,6,69224742
Ireland (EU),Ireland (EU),Series B,1,1533333
Ireland (EU),Ireland (EU),Series Unknown,4,18565976
California (US),Ireland (EU),Series Unknown,1,16250000
Ireland (EU),United Kingdom (EU),Series Unknown,2,32583333
Israel (Else),Israel (Else),Angel,1,1500000
Florida (US),Israel (Else),Series A,2,1422667
Florida (US),New Jersey (US),Series A,1,278000
Israel (Else),New Jersey (US),Series A,1,556000
Israel (Else),Israel (Else),Series A,10,29067000
Arizona (US),Israel (Else),Series A,1,125000
Arizona (US),Massachusetts (US),Series A,2,4370000
Arizona (US),New York (US),Series A,2,621429
Arizona (US),Singapore (Else),Series A,1,50000
Israel (Else),Massachusetts (US),Series A,4,20775000
Israel (Else),New York (US),Series A,1,125000
Israel (Else),Singapore (Else),Series A,5,24850000
Massachusetts (US),New York (US),Series A,15,87653869
Massachusetts (US),Singapore (Else),Series A,2,8050000
New York (US),Singapore (Else),Series A,2,4050000
California (US),Israel (Else),Series A,4,21141667
California (US),Florida (US),Series A,4,15766667
Israel (Else),West Virginia (US),Series A,1,10800000
Singapore (Else),West Virginia (US),Series A,1,7200000
Germany (EU),Israel (Else),Series A,1,6000000
District of Columbia (US),New York (US),Series A,1,2000000
Israel (Else),Mexico (Else),Series B,1,11000000
Israel (Else),Israel (Else),Series B,9,58550000
California (US),Israel (Else),Series B,10,84200000
California (US),Canada (Else),Series B,6,57033333
California (US),Massachusetts (US),Series B,46,605487671
California (US),Singapore (Else),Series B,3,20366667
California (US),Virginia (US),Series B,7,70688114
California (US),West Virginia (US),Series B,1,11500000
Canada (Else),Massachusetts (US),Series B,2,10492495
Canada (Else),Virginia (US),Series B,1,4600000
Canada (Else),West Virginia (US),Series B,1,4600000
Israel (Else),Massachusetts (US),Series B,5,36100000
Israel (Else),Virginia (US),Series B,1,4600000
Israel (Else),West Virginia (US),Series B,2,10100000
Massachusetts (US),Singapore (Else),Series B,2,17350000
Massachusetts (US),Virginia (US),Series B,2,18983187
Massachusetts (US),West Virginia (US),Series B,1,4600000
Singapore (Else),Virginia (US),Series B,1,4600000
Singapore (Else),West Virginia (US),Series B,1,4600000
Virginia (US),West Virginia (US),Series B,1,4600000
California (US),New York (US),Series B,31,376703067
Israel (Else),South Africa (Else),Series B,1,7500000
Massachusetts (US),South Africa (Else),Series B,1,5000000
Belgium (EU),Israel (Else),Series B,1,8000000
Israel (Else),Israel (Else),Series C,5,56908333
Illinois (US),Israel (Else),Series C,1,27333333
Illinois (US),Pennsylvania (US),Series C,2,33666667
Illinois (US),Singapore (Else),Series C,1,13666667
Israel (Else),Pennsylvania (US),Series C,1,27333333
Pennsylvania (US),Singapore (Else),Series C,1,13666667
Australia (Else),California (US),Series D,1,12000000
Australia (Else),Israel (Else),Series D,1,12000000
Australia (Else),Washington (US),Series D,1,12000000
California (US),Israel (Else),Series D,3,27833333
California (US),Washington (US),Series D,8,101958333
Israel (Else),Washington (US),Series D,3,30166667
Germany (EU),Israel (Else),Series F,1,9250000
Germany (EU),Italy (EU),Series F,1,6166667
Germany (EU),Pennsylvania (US),Series F,1,6166667
Germany (EU),The Netherlands (EU),Series F,1,6166667
Israel (Else),Italy (EU),Series F,2,13450000
Israel (Else),Pennsylvania (US),Series F,1,9250000
Israel (Else),The Netherlands (EU),Series F,1,9250000
Italy (EU),Pennsylvania (US),Series F,1,6166667
Italy (EU),The Netherlands (EU),Series F,1,6166667
Pennsylvania (US),The Netherlands (EU),Series F,1,6166667
Israel (Else),Israel (Else),Series F,2,8966667
Israel (Else),Ohio (US),Series Unknown,1,10000000
Israel (Else),Israel (Else),Series Unknown,9,46369231
California (US),Israel (Else),Series Unknown,6,27945965
Illinois (US),Israel (Else),Series Unknown,1,8000000
Illinois (US),Massachusetts (US),Series Unknown,4,12666667
Israel (Else),Massachusetts (US),Series Unknown,4,29972888
Israel (Else),Singapore (Else),Series Unknown,2,10500000
Japan (Else),Japan (Else),Angel,2,572132
Japan (Else),Singapore (Else),Angel,1,234171
Japan (Else),Japan (Else),Seed,4,3382021
Japan (Else),Japan (Else),Series A,2,1916485
Japan (Else),Japan (Else),Series Unknown,13,124122509
Japan (Else),Pennsylvania (US),Series Unknown,2,33660190
Hong Kong (Else),New Zealand (Else),Seed,1,443774
Hong Kong (Else),United Kingdom (EU),Seed,1,295849
New Zealand (Else),United Kingdom (EU),Seed,1,443774
New Zealand (Else),New Zealand (Else),Seed,1,295849
New Zealand (Else),United Kingdom (EU),Series B,1,1670000
New Zealand (Else),New Zealand (Else),Series B,1,1252500
New Zealand (Else),Pakistan (Else),Series Unknown,1,10000000
Norway (EU),Norway (EU),Series A,1,4880000
Poland (EU),Poland (EU),Seed,1,100000
Portugal (EU),Portugal (EU),Series Unknown,2,4743814
California (US),Luxembourg (EU),Series B,1,8000000
California (US),New York (US),Series Unknown,30,476191096
California (US),Russian Federation (Else),Series Unknown,1,7333333
New York (US),Russian Federation (Else),Series Unknown,1,7333333
California (US),United Kingdom (EU),Angel,1,884958
Switzerland (EU),United Kingdom (EU),Angel,1,884958
United Kingdom (EU),United Kingdom (EU),Angel,4,2406223
Singapore (Else),United Kingdom (EU),Seed,1,4000000
Singapore (Else),Singapore (Else),Series B,1,1200000
California (US),Malaysia (Else),Angel,1,125000
California (US),California (US),Angel,6,2720355
California (US),South Korea (Else),Series A,1,2000000
New York (US),South Korea (Else),Series A,1,4500000
New York (US),Switzerland (EU),Series A,2,16714286
South Korea (Else),Switzerland (EU),Series A,1,4500000
South Korea (Else),South Korea (Else),Series A,2,6000000
California (US),South Korea (Else),Series Unknown,6,45667940
South Korea (Else),South Korea (Else),Series Unknown,3,8172601
Georgia (US),Spain (EU),Angel,1,368252
Spain (EU),Spain (EU),Angel,2,574730
Spain (EU),United Kingdom (EU),Seed,1,528154
Spain (EU),Spain (EU),Seed,5,1372981
Spain (EU),The Netherlands (EU),Seed,1,286588
Ohio (US),Spain (EU),Seed,1,696869
Luxembourg (EU),Spain (EU),Series A,1,2780000
Spain (EU),Spain (EU),Series A,1,500000
France (EU),Spain (EU),Series B,4,35178889
Spain (EU),United Kingdom (EU),Series B,1,3445000
Canada (Else),France (EU),Series B,2,13819048
Canada (Else),Spain (EU),Series B,2,13819048
Spain (EU),Switzerland (EU),Series B,2,39717083
Spain (EU),The Netherlands (EU),Series B,1,16192341
Luxembourg (EU),United Kingdom (EU),Series B,1,5380000
Germany (EU),New York (US),Series C,2,16935422
Germany (EU),Spain (EU),Series C,1,10028132
Germany (EU),United Kingdom (EU),Series C,1,10028132
New York (US),Spain (EU),Series C,1,10028132
Spain (EU),United Kingdom (EU),Series C,1,13370843
Spain (EU),Spain (EU),Series C,1,6685422
Spain (EU),Spain (EU),Series Unknown,1,3800000
Massachusetts (US),New York (US),Series Unknown,14,161112764
New York (US),Switzerland (EU),Series Unknown,2,34250000
New York (US),Sweden (EU),Angel,1,1714286
New York (US),United States (US),Angel,1,857143
Sweden (EU),United States (US),Angel,1,1428571
New York (US),New York (US),Angel,4,1294554
Sweden (EU),Sweden (EU),Angel,1,1142857
Sweden (EU),Sweden (EU),Pre Seed,1,240643
Massachusetts (US),Sweden (EU),Seed,1,72000
Sweden (EU),Sweden (EU),Seed,1,48000
California (US),Sweden (EU),Series A,1,4500000
Idaho (US),Sweden (EU),Series B,1,5333333
Idaho (US),United Kingdom (EU),Series B,1,5333333
Sweden (EU),United Kingdom (EU),Series B,3,35419017
United Kingdom (EU),United Kingdom (EU),Series B,9,67674973
California (US),Germany (EU),Series B,7,102669646
Germany (EU),Hong Kong (Else),Series B,1,37500000
Hong Kong (Else),Hong Kong (Else),Series B,1,25000000
Norway (EU),Sweden (EU),Series B,1,44236547
Norway (EU),Norway (EU),Series B,2,35117137
Sweden (EU),Sweden (EU),Series Unknown,3,21037286
Denmark (EU),France (EU),Series Unknown,1,4954286
Denmark (EU),Norway (EU),Series Unknown,1,9908571
Denmark (EU),Sweden (EU),Series Unknown,1,7431429
France (EU),Norway (EU),Series Unknown,1,9908571
France (EU),Sweden (EU),Series Unknown,1,7431429
Norway (EU),Sweden (EU),Series Unknown,1,12385714
Norway (EU),Norway (EU),Series Unknown,1,7431429
Belgium (EU),Sweden (EU),Series Unknown,1,26000000
Belgium (EU),Belgium (EU),Series Unknown,1,10400000
Switzerland (EU),United Kingdom (EU),Seed,2,1222500
Switzerland (EU),Switzerland (EU),Seed,2,697500
The Netherlands (EU),United Kingdom (EU),Series A,2,20109951
Sweden (EU),Switzerland (EU),Series A,1,5500000
California (US),Denmark (EU),Series B,2,37428571
California (US),Sweden (EU),Series B,1,12428571
California (US),Switzerland (EU),Series B,10,189791323
Denmark (EU),New York (US),Series B,1,8285714
Denmark (EU),Sweden (EU),Series B,1,8285714
Denmark (EU),Switzerland (EU),Series B,3,48285714
Denmark (EU),United Kingdom (EU),Series B,1,8285714
Sweden (EU),Switzerland (EU),Series B,2,15285714
California (US),New Jersey (US),Series B,5,81860687
New Jersey (US),Switzerland (EU),Series B,3,58186667
Belgium (EU),Canada (Else),Series B,1,10285714
Belgium (EU),Norway (EU),Series B,1,10285714
Belgium (EU),Switzerland (EU),Series B,1,15428571
Canada (Else),Norway (EU),Series B,1,10285714
Canada (Else),Switzerland (EU),Series B,1,15428571
France (EU),Norway (EU),Series B,2,17787189
Norway (EU),Spain (EU),Series B,1,10285714
Norway (EU),Switzerland (EU),Series B,1,15428571
Germany (EU),Massachusetts (US),Series Unknown,2,10722888
Massachusetts (US),United Kingdom (EU),Series Unknown,6,30655399
Massachusetts (US),Taiwan (Else),Series C,1,37000000
Taiwan (Else),Taiwan (Else),Series C,2,37475000
The Netherlands (EU),The Netherlands (EU),Angel,1,488072
France (EU),Massachusetts (US),Series B,2,19475533
Germany (EU),Massachusetts (US),Series B,3,36406731
Belgium (EU),Germany (EU),Series B,2,37200000
Belgium (EU),Illinois (US),Series B,1,11400000
Belgium (EU),United Kingdom (EU),Series B,2,28600000
Germany (EU),Illinois (US),Series B,1,7600000
Illinois (US),United Kingdom (EU),Series B,1,7600000
California (US),The Netherlands (EU),Series B,2,12960000
The Netherlands (EU),United Kingdom (EU),Series B,1,5960000
The Netherlands (EU),United Kingdom (EU),Series C,1,6960000
Germany (EU),The Netherlands (EU),Series E,1,23000000
The Netherlands (EU),The Netherlands (EU),Series E,1,17250000
California (US),The Netherlands (EU),Series Unknown,2,4615844
France (EU),The Netherlands (EU),Series Unknown,1,10000000
California (US),Poland (EU),Seed,1,250000
Germany (EU),Germany (EU),Angel,1,619830
Thailand (Else),United Kingdom (EU),Angel,1,400000
Hong Kong (Else),Spain (EU),Angel,1,447811
Hong Kong (Else),United Kingdom (EU),Angel,1,298540
Spain (EU),United Kingdom (EU),Angel,1,447811
Estonia (EU),Germany (EU),Angel,1,444945
Estonia (EU),North Carolina (US),Angel,1,444945
Estonia (EU),United Kingdom (EU),Angel,1,667418
Estonia (EU),Virginia (US),Angel,1,444945
Germany (EU),North Carolina (US),Angel,1,444945
Germany (EU),United Kingdom (EU),Angel,2,757418
Germany (EU),Virginia (US),Angel,1,444945
North Carolina (US),United Kingdom (EU),Angel,1,667418
North Carolina (US),Virginia (US),Angel,1,444945
United Kingdom (EU),Virginia (US),Angel,1,667418
United Kingdom (EU),United Kingdom (EU),Seed,10,13985990
France (EU),Greece (EU),Seed,1,194456
Greece (EU),United Kingdom (EU),Seed,1,486141
California (US),New York (US),Seed,23,19801566
California (US),United Kingdom (EU),Seed,5,1983598
California (US),Virginia (US),Seed,2,726098
New York (US),Virginia (US),Seed,4,1544299
United Kingdom (EU),Virginia (US),Seed,3,1364299
New York (US),New York (US),Seed,15,6584351
Finland (EU),United Kingdom (EU),Seed,1,1523565
District of Columbia (US),United Kingdom (EU),Seed,1,988284
Estonia (EU),New York (US),Series A,1,800000
Estonia (EU),United Kingdom (EU),Series A,1,1600000
New York (US),United Kingdom (EU),Series A,3,5246429
Connecticut (US),Texas (US),Series A,2,4095117
Connecticut (US),Washington (US),Series A,1,1595117
Texas (US),Washington (US),Series A,1,1595117
Massachusetts (US),United Kingdom (EU),Series A,4,75666122
Delaware (US),France (EU),Series A,1,2133333
Delaware (US),Michigan (US),Series A,1,2133333
France (EU),Michigan (US),Series A,1,2133333
Denmark (EU),Germany (EU),Series A,1,9900000
Germany (EU),Ireland (EU),Series A,1,10725000
Massachusetts (US),Switzerland (EU),Series A,3,50666667
Switzerland (EU),United Kingdom (EU),Series A,2,20208662
California (US),The Netherlands (EU),Series A,3,28440000
California (US),United Kingdom (EU),Series A,9,117457253
United Kingdom (EU),Virginia (US),Series A,2,1785714
Hong Kong (Else),United Kingdom (EU),Series B,2,16883333
California (US),Iceland (EU),Series B,1,5361595
France (EU),Iceland (EU),Series B,1,5361595
Iceland (EU),United Kingdom (EU),Series B,1,8042392
Colorado (US),Sweden (EU),Series B,1,6000000
California (US),Maryland (US),Series C,7,71540000
California (US),Switzerland (EU),Series C,4,28140000
Maryland (US),Massachusetts (US),Series C,4,39880000
Maryland (US),Switzerland (EU),Series C,2,20540000
Maryland (US),United Kingdom (EU),Series C,2,22350000
Massachusetts (US),Switzerland (EU),Series C,3,27880000
Switzerland (EU),United Kingdom (EU),Series C,1,13350000
Massachusetts (US),Massachusetts (US),Series C,24,165607429
United Kingdom (EU),United Kingdom (EU),Series D,2,17190000
Brazil (Else),California (US),Series D,1,6800000
Brazil (Else),Luxembourg (EU),Series D,1,6800000
Brazil (Else),Massachusetts (US),Series D,1,10200000
California (US),Luxembourg (EU),Series D,1,6800000
California (US),Massachusetts (US),Series D,22,242851190
Luxembourg (EU),Massachusetts (US),Series D,1,10200000
Massachusetts (US),Massachusetts (US),Series D,16,116505159
California (US),France (EU),Series E,2,10444444
California (US),Germany (EU),Series E,3,79444444
California (US),Massachusetts (US),Series E,5,44572511
California (US),South Korea (Else),Series E,1,4444444
California (US),Texas (US),Series E,2,35611111
California (US),United Kingdom (EU),Series E,3,51952381
France (EU),Germany (EU),Series E,1,4444444
France (EU),Massachusetts (US),Series E,1,6666667
France (EU),South Korea (Else),Series E,1,4444444
France (EU),Texas (US),Series E,1,4444444
France (EU),United Kingdom (EU),Series E,1,6666667
Germany (EU),Massachusetts (US),Series E,1,6666667
Germany (EU),South Korea (Else),Series E,1,4444444
Germany (EU),Texas (US),Series E,1,4444444
Massachusetts (US),South Korea (Else),Series E,1,6666667
Massachusetts (US),Texas (US),Series E,1,6666667
Massachusetts (US),United Kingdom (EU),Series E,2,13174603
South Korea (Else),Texas (US),Series E,1,4444444
South Korea (Else),United Kingdom (EU),Series E,1,6666667
Texas (US),United Kingdom (EU),Series E,1,6666667
Massachusetts (US),Massachusetts (US),Series E,5,68544444
United Kingdom (EU),United Kingdom (EU),Series E,1,4444444
New York (US),United Kingdom (EU),Series Unknown,4,26576655
California (US),Luxembourg (EU),Series Unknown,1,3750000
Germany (EU),Luxembourg (EU),Series Unknown,1,3750000
Luxembourg (EU),United Kingdom (EU),Series Unknown,1,3750000
California (US),Texas (US),Series Unknown,15,191530375
Georgia (US),United Kingdom (EU),Series Unknown,1,1458423
California (US),Kuwait (Else),Series Unknown,1,1615844
Kuwait (Else),Massachusetts (US),Series Unknown,1,1615844
Kuwait (Else),The Netherlands (EU),Series Unknown,1,1615844
Kuwait (Else),United Kingdom (EU),Series Unknown,1,1615844
Massachusetts (US),The Netherlands (EU),Series Unknown,1,1615844
The Netherlands (EU),United Kingdom (EU),Series Unknown,1,1615844
India (Else),New York (US),Series Unknown,1,13000000
Connecticut (US),Switzerland (EU),Series Unknown,1,3000000
Connecticut (US),United Kingdom (EU),Series Unknown,1,3000000
California (US),Washington (US),Angel,1,1200000
Maryland (US),Virginia (US),Angel,1,2000000
Florida (US),New York (US),Angel,2,1878333
Florida (US),Virginia (US),Angel,1,1333333
New York (US),Virginia (US),Angel,1,1333333
California (US),Massachusetts (US),Angel,3,1253542
California (US),New York (US),Angel,3,1638542
Massachusetts (US),New York (US),Angel,2,932917
Massachusetts (US),Massachusetts (US),Angel,2,254792
New York (US),Pennsylvania (US),Angel,1,875000
Illinois (US),New York (US),Angel,1,325000
Illinois (US),Illinois (US),Angel,1,243750
California (US),Connecticut (US),Angel,2,1333333
