from,to,round,deals,value
Brazil (Else),Brazil (Else),Series B,1,7500000
Massachusetts (US),New York (US),Series C,20,323376587
Massachusetts (US),Sweden (EU),Series C,3,63466667
New York (US),Sweden (EU),Series C,3,70000000
California (US),California (US),Series Unknown,157,1187861658
California (US),Germany (EU),Series Unknown,9,66964987
Brazil (Else),New York (US),Series Unknown,1,13000000
Brazil (Else),Brazil (Else),Series Unknown,1,8666667
Bulgaria (EU),California (US),Seed,1,389903
Canada (Else),Michigan (US),Angel,2,1274276
New Zealand (Else),New Zealand (Else),Angel,1,400000
Canada (Else),Canada (Else),Convertible Note,1,6000000
Canada (Else),Canada (Else),Debt Financing,1,1103555
Canada (Else),New York (US),Debt Financing,2,93000000
Canada (Else),Canada (Else),Grant,2,855000
Canada (Else),Massachusetts (US),Post IPO Debt,1,10000000
Canada (Else),Canada (Else),Post IPO Debt,1,6666667
Canada (Else),New York (US),Post IPO Debt,1,2013421
Canada (Else),North Carolina (US),Post IPO Debt,1,2013421
New York (US),North Carolina (US),Post IPO Debt,1,2013421
New York (US),United Kingdom (EU),Post IPO Equity,2,28500000
Canada (Else),Georgia (US),Post IPO Equity,3,143245396
Canada (Else),New York (US),Post IPO Equity,3,143245396
Georgia (US),New York (US),Post IPO Equity,3,46324917
Canada (Else),Texas (US),Post IPO Equity,2,123707151
Georgia (US),Texas (US),Post IPO Equity,1,18113065
New York (US),Texas (US),Post IPO Equity,1,18113065
Canada (Else),Connecticut (US),Post IPO Equity,1,20170827
Canada (Else),United Kingdom (EU),Post IPO Equity,1,3493911
California (US),Canada (Else),Post IPO Equity,1,3368841
Canada (Else),Colorado (US),Post IPO Equity,1,38295513
Canada (Else),New York (US),Post IPO Secondary,1,89532000
Canada (Else),Canada (Else),Post IPO Secondary,1,59688000
California (US),Canada (Else),Pre Seed,1,133333
California (US),Washington (US),Pre Seed,1,133333
Canada (Else),Washington (US),Pre Seed,1,133333
Canada (Else),New York (US),Pre Seed,1,441877
New York (US),New York (US),Pre Seed,4,564918
California (US),New York (US),Pre Seed,14,2022836
California (US),Massachusetts (US),Seed,90,103705742
Canada (Else),Massachusetts (US),Seed,8,4159873
Canada (Else),Canada (Else),Seed,37,27798699
California (US),Florida (US),Seed,35,31257194
California (US),Pennsylvania (US),Seed,52,55822997
Canada (Else),Florida (US),Seed,3,2137667
Canada (Else),Pennsylvania (US),Seed,9,5410952
Florida (US),Massachusetts (US),Seed,11,5435296
Florida (US),Pennsylvania (US),Seed,5,2457053
Massachusetts (US),Pennsylvania (US),Seed,9,4851923
California (US),Oregon (US),Seed,11,8888956
Canada (Else),Oregon (US),Seed,3,657937
California (US),India (Else),Seed,5,2780932
Canada (Else),India (Else),Seed,1,570952
Canada (Else),Washington (US),Seed,8,5052694
India (Else),Pennsylvania (US),Seed,1,142738
India (Else),Washington (US),Seed,3,1380774
Pennsylvania (US),Washington (US),Seed,8,5001067
Washington (US),Washington (US),Seed,13,7911203
Canada (Else),New York (US),Seed,20,11572906
California (US),Virginia (US),Seed,18,21147410
Canada (Else),Virginia (US),Seed,2,820117
Tennessee (US),Tennessee (US),Seed,33,25454065
California (US),United Kingdom (EU),Seed,64,57369818
Canada (Else),United Kingdom (EU),Seed,8,4093058
United Kingdom (EU),Washington (US),Seed,4,1858681
United Kingdom (EU),United Kingdom (EU),Seed,72,50111528
California (US),Michigan (US),Seed,17,13808920
Canada (Else),Michigan (US),Seed,1,791045
Canada (Else),Germany (EU),Seed,3,955436
California (US),Canada (Else),Series A,19,210951621
California (US),Massachusetts (US),Series A,79,465872415
California (US),Michigan (US),Series A,8,46020952
California (US),Puerto Rico (Else),Series A,1,4300000
Canada (Else),Michigan (US),Series A,1,4300000
Canada (Else),Puerto Rico (Else),Series A,1,4300000
Michigan (US),Puerto Rico (Else),Series A,1,4300000
Canada (Else),Illinois (US),Series A,3,14075704
Canada (Else),Canada (Else),Series A,12,61800291
Canada (Else),New York (US),Series A,11,22280042
Illinois (US),New York (US),Series A,15,28596599
Canada (Else),Massachusetts (US),Series A,6,22959915
Canada (Else),Washington (US),Series A,2,4400000
Canada (Else),The Netherlands (EU),Series A,1,10000000
Germany (EU),The Netherlands (EU),Series A,2,19464655
Canada (Else),Germany (EU),Series A,1,5173421
Canada (Else),Germany (EU),Series B,1,6000000
Germany (EU),Germany (EU),Series B,10,60752774
Canada (Else),Canada (Else),Series B,8,54641950
California (US),Canada (Else),Series B,7,72700000
Canada (Else),Massachusetts (US),Series B,2,19500000
Canada (Else),New Jersey (US),Series B,1,10000000
Canada (Else),Florida (US),Series B,1,6000000
California (US),Illinois (US),Series B,10,101394917
Canada (Else),Illinois (US),Series B,2,34000000
Canada (Else),New York (US),Series B,5,43750000
Illinois (US),New York (US),Series B,8,39943833
Canada (Else),Japan (Else),Series B,2,15250000
Japan (Else),New York (US),Series B,6,40583333
Canada (Else),Texas (US),Series B,1,7478156
Canada (Else),New York (US),Series C,4,50352778
Canada (Else),Canada (Else),Series C,4,40300000
California (US),Canada (Else),Series C,4,48161111
California (US),Massachusetts (US),Series C,41,693232540
California (US),North Carolina (US),Series C,5,30533333
California (US),Pennsylvania (US),Series C,15,247772540
Canada (Else),Massachusetts (US),Series C,3,48600000
Canada (Else),North Carolina (US),Series C,1,15000000
Canada (Else),Pennsylvania (US),Series C,3,21111111
Massachusetts (US),North Carolina (US),Series C,3,35777778
Massachusetts (US),Pennsylvania (US),Series C,7,67785714
North Carolina (US),Pennsylvania (US),Series C,1,10000000
Massachusetts (US),Massachusetts (US),Series C,13,118073810
California (US),Canada (Else),Series D,5,90214048
California (US),Washington (US),Series D,11,364896825
Canada (Else),Washington (US),Series D,3,19657143
Canada (Else),Canada (Else),Series D,2,8333333
Canada (Else),Canada (Else),Series Unknown,14,111074870
France (EU),The Netherlands (EU),Series Unknown,5,33452519
France (EU),France (EU),Series Unknown,28,168055979
Canada (Else),Massachusetts (US),Series Unknown,6,34585758
Canada (Else),Missouri (US),Series Unknown,1,3375000
Massachusetts (US),Missouri (US),Series Unknown,1,2250000
California (US),Florida (US),Series Unknown,11,43486641
California (US),New York (US),Series Unknown,77,948541097
Florida (US),New York (US),Series Unknown,8,63407281
New York (US),New York (US),Series Unknown,26,197349120
California (US),Canada (Else),Series Unknown,14,134656843
California (US),Massachusetts (US),Series Unknown,55,600983053
Canada (Else),Germany (EU),Series Unknown,2,25929806
Germany (EU),Massachusetts (US),Series Unknown,5,29355050
Canada (Else),France (EU),Series Unknown,1,3999792
Canada (Else),Pennsylvania (US),Series Unknown,2,9850000
Massachusetts (US),Massachusetts (US),Series Unknown,22,145524212
Canada (Else),New York (US),Series Unknown,6,53734870
Spain (EU),Spain (EU),Angel,6,3494404
Argentina (Else),Brazil (Else),Seed,1,66667
Argentina (Else),Chile (Else),Seed,1,66667
Brazil (Else),Chile (Else),Seed,1,66667
Chile (Else),Chile (Else),Series B,1,4000000
District of Columbia (US),District of Columbia (US),Series F,1,3000000
China (Else),Hong Kong (Else),Angel,2,833254
China (Else),New York (US),Angel,1,356834
Hong Kong (Else),New York (US),Angel,1,237889
China (Else),China (Else),Angel,69,59068112
California (US),China (Else),Angel,5,2186889
China (Else),Singapore (Else),Angel,1,963189
China (Else),Portugal (EU),Angel,1,469583
China (Else),India (Else),Angel,1,26684212
China (Else),Taiwan (Else),Non Equity Assistance,1,294118
China (Else),China (Else),Post IPO Equity,3,14035868
New Jersey (US),Singapore (Else),Pre Seed,1,10000
California (US),New Jersey (US),Pre Seed,5,125000
New York (US),United Kingdom (EU),Pre Seed,2,47517
China (Else),Connecticut (US),Private Equity,1,1142857143
China (Else),Hong Kong (Else),Private Equity,2,1157857143
China (Else),Malaysia (Else),Private Equity,1,1142857143
China (Else),United Kingdom (EU),Private Equity,1,1142857143
Connecticut (US),Hong Kong (Else),Private Equity,1,571428571
Connecticut (US),Malaysia (Else),Private Equity,1,571428571
Connecticut (US),United Kingdom (EU),Private Equity,1,571428571
Hong Kong (Else),Malaysia (Else),Private Equity,1,571428571
Hong Kong (Else),United Kingdom (EU),Private Equity,1,571428571
Malaysia (Else),United Kingdom (EU),Private Equity,1,571428571
China (Else),China (Else),Private Equity,2,867436548
China (Else),New York (US),Private Equity,2,117666667
California (US),China (Else),Private Equity,2,131193333
California (US),Massachusetts (US),Private Equity,9,297456098
China (Else),Massachusetts (US),Private Equity,1,45860000
California (US),China (Else),Secondary Market,1,159183150
California (US),Hong Kong (Else),Secondary Market,1,95509890
China (Else),Hong Kong (Else),Secondary Market,1,191019780
China (Else),China (Else),Secondary Market,1,127346520
Hong Kong (Else),Hong Kong (Else),Secondary Market,1,63673260
China (Else),China (Else),Seed,5,1319449
California (US),China (Else),Seed,11,16117133
China (Else),China (Else),Series A,42,136435698
California (US),China (Else),Series A,7,46330781
China (Else),Hong Kong (Else),Series A,4,23016465
China (Else),Texas (US),Series A,1,10000000
Hong Kong (Else),Texas (US),Series A,1,10000000
California (US),Taiwan (Else),Series A,2,3568047
Spain (EU),Taiwan (Else),Series A,1,1068047
China (Else),United Kingdom (EU),Series A,1,15000000
China (Else),Taiwan (Else),Series A,2,2595826
China (Else),Malaysia (Else),Series A,1,10000000
California (US),Hong Kong (Else),Series A,5,25299500
China (Else),Portugal (EU),Series A,1,1587063
China (Else),New York (US),Series A,1,1570747
China (Else),Japan (Else),Series A,2,23818043
China (Else),Singapore (Else),Series A,1,3700000
China (Else),China (Else),Series B,23,336755437
Cayman Islands (Else),China (Else),Series B,1,28700000
China (Else),Hong Kong (Else),Series B,6,95190476
California (US),China (Else),Series B,12,183413615
California (US),Hong Kong (Else),Series B,4,54142857
California (US),Singapore (Else),Series B,7,141101190
China (Else),Singapore (Else),Series B,4,82523810
Hong Kong (Else),Singapore (Else),Series B,3,41761905
China (Else),South Korea (Else),Series B,1,20000000
California (US),Taiwan (Else),Series B,1,26666667
Singapore (Else),Taiwan (Else),Series B,1,26666667
China (Else),Massachusetts (US),Series B,3,40625000
China (Else),United Kingdom (EU),Series B,1,20000000
Massachusetts (US),United Kingdom (EU),Series B,10,94215700
California (US),United Kingdom (EU),Series B,22,255248281
Hong Kong (Else),Malaysia (Else),Series B,1,5130507
California (US),Connecticut (US),Series B,10,114028334
China (Else),Sweden (EU),Series B,1,15000000
China (Else),Japan (Else),Series B,2,5207416
California (US),Wisconsin (US),Series C,4,53600000
California (US),New York (US),Series C,48,951116150
China (Else),Sweden (EU),Series C,1,12000000
China (Else),China (Else),Series C,8,104447655
California (US),California (US),Series C,135,2444192623
China (Else),Hong Kong (Else),Series C,1,7666667
China (Else),Washington (US),Series C,1,7666667
Hong Kong (Else),Washington (US),Series C,1,7666667
California (US),Cayman Islands (Else),Series C,1,81000000
California (US),China (Else),Series C,2,124000000
California (US),Singapore (Else),Series C,6,131992049
California (US),United Kingdom (EU),Series C,23,754004822
Cayman Islands (Else),China (Else),Series C,1,81000000
Cayman Islands (Else),Massachusetts (US),Series C,1,54000000
Cayman Islands (Else),Singapore (Else),Series C,1,54000000
Cayman Islands (Else),United Kingdom (EU),Series C,1,54000000
China (Else),Massachusetts (US),Series C,1,81000000
China (Else),Singapore (Else),Series C,1,81000000
China (Else),United Kingdom (EU),Series C,2,89000000
Massachusetts (US),Singapore (Else),Series C,3,63285714
Massachusetts (US),United Kingdom (EU),Series C,4,114340392
Singapore (Else),United Kingdom (EU),Series C,1,54000000
China (Else),Georgia (US),Series C,1,16236400
China (Else),Hong Kong (Else),Series D,2,78000000
China (Else),China (Else),Series D,1,42666667
California (US),China (Else),Series D,4,63250000
California (US),California (US),Series D,88,1749918246
Canada (Else),New York (US),Series D,2,335000000
California (US),China (Else),Series E,4,82208802
China (Else),China (Else),Series E,2,16472535
Japan (Else),Japan (Else),Series Unknown,19,335073462
China (Else),China (Else),Series Unknown,7,87363958
California (US),China (Else),Series Unknown,5,45347946
China (Else),New York (US),Series Unknown,3,10146250
Colombia (Else),Colombia (Else),Angel,1,166000
United Kingdom (EU),United Kingdom (EU),Series B,13,93170055
California (US),New Jersey (US),Seed,6,5598432
Czech Republic (EU),Czech Republic (EU),Seed,3,413691
California (US),Denmark (EU),Seed,3,3400000
Denmark (EU),Denmark (EU),Seed,4,2828499
Denmark (EU),Denmark (EU),Series A,1,2200000
California (US),Denmark (EU),Series B,6,76786667
Denmark (EU),United Kingdom (EU),Series B,6,54533444
Denmark (EU),Denmark (EU),Series Unknown,2,5127744
Denmark (EU),France (EU),Series Unknown,1,6000000
Denmark (EU),Germany (EU),Series Unknown,2,19000000
Denmark (EU),The Netherlands (EU),Series Unknown,1,8000000
France (EU),Germany (EU),Series Unknown,6,42820896
Germany (EU),The Netherlands (EU),Series Unknown,4,33775491
The Netherlands (EU),The Netherlands (EU),Series Unknown,3,17599796
Denmark (EU),Sweden (EU),Series Unknown,2,23971840
Sweden (EU),Sweden (EU),Series Unknown,6,26517881
Egypt (Else),Egypt (Else),Series Unknown,1,1200000
Estonia (EU),Estonia (EU),Angel,1,318409
California (US),Nigeria (Else),Seed,2,985714
New York (US),Nigeria (Else),Seed,1,450000
New York (US),New York (US),Seed,140,99915713
Canada (Else),Estonia (EU),Seed,1,1561276
Estonia (EU),Estonia (EU),Seed,1,247877
Finland (EU),The Netherlands (EU),Angel,1,131507
Finland (EU),Finland (EU),Angel,2,398630
Finland (EU),Finland (EU),Debt Financing,1,66145
Finland (EU),Sweden (EU),Seed,2,5875206
Finland (EU),Finland (EU),Seed,3,6152776
California (US),France (EU),Seed,17,9421071
California (US),Singapore (Else),Seed,18,19637641
France (EU),Singapore (Else),Seed,2,1964005
France (EU),France (EU),Seed,22,20059658
Finland (EU),Washington (US),Seed,1,800000
Finland (EU),Finland (EU),Series A,2,3966667
Finland (EU),New York (US),Series A,2,18623845
Finland (EU),Finland (EU),Series B,1,3836435
Belgium (EU),Finland (EU),Series B,1,1524865
California (US),Finland (EU),Series B,1,3000000
Finland (EU),United Kingdom (EU),Series B,2,9333333
Finland (EU),Massachusetts (US),Series Unknown,2,10923427
Finland (EU),Finland (EU),Series Unknown,1,1301463
California (US),France (EU),Angel,3,1585714
France (EU),France (EU),Angel,4,1215856
France (EU),France (EU),Post IPO Equity,1,5000000
France (EU),Monaco (Else),Pre Seed,1,800000
France (EU),France (EU),Pre Seed,1,600000
France (EU),France (EU),Private Equity,2,116347004
France (EU),Massachusetts (US),Seed,4,3050000
Massachusetts (US),New York (US),Seed,63,53181597
Massachusetts (US),Massachusetts (US),Seed,39,28935987
France (EU),United Kingdom (EU),Seed,10,4520830
New York (US),United Kingdom (EU),Seed,32,20951175
Argentina (Else),France (EU),Series A,1,1200000
Argentina (Else),New York (US),Series A,1,800000
Argentina (Else),Spain (EU),Series A,1,800000
France (EU),New York (US),Series A,3,3520000
France (EU),Spain (EU),Series A,1,1200000
France (EU),Monaco (Else),Series A,1,3300000
Massachusetts (US),Massachusetts (US),Series A,33,165668036
France (EU),Germany (EU),Series A,2,13780769
France (EU),Massachusetts (US),Series A,3,11000000
Belgium (EU),France (EU),Series A,1,2976222
Luxembourg (EU),Washington (US),Series A,1,1500000
Denmark (EU),France (EU),Series A,1,7459025
Denmark (EU),Ireland (EU),Series A,1,4972684
France (EU),Ireland (EU),Series A,1,7459025
France (EU),France (EU),Series B,12,105058197
California (US),France (EU),Series B,11,126844101
California (US),Spain (EU),Series B,3,14333333
France (EU),New York (US),Series B,5,47344810
France (EU),Spain (EU),Series B,2,8700000
New York (US),Spain (EU),Series B,2,9000000
France (EU),Luxembourg (EU),Series B,2,13797020
Belgium (EU),France (EU),Series C,2,34547561
France (EU),Massachusetts (US),Series C,4,52135487
France (EU),Switzerland (EU),Series C,4,50541398
Massachusetts (US),Switzerland (EU),Series C,2,25757134
France (EU),France (EU),Series C,4,45388571
California (US),France (EU),Series C,3,26803175
California (US),Illinois (US),Series D,9,117226335
California (US),Japan (Else),Series D,5,91599206
California (US),Texas (US),Series D,9,214308171
Illinois (US),Japan (Else),Series D,1,17142857
Illinois (US),Texas (US),Series D,1,11428571
Japan (Else),Texas (US),Series D,2,33809524
Japan (Else),Japan (Else),Series D,2,18428571
France (EU),Massachusetts (US),Series Unknown,2,32545675
France (EU),Switzerland (EU),Series Unknown,2,9824316
Belgium (EU),France (EU),Series Unknown,2,13879684
California (US),France (EU),Series Unknown,6,52018256
Florida (US),France (EU),Series Unknown,1,10631469
California (US),New York (US),Angel,16,12108860
Germany (EU),Germany (EU),Debt Financing,2,131288039
Germany (EU),Germany (EU),Grant,1,129685
Germany (EU),Massachusetts (US),Private Equity,2,49750000
Germany (EU),New York (US),Private Equity,1,30000000
Germany (EU),Sweden (EU),Private Equity,1,30000000
Massachusetts (US),New York (US),Private Equity,6,532765737
Massachusetts (US),Sweden (EU),Private Equity,1,20000000
New York (US),Sweden (EU),Private Equity,1,20000000
Germany (EU),Germany (EU),Private Equity,2,97632820
Germany (EU),The Netherlands (EU),Seed,2,1147439
Germany (EU),United Kingdom (EU),Seed,11,11101394
Germany (EU),Germany (EU),Seed,20,14828793
California (US),Germany (EU),Seed,17,15586854
Denmark (EU),United Kingdom (EU),Seed,1,600000
California (US),Ohio (US),Seed,3,4509211
California (US),Russian Federation (Else),Seed,6,4401000
Germany (EU),Ohio (US),Seed,1,1500000
Germany (EU),Russian Federation (Else),Seed,1,1500000
Ohio (US),Russian Federation (Else),Seed,1,1500000
Germany (EU),Switzerland (EU),Seed,5,4061243
Switzerland (EU),United Kingdom (EU),Seed,5,1403497
Massachusetts (US),Spain (EU),Seed,2,474766
New York (US),Spain (EU),Seed,9,6163000
California (US),Luxembourg (EU),Seed,3,4784444
Luxembourg (EU),Russian Federation (Else),Seed,2,900000
Germany (EU),Washington (US),Seed,1,2337945
Germany (EU),South Korea (Else),Seed,1,596023
California (US),Germany (EU),Series A,12,56626837
Germany (EU),United Kingdom (EU),Series A,5,54573380
United Kingdom (EU),United Kingdom (EU),Series A,16,80199618
Germany (EU),New York (US),Series A,7,11471041
Germany (EU),Germany (EU),Series A,17,68782220
Germany (EU),Macedonia (Else),Series A,1,3000000
District of Columbia (US),Germany (EU),Series A,1,5220767
California (US),Nevada (US),Series B,3,33128571
Germany (EU),Japan (Else),Series B,1,10200000
Germany (EU),Nevada (US),Series B,1,6800000
Germany (EU),United Kingdom (EU),Series B,7,68584680
Japan (Else),Nevada (US),Series B,1,10200000
Japan (Else),United Kingdom (EU),Series B,2,18533333
Nevada (US),New York (US),Series B,3,14500000
Nevada (US),United Kingdom (EU),Series B,2,16050000
New York (US),United Kingdom (EU),Series B,13,117989279
Japan (Else),Japan (Else),Series B,5,15884536
France (EU),Germany (EU),Series B,1,3679311
Germany (EU),Israel (Else),Series B,1,10422869
Germany (EU),South Korea (Else),Series B,3,20922869
Israel (Else),South Korea (Else),Series B,1,5211434
Germany (EU),Sweden (EU),Series B,1,10000000
South Korea (Else),United Kingdom (EU),Series B,2,7000000
Germany (EU),United Kingdom (EU),Series C,3,21159326
Germany (EU),New York (US),Series C,3,61781704
Germany (EU),Ohio (US),Series C,1,27781704
New York (US),Ohio (US),Series C,1,11112682
Germany (EU),Germany (EU),Series C,2,25658478
Austria (EU),Germany (EU),Series C,1,5149672
France (EU),Germany (EU),Series C,2,15193411
France (EU),Poland (EU),Series C,1,3193411
Germany (EU),Poland (EU),Series C,1,3193411
Germany (EU),Switzerland (EU),Series C,2,16775388
Poland (EU),Switzerland (EU),Series C,1,3193411
Denmark (EU),New York (US),Series D,1,10050551
Denmark (EU),Switzerland (EU),Series D,1,10050551
Denmark (EU),The Netherlands (EU),Series D,1,6700367
New York (US),Switzerland (EU),Series D,1,13400735
New York (US),The Netherlands (EU),Series D,6,72617218
Switzerland (EU),The Netherlands (EU),Series D,2,21308784
New York (US),New York (US),Series D,12,151134494
Switzerland (EU),Switzerland (EU),Series D,1,6700367
Germany (EU),Michigan (US),Series D,1,5606457
Ohio (US),United Kingdom (EU),Series D,1,50000000
Germany (EU),Germany (EU),Series Unknown,16,77609164
Germany (EU),New York (US),Series Unknown,4,25100000
Germany (EU),Texas (US),Series Unknown,2,23485714
Germany (EU),South Korea (Else),Series Unknown,1,18000000
New York (US),South Korea (Else),Series Unknown,1,18000000
Germany (EU),Switzerland (EU),Series Unknown,3,14869805
Massachusetts (US),Switzerland (EU),Series Unknown,4,28556780
Massachusetts (US),The Netherlands (EU),Series Unknown,4,27345675
Switzerland (EU),The Netherlands (EU),Series Unknown,2,75351683
Germany (EU),Japan (Else),Series Unknown,1,6838344
Germany (EU),United Kingdom (EU),Series Unknown,8,55459553
Japan (Else),United Kingdom (EU),Series Unknown,3,19514410
China (Else),New York (US),Post IPO Equity,1,65000000
New York (US),Pennsylvania (US),Seed,28,23281985
Massachusetts (US),New York (US),Series A,46,194066029
Hong Kong (Else),The Netherlands (EU),Series A,2,20000000
Hong Kong (Else),Hong Kong (Else),Series A,2,6653333
China (Else),New York (US),Series B,4,46625000
