from,to,round,deals,value
Canada (Else),Oregon (US),Series Unknown,2,54203832
China (Else),Oregon (US),Series Unknown,1,16234611
China (Else),China (Else),Angel,9,3979665
California (US),Cayman Islands (Else),Series A,1,305966677
California (US),China (Else),Series A,1,509944461
California (US),Israel (Else),Series A,2,319188899
California (US),New York (US),Series A,20,930039177
California (US),Singapore (Else),Series A,2,309744454
California (US),Taiwan (Else),Series A,4,343238899
Cayman Islands (Else),China (Else),Series A,1,407955569
Cayman Islands (Else),Israel (Else),Series A,1,203977784
Cayman Islands (Else),New York (US),Series A,1,203977784
Cayman Islands (Else),Singapore (Else),Series A,1,203977784
Cayman Islands (Else),Taiwan (Else),Series A,1,203977784
China (Else),Israel (Else),Series A,1,407955569
China (Else),New York (US),Series A,1,407955569
China (Else),Singapore (Else),Series A,1,407955569
China (Else),Taiwan (Else),Series A,1,407955569
Israel (Else),New York (US),Series A,1,203977784
Israel (Else),Singapore (Else),Series A,2,217200007
Israel (Else),Taiwan (Else),Series A,1,203977784
New York (US),Singapore (Else),Series A,1,203977784
New York (US),Taiwan (Else),Series A,1,203977784
Singapore (Else),Taiwan (Else),Series A,1,203977784
California (US),California (US),Series A,51,1030033896
China (Else),China (Else),Series A,4,311066259
California (US),Mississippi (US),Series A,1,10000000
California (US),Switzerland (EU),Series A,4,40591667
Mississippi (US),Switzerland (EU),Series A,1,10000000
Denmark (EU),Denmark (EU),Series A,1,4789257
Denmark (EU),District of Columbia (US),Series B,1,21200000
Denmark (EU),Massachusetts (US),Series B,1,21200000
Denmark (EU),New York (US),Series B,1,31800000
District of Columbia (US),Massachusetts (US),Series B,4,111533333
District of Columbia (US),New York (US),Series B,5,132300000
New York (US),New York (US),Series B,18,252649484
Estonia (EU),Finland (EU),Series Unknown,1,1866667
Estonia (EU),New York (US),Series Unknown,1,1866667
Finland (EU),New York (US),Series Unknown,1,1866667
California (US),Finland (EU),Series A,1,1316680
California (US),Germany (EU),Series A,3,15183347
California (US),Illinois (US),Series A,7,375150014
Finland (EU),Germany (EU),Series A,1,1316680
Finland (EU),Illinois (US),Series A,1,1316680
Germany (EU),Illinois (US),Series A,1,1316680
Finland (EU),Germany (EU),Series B,1,6266667
Finland (EU),Sweden (EU),Series B,1,6266667
Germany (EU),Sweden (EU),Series B,2,9169427
California (US),Finland (EU),Series C,1,8000000
California (US),United Kingdom (EU),Series C,12,149659442
Finland (EU),United Kingdom (EU),Series C,1,8000000
France (EU),France (EU),Series A,3,44295317
France (EU),Luxembourg (EU),Series B,1,9166667
France (EU),United Kingdom (EU),Series B,3,24736094
Luxembourg (EU),United Kingdom (EU),Series B,1,3666667
France (EU),France (EU),Series B,1,7333333
California (US),France (EU),Series B,11,127104925
Belgium (EU),California (US),Series B,1,2902760
Belgium (EU),France (EU),Series B,1,2902760
Belgium (EU),Germany (EU),Series B,1,2902760
Belgium (EU),Singapore (Else),Series B,1,2902760
Belgium (EU),Sweden (EU),Series B,1,2902760
Belgium (EU),Switzerland (EU),Series B,1,2902760
Belgium (EU),United Kingdom (EU),Series B,1,2902760
California (US),Germany (EU),Series B,7,106410086
California (US),Sweden (EU),Series B,4,32802760
California (US),Switzerland (EU),Series B,7,138986794
France (EU),Germany (EU),Series B,2,7569427
France (EU),Singapore (Else),Series B,1,2902760
France (EU),Sweden (EU),Series B,2,8045617
France (EU),Switzerland (EU),Series B,1,2902760
Germany (EU),Singapore (Else),Series B,2,13864299
Germany (EU),Switzerland (EU),Series B,1,2902760
Germany (EU),United Kingdom (EU),Series B,4,33102372
Singapore (Else),Sweden (EU),Series B,1,2902760
Singapore (Else),Switzerland (EU),Series B,2,10702760
Sweden (EU),Switzerland (EU),Series B,1,2902760
Sweden (EU),United Kingdom (EU),Series B,5,57526570
Switzerland (EU),United Kingdom (EU),Series B,2,21494164
France (EU),United Kingdom (EU),Series C,1,7050000
France (EU),France (EU),Series C,1,4700000
France (EU),France (EU),Series Unknown,4,14516767
California (US),Japan (Else),Series Unknown,7,139662238
California (US),Massachusetts (US),Series A,13,121550000
Germany (EU),Massachusetts (US),Series B,6,52813898
Germany (EU),Texas (US),Series B,3,78802787
Massachusetts (US),United Kingdom (EU),Series B,11,131527519
Texas (US),United Kingdom (EU),Series B,4,48510852
Germany (EU),Germany (EU),Series B,1,7053710
California (US),Germany (EU),Series C,9,138998660
Germany (EU),United Kingdom (EU),Series C,4,26126156
Germany (EU),Germany (EU),Series C,2,9775979
Connecticut (US),Germany (EU),Series Unknown,1,3333333
Connecticut (US),Virginia (US),Series Unknown,1,3333333
Germany (EU),Virginia (US),Series Unknown,2,6000000
California (US),China (Else),Seed,1,12821
California (US),New Jersey (US),Series B,9,110858333
California (US),North Carolina (US),Series B,5,98542857
New Jersey (US),New York (US),Series B,7,54016667
New Jersey (US),North Carolina (US),Series B,1,5250000
Connecticut (US),District of Columbia (US),Series B,2,24086667
Connecticut (US),Washington (US),Series B,1,9840000
District of Columbia (US),Washington (US),Series B,1,9840000
Washington (US),Washington (US),Series B,1,7380000
Florida (US),Florida (US),Series B,1,6800000
Arizona (US),California (US),Series B,1,30000000
Arizona (US),Michigan (US),Series B,1,10000000
California (US),Michigan (US),Series B,2,66666667
Connecticut (US),Washington (US),Series C,1,10000000
Washington (US),Washington (US),Series C,1,8000000
District of Columbia (US),Massachusetts (US),Series Unknown,2,16100000
California (US),Ireland (EU),Series B,1,7500000
Ireland (EU),United Kingdom (EU),Series B,1,7500000
Ireland (EU),Ireland (EU),Series B,1,5000000
California (US),Kansas (US),Series B,1,4666667
France (EU),Kansas (US),Series B,1,4666667
Germany (EU),Israel (Else),Seed,1,6500000
Israel (Else),Israel (Else),Seed,1,4333333
Brazil (Else),California (US),Seed,1,5333333
Brazil (Else),Israel (Else),Seed,1,5333333
California (US),Israel (Else),Seed,1,5333333
Israel (Else),Massachusetts (US),Series A,4,37000000
Israel (Else),Israel (Else),Series A,5,33833333
Israel (Else),Massachusetts (US),Series B,8,66492857
Israel (Else),Israel (Else),Series B,8,66550000
Germany (EU),Israel (Else),Series B,4,27200000
Germany (EU),New York (US),Series B,7,83712210
Israel (Else),New York (US),Series B,5,54466667
California (US),Israel (Else),Series C,4,82126984
Delaware (US),Germany (EU),Series C,1,5466666
Delaware (US),Israel (Else),Series C,1,5466666
Germany (EU),Israel (Else),Series C,1,5466666
Canada (Else),Israel (Else),Series D,1,13636364
Canada (Else),New Jersey (US),Series D,1,5454545
Canada (Else),New York (US),Series D,3,27492424
Canada (Else),North Carolina (US),Series D,2,14343434
Canada (Else),Singapore (Else),Series D,1,5454545
Israel (Else),New Jersey (US),Series D,1,13636364
Israel (Else),New York (US),Series D,2,27940909
Israel (Else),North Carolina (US),Series D,1,13636364
Israel (Else),Singapore (Else),Series D,1,13636364
New Jersey (US),New York (US),Series D,4,49605169
New Jersey (US),North Carolina (US),Series D,1,5454545
New Jersey (US),Singapore (Else),Series D,1,5454545
New York (US),North Carolina (US),Series D,1,10909091
New York (US),Singapore (Else),Series D,2,28909091
North Carolina (US),Singapore (Else),Series D,1,5454545
Israel (Else),Israel (Else),Series D,1,10909091
New York (US),New York (US),Series D,10,109627569
California (US),Israel (Else),Series Unknown,2,20472727
California (US),The Netherlands (EU),Series Unknown,4,35581818
Israel (Else),New York (US),Series Unknown,2,23072727
Israel (Else),Texas (US),Series Unknown,2,27727273
Israel (Else),The Netherlands (EU),Series Unknown,1,15272727
New York (US),Texas (US),Series Unknown,7,49788030
New York (US),The Netherlands (EU),Series Unknown,2,12181818
Texas (US),The Netherlands (EU),Series Unknown,1,7636364
Israel (Else),Israel (Else),Series Unknown,6,56598485
New York (US),New York (US),Series Unknown,23,235127478
The Netherlands (EU),The Netherlands (EU),Series Unknown,1,5090909
Illinois (US),Israel (Else),Series Unknown,1,40000000
Germany (EU),Israel (Else),Series Unknown,3,19000000
Germany (EU),Germany (EU),Series Unknown,1,3333333
Japan (Else),Japan (Else),Corporate Round,2,1797553
Japan (Else),Japan (Else),Series B,2,23703956
Japan (Else),Japan (Else),Series Unknown,6,42368908
Hong Kong (Else),Japan (Else),Series Unknown,1,116
Australia (Else),California (US),Series C,1,10725000
Singapore (Else),South Korea (Else),Series Unknown,1,5066667
Singapore (Else),United Kingdom (EU),Series Unknown,1,5066667
South Korea (Else),United Kingdom (EU),Series Unknown,1,5066667
District of Columbia (US),Singapore (Else),Series B,1,7500000
District of Columbia (US),South Korea (Else),Series B,1,11250000
Singapore (Else),South Korea (Else),Series B,2,18250000
South Korea (Else),South Korea (Else),Series B,4,22966667
India (Else),South Korea (Else),Series B,1,3200000
Spain (EU),Spain (EU),Seed,1,930552
California (US),Minnesota (US),Series B,8,107693040
Massachusetts (US),Minnesota (US),Series B,2,37142857
Massachusetts (US),Singapore (Else),Series B,1,17142857
Minnesota (US),Singapore (Else),Series B,2,22390110
Canada (Else),Sweden (EU),Series B,1,6666667
Japan (Else),Sweden (EU),Series Unknown,1,6400000
Sweden (EU),Sweden (EU),Series Unknown,1,4266667
Massachusetts (US),Switzerland (EU),Series B,4,32564013
Switzerland (EU),Switzerland (EU),Series Unknown,1,9250004
California (US),Taiwan (Else),Series Unknown,4,55666667
Massachusetts (US),Massachusetts (US),Series A,16,123635232
Delaware (US),New Jersey (US),Series Unknown,1,1600000
Delaware (US),New York (US),Series Unknown,1,1600000
Delaware (US),Pennsylvania (US),Series Unknown,1,1600000
Delaware (US),United Kingdom (EU),Series Unknown,1,1600000
New Jersey (US),New York (US),Series Unknown,4,21465000
New Jersey (US),Pennsylvania (US),Series Unknown,1,1600000
New Jersey (US),United Kingdom (EU),Series Unknown,1,1600000
New York (US),Pennsylvania (US),Series Unknown,8,55109091
New York (US),United Kingdom (EU),Series Unknown,8,94588485
Pennsylvania (US),United Kingdom (EU),Series Unknown,4,29131818
Pennsylvania (US),United Kingdom (EU),Series A,1,2200000
United Kingdom (EU),United Kingdom (EU),Series A,7,24456039
California (US),United Kingdom (EU),Series A,6,67963992
Ireland (EU),United Kingdom (EU),Series A,2,17734981
Massachusetts (US),United Kingdom (EU),Series A,1,7000000
Massachusetts (US),Pennsylvania (US),Series A,7,39000000
Massachusetts (US),Texas (US),Series A,3,19773333
Pennsylvania (US),Texas (US),Series A,3,16833333
Massachusetts (US),South Korea (Else),Series A,1,10838232
New York (US),United Kingdom (EU),Series A,3,28910000
India (Else),United Kingdom (EU),Series A,2,8300000
Canada (Else),Texas (US),Series A,1,14889027
Canada (Else),United Kingdom (EU),Series A,1,14889027
Texas (US),United Kingdom (EU),Series A,3,29889027
Bahrain (Else),California (US),Series B,2,19942857
Bahrain (Else),New York (US),Series B,2,19942857
Bahrain (Else),Singapore (Else),Series B,1,10800000
Bahrain (Else),United Kingdom (EU),Series B,1,10800000
New York (US),Singapore (Else),Series B,3,39902564
New York (US),United Kingdom (EU),Series B,9,131905690
United Kingdom (EU),United Kingdom (EU),Series B,2,45273295
Massachusetts (US),Spain (EU),Series B,1,12375000
Spain (EU),United Kingdom (EU),Series B,1,8250000
Delaware (US),New York (US),Series B,1,5311830
Delaware (US),Switzerland (EU),Series B,1,5311830
Delaware (US),United Kingdom (EU),Series B,1,18591404
New York (US),Switzerland (EU),Series B,3,35706788
Australia (Else),France (EU),Series B,1,4666667
Australia (Else),Germany (EU),Series B,1,4666667
California (US),Connecticut (US),Series C,11,251578788
California (US),Massachusetts (US),Series C,34,871591099
Connecticut (US),Massachusetts (US),Series C,8,183308442
Connecticut (US),New York (US),Series C,7,95470779
Connecticut (US),United Kingdom (EU),Series C,2,25363636
Massachusetts (US),New York (US),Series C,19,458972910
Massachusetts (US),United Kingdom (EU),Series C,8,155562013
New York (US),United Kingdom (EU),Series C,7,132156494
Massachusetts (US),Massachusetts (US),Series C,13,237841642
California (US),Colorado (US),Series C,3,39547619
California (US),District of Columbia (US),Series C,3,126571429
California (US),Texas (US),Series C,13,198154167
California (US),Virginia (US),Series C,4,48866667
Colorado (US),District of Columbia (US),Series C,2,14700000
Colorado (US),Texas (US),Series C,1,8000000
Colorado (US),Virginia (US),Series C,2,14700000
District of Columbia (US),Texas (US),Series C,1,8000000
District of Columbia (US),Virginia (US),Series C,3,15150000
Texas (US),Virginia (US),Series C,1,8000000
Belgium (EU),District of Columbia (US),Series C,1,31100000
California (US),Turkey (Else),Series D,1,12000000
California (US),United Kingdom (EU),Series D,5,76730159
Turkey (Else),United Kingdom (EU),Series D,1,24000000
United Kingdom (EU),United Kingdom (EU),Series D,2,27000000
California (US),United Kingdom (EU),Series Unknown,10,164785103
United Kingdom (EU),United Kingdom (EU),Series Unknown,4,60666667
California (US),Ireland (EU),Series Unknown,1,71000000
California (US),France (EU),Series Unknown,2,12758336
California (US),India (Else),Series Unknown,2,7380558
France (EU),India (Else),Series Unknown,1,7320836
France (EU),United Kingdom (EU),Series Unknown,1,7320836
India (Else),United Kingdom (EU),Series Unknown,2,5304735
Florida (US),Georgia (US),Series Unknown,1,11000000
Utah (US),Utah (US),Angel,1,700000
Finland (EU),New York (US),Seed,1,2300000
New York (US),New York (US),Seed,2,2333333
California (US),New York (US),Seed,1,1200000
California (US),Illinois (US),Seed,1,1133333
California (US),Massachusetts (US),Seed,1,1133333
Illinois (US),Massachusetts (US),Seed,1,1133333
California (US),Michigan (US),Seed,1,4600000
California (US),California (US),Seed,2,4066667
Texas (US),United States (US),Seed,1,3000000
Florida (US),Texas (US),Seed,1,2100000
Texas (US),Texas (US),Seed,1,1400000
Massachusetts (US),New Jersey (US),Series A,1,6000000
Florida (US),Georgia (US),Series A,2,12750000
Florida (US),Texas (US),Series A,1,7500000
Florida (US),United Kingdom (EU),Series A,1,7500000
Georgia (US),Texas (US),Series A,1,7500000
Georgia (US),United Kingdom (EU),Series A,1,7500000
France (EU),Japan (Else),Series A,3,59716668
France (EU),The Netherlands (EU),Series A,1,39861288
Japan (Else),The Netherlands (EU),Series A,1,13287096
California (US),The Netherlands (EU),Series A,1,10000000
California (US),Colorado (US),Series A,5,41950000
Colorado (US),Illinois (US),Series A,1,11333333
Colorado (US),Massachusetts (US),Series A,4,33866667
Colorado (US),New York (US),Series A,3,30208333
Illinois (US),Massachusetts (US),Series A,1,17000000
Illinois (US),New York (US),Series A,3,173833333
Massachusetts (US),New York (US),Series A,4,61500000
Alabama (US),Massachusetts (US),Series A,1,5000000
California (US),Florida (US),Series A,3,52750000
Florida (US),New York (US),Series A,2,15000000
California (US),Texas (US),Series A,11,116353333
California (US),Louisiana (US),Series A,1,3400000
Louisiana (US),New York (US),Series A,1,3400000
Texas (US),Texas (US),Series A,5,43600000
California (US),New Hampshire (US),Series A,1,1566667
California (US),Pennsylvania (US),Series A,4,13116667
Canada (Else),Colorado (US),Series A,1,1566667
Canada (Else),Massachusetts (US),Series A,2,12566667
Canada (Else),New Hampshire (US),Series A,1,1566667
Canada (Else),Pennsylvania (US),Series A,1,1566667
Colorado (US),New Hampshire (US),Series A,1,1566667
Colorado (US),Pennsylvania (US),Series A,2,25566667
Massachusetts (US),New Hampshire (US),Series A,1,1566667
New Hampshire (US),Pennsylvania (US),Series A,1,1566667
California (US),Virginia (US),Series A,3,37000000
California (US),France (EU),Series A,2,22750000
France (EU),Massachusetts (US),Series A,2,5190000
France (EU),Pennsylvania (US),Series A,1,3750000
Finland (EU),India (Else),Series A,1,800000
Finland (EU),Sweden (EU),Series A,1,1000000
Finland (EU),United Kingdom (EU),Series A,1,1200000
India (Else),Sweden (EU),Series A,1,600000
Sweden (EU),United Kingdom (EU),Series A,1,1000000
Finland (EU),Finland (EU),Series A,2,4600000
Sweden (EU),Sweden (EU),Series A,1,400000
California (US),Minnesota (US),Series A,4,39366667
Minnesota (US),New York (US),Series A,2,7260000
Minnesota (US),Switzerland (EU),Series A,1,5500000
New York (US),Switzerland (EU),Series A,1,5500000
Oregon (US),Washington (US),Series A,1,4500000
Florida (US),Ohio (US),Series A,1,4500000
Florida (US),Florida (US),Series A,1,3000000
Israel (Else),Mississippi (US),Series A,1,4666667
Israel (Else),United Kingdom (EU),Series A,1,4666667
Mississippi (US),United Kingdom (EU),Series A,1,4666667
Michigan (US),Missouri (US),Series A,1,3400000
California (US),Ohio (US),Series A,3,28750000
California (US),Oregon (US),Series A,2,6050000
California (US),Ukraine (Else),Series A,1,3120000
California (US),United States (US),Series A,2,3920000
Ukraine (Else),United States (US),Series A,1,1560000
California (US),District of Columbia (US),Series A,2,304000000
District of Columbia (US),New York (US),Series A,2,142250000
New York (US),New York (US),Series A,5,103750000
California (US),Connecticut (US),Series A,2,274000000
Connecticut (US),New York (US),Series A,3,117260000
Connecticut (US),United Kingdom (EU),Series A,1,6750000
Georgia (US),Georgia (US),Series A,1,5000000
Massachusetts (US),Washington (US),Series A,2,15900000
France (EU),New York (US),Series A,1,14250000
France (EU),Ohio (US),Series A,1,14250000
New York (US),Ohio (US),Series A,2,13500000
Israel (Else),Texas (US),Series A,1,7000000
California (US),Nevada (US),Series A,1,6187500
Nevada (US),New York (US),Series A,1,4125000
Canada (Else),Switzerland (EU),Series A,1,16850000
Canada (Else),Taiwan (Else),Series A,1,11233333
Switzerland (EU),Taiwan (Else),Series A,1,16850000
Switzerland (EU),Switzerland (EU),Series A,1,11233333
Connecticut (US),District of Columbia (US),Series A,1,72500000
Connecticut (US),Illinois (US),Series A,1,108750000
District of Columbia (US),Illinois (US),Series A,1,108750000
Illinois (US),Illinois (US),Series A,2,80500000
Kansas (US),Maryland (US),Series A,1,1350000
Pennsylvania (US),United States (US),Series A,1,400000
California (US),Maine (US),Series A,1,3000000
Arkansas (US),Pennsylvania (US),Series A,1,9000000
Pennsylvania (US),Pennsylvania (US),Series A,2,7760000
Connecticut (US),Massachusetts (US),Series A,2,3650000
Minnesota (US),Texas (US),Series A,1,14000000
Massachusetts (US),North Carolina (US),Series A,1,8000000
Colorado (US),Minnesota (US),Series A,1,7800000
Massachusetts (US),Minnesota (US),Series A,4,61516667
Colorado (US),Colorado (US),Series A,1,5200000
Australia (Else),California (US),Series A,1,4333333
Australia (Else),Denmark (EU),Series A,1,4333333
California (US),Denmark (EU),Series A,1,4333333
California (US),West Virginia (US),Series A,1,3777778
Israel (Else),West Virginia (US),Series A,1,13222222
Singapore (Else),West Virginia (US),Series A,1,3777778
Israel (Else),Japan (Else),Series A,1,4500000
Israel (Else),South Korea (Else),Series A,1,4500000
Japan (Else),South Korea (Else),Series A,1,3000000
New Jersey (US),Pennsylvania (US),Series A,1,3500000
New Jersey (US),Texas (US),Series A,1,3500000
Georgia (US),North Carolina (US),Series A,2,13650000
North Carolina (US),North Carolina (US),Series A,1,6720000
California (US),Utah (US),Series A,1,13333333
Taiwan (Else),Texas (US),Series A,1,6666667
Taiwan (Else),Utah (US),Series A,1,6666667
Texas (US),Utah (US),Series A,1,4444444
Taiwan (Else),Taiwan (Else),Series A,1,4444444
Georgia (US),Kentucky (US),Series A,1,1550000
Georgia (US),Ohio (US),Series A,1,1550000
Georgia (US),Uruguay (Else),Series A,1,1550000
Kentucky (US),Ohio (US),Series A,1,1550000
Kentucky (US),Uruguay (Else),Series A,1,1550000
Ohio (US),Uruguay (Else),Series A,1,1550000
Connecticut (US),Minnesota (US),Series A,2,2860000
Connecticut (US),Pennsylvania (US),Series A,1,2640000
Minnesota (US),Pennsylvania (US),Series A,1,2640000
New York (US),Pennsylvania (US),Series A,2,13306667
California (US),Georgia (US),Series A,2,13500000
California (US),New Jersey (US),Series A,3,24750000
Georgia (US),New Jersey (US),Series A,1,5500000
California (US),Hong Kong (Else),Series A,1,75000000
Hong Kong (Else),New York (US),Series A,1,50000000
California (US),Luxembourg (EU),Series A,1,6866667
Germany (EU),Luxembourg (EU),Series A,1,6866667
California (US),North Carolina (US),Series A,1,5250000
Florida (US),North Carolina (US),Series A,1,5250000
Massachusetts (US),Singapore (Else),Series A,1,5500000
France (EU),Serbia (Else),Series A,1,1440000
France (EU),Tennessee (US),Series A,1,1440000
France (EU),Texas (US),Series A,1,1440000
Massachusetts (US),Serbia (Else),Series A,1,1440000
Massachusetts (US),Tennessee (US),Series A,3,46573333
Serbia (Else),Tennessee (US),Series A,1,1440000
Serbia (Else),Texas (US),Series A,1,1440000
Tennessee (US),Texas (US),Series A,1,1440000
Utah (US),Utah (US),Series A,1,1600000
California (US),Japan (Else),Series A,2,11200000
California (US),Peru (Else),Series A,1,7000000
Japan (Else),Massachusetts (US),Series A,1,7000000
Japan (Else),Pennsylvania (US),Series A,1,7000000
Japan (Else),Peru (Else),Series A,1,7000000
Japan (Else),Virginia (US),Series A,1,7000000
Massachusetts (US),Peru (Else),Series A,1,7000000
Massachusetts (US),Virginia (US),Series A,1,7000000
Pennsylvania (US),Peru (Else),Series A,1,7000000
Pennsylvania (US),Virginia (US),Series A,1,7000000
Peru (Else),Virginia (US),Series A,1,7000000
California (US),Poland (EU),Series A,1,12000000
Australia (Else),Pennsylvania (US),Series A,2,4700000
Australia (Else),District of Columbia (US),Series A,1,3700000
Australia (Else),Massachusetts (US),Series A,1,5550000
District of Columbia (US),Massachusetts (US),Series A,1,5550000
District of Columbia (US),Pennsylvania (US),Series A,1,3700000
Colorado (US),Maryland (US),Series A,1,5000000
Colorado (US),Washington (US),Series A,1,5000000
Maryland (US),Massachusetts (US),Series A,3,41033333
Maryland (US),New York (US),Series A,1,5000000
Maryland (US),Washington (US),Series A,1,5000000
New York (US),Washington (US),Series A,1,5000000
Massachusetts (US),Taiwan (Else),Series A,1,4866667
Canada (Else),Tennessee (US),Series A,1,3000000
California (US),India (Else),Series A,1,4200000
India (Else),Japan (Else),Series A,1,4200000
Finland (EU),Singapore (Else),Series A,1,6000000
Arizona (US),California (US),Series A,1,2625000
Arizona (US),Switzerland (EU),Series A,1,1750000
California (US),Maryland (US),Series A,1,6720000
Maryland (US),Texas (US),Series A,1,3360000
Maryland (US),Tennessee (US),Series A,1,3533333
Maryland (US),Maryland (US),Series A,1,1000000
New York (US),Tennessee (US),Series A,1,10666667
Pennsylvania (US),Tennessee (US),Series A,1,10666667
Maryland (US),Pennsylvania (US),Series A,1,6500000
California (US),Washington (US),Series A,1,300000
Canada (Else),New York (US),Series A,1,1800000
Japan (Else),Japan (Else),Series A,1,3000000
Canada (Else),New Jersey (US),Series A,1,8600000
California (US),Wisconsin (US),Series A,1,8066667
Illinois (US),Wisconsin (US),Series A,1,8066667
Bahrain (Else),Canada (Else),Series B,1,9142857
Bahrain (Else),Massachusetts (US),Series B,1,9142857
Bahrain (Else),North Carolina (US),Series B,1,9142857
Bahrain (Else),Taiwan (Else),Series B,1,9142857
California (US),Taiwan (Else),Series B,11,193509058
Canada (Else),Taiwan (Else),Series B,1,9142857
Massachusetts (US),Taiwan (Else),Series B,3,23476190
New York (US),Taiwan (Else),Series B,3,46258242
North Carolina (US),Taiwan (Else),Series B,1,9142857
Denmark (EU),Spain (EU),Series B,1,7333333
Denmark (EU),Texas (US),Series B,1,7333333
Spain (EU),Texas (US),Series B,1,7333333
France (EU),Israel (Else),Series B,1,5142857
France (EU),Massachusetts (US),Series B,2,17642857
France (EU),Texas (US),Series B,4,37488312
Israel (Else),Sweden (EU),Series B,1,5142857
Israel (Else),Texas (US),Series B,3,15142857
Massachusetts (US),Sweden (EU),Series B,2,21642857
Sweden (EU),Texas (US),Series B,2,12600000
California (US),Utah (US),Series B,4,35041558
Massachusetts (US),Utah (US),Series B,1,18771429
New York (US),Utah (US),Series B,2,22771429
United Kingdom (EU),Utah (US),Series B,1,12514286
California (US),Colorado (US),Series B,12,175321429
Colorado (US),Germany (EU),Series B,2,19285714
Colorado (US),New York (US),Series B,5,35535714
Colorado (US),United Kingdom (EU),Series B,1,9285714
