from,to,round,deals,value
North Carolina (US),Virginia (US),Series A,2,6063492
Singapore (Else),Virginia (US),Series A,5,22546349
Australia (Else),California (US),Series B,19,956882262
Australia (Else),Germany (EU),Series B,5,147773571
Australia (Else),New Hampshire (US),Series B,2,40483108
Australia (Else),New York (US),Series B,13,494961018
Australia (Else),United Kingdom (EU),Series B,10,262591960
California (US),Germany (EU),Series B,61,2130471320
California (US),New Hampshire (US),Series B,25,1029254509
California (US),New York (US),Series B,254,14007118063
California (US),United Kingdom (EU),Series B,104,3671633160
Germany (EU),New Hampshire (US),Series B,6,64256031
Germany (EU),New York (US),Series B,40,998231462
Germany (EU),United Kingdom (EU),Series B,39,857954264
Australia (Else),Australia (Else),Series B,7,125584417
California (US),California (US),Series B,357,14436507096
Australia (Else),India (Else),Series B,2,16666667
California (US),India (Else),Series B,27,658788171
India (Else),New York (US),Series B,11,308167619
Australia (Else),Washington (US),Series B,1,22400000
Australia (Else),Belgium (EU),Series B,1,16539248
Australia (Else),Canada (Else),Series B,4,51039248
Belgium (EU),Canada (Else),Series B,2,23282366
Arkansas (US),Australia (Else),Series C,1,42000000
Arkansas (US),Massachusetts (US),Series C,2,68000000
Arkansas (US),New York (US),Series C,3,69666667
Arkansas (US),United Kingdom (EU),Series C,1,28000000
Australia (Else),Massachusetts (US),Series C,1,70000000
Australia (Else),New York (US),Series C,3,428274510
Australia (Else),United Kingdom (EU),Series C,2,56000000
Massachusetts (US),New York (US),Series C,43,1807269232
Massachusetts (US),United Kingdom (EU),Series C,19,637198862
New York (US),United Kingdom (EU),Series C,37,1352589455
Australia (Else),Australia (Else),Series C,3,99590624
Massachusetts (US),Massachusetts (US),Series C,21,593599064
Australia (Else),Japan (Else),Series C,1,52279919
Australia (Else),Pennsylvania (US),Series C,1,52279919
Japan (Else),Pennsylvania (US),Series C,1,11617760
Australia (Else),Norway (EU),Series D,1,44545770
Australia (Else),Texas (US),Series D,1,55682212
Australia (Else),The Netherlands (EU),Series D,1,44545770
Norway (EU),Texas (US),Series D,1,33409327
Norway (EU),The Netherlands (EU),Series D,1,22272885
Texas (US),The Netherlands (EU),Series D,2,56409327
Australia (Else),Australia (Else),Series D,1,33409327
Texas (US),Texas (US),Series D,2,138939552
California (US),Denmark (EU),Series Unknown,3,21405864
California (US),California (US),Series Unknown,157,18444167423
Hong Kong (Else),Singapore (Else),Series Unknown,9,100970537
Australia (Else),Australia (Else),Series Unknown,11,99373992
Australia (Else),Singapore (Else),Series Unknown,5,27372346
Australia (Else),New Zealand (Else),Series Unknown,2,21116924
Australia (Else),The Netherlands (EU),Series Unknown,2,36230305
Australia (Else),United Kingdom (EU),Series Unknown,6,630214061
New Zealand (Else),The Netherlands (EU),Series Unknown,1,11877950
New Zealand (Else),United Kingdom (EU),Series Unknown,2,16566183
The Netherlands (EU),United Kingdom (EU),Series Unknown,13,150455932
Australia (Else),California (US),Series Unknown,9,135511234
Australia (Else),New York (US),Series Unknown,6,356488919
Australia (Else),Sweden (EU),Series Unknown,1,13347491
California (US),New York (US),Series Unknown,134,28200856755
California (US),Sweden (EU),Series Unknown,5,34912145
New York (US),Sweden (EU),Series Unknown,6,99080829
Australia (Else),Canada (Else),Series Unknown,2,298368894
Australia (Else),Massachusetts (US),Series Unknown,2,15928571
Massachusetts (US),New York (US),Series Unknown,35,15599584009
California (US),Germany (EU),Angel,1,2790798
California (US),Switzerland (EU),Angel,1,1395399
Germany (EU),Switzerland (EU),Angel,1,2790798
Germany (EU),Germany (EU),Angel,1,2093099
Germany (EU),Sweden (EU),Pre Seed,10,12292129
Germany (EU),The Netherlands (EU),Pre Seed,10,15122129
Germany (EU),United Kingdom (EU),Pre Seed,47,83699221
Sweden (EU),The Netherlands (EU),Pre Seed,6,5694148
Sweden (EU),United Kingdom (EU),Pre Seed,13,11767028
The Netherlands (EU),United Kingdom (EU),Pre Seed,15,14220845
Germany (EU),Germany (EU),Pre Seed,63,99318048
The Netherlands (EU),The Netherlands (EU),Pre Seed,11,7316344
Austria (EU),Austria (EU),Pre Seed,6,7162587
Austria (EU),France (EU),Pre Seed,4,5017441
Austria (EU),The Netherlands (EU),Pre Seed,2,1013484
France (EU),The Netherlands (EU),Pre Seed,6,4492373
France (EU),France (EU),Pre Seed,40,61157980
Austria (EU),Switzerland (EU),Pre Seed,5,5223104
Austria (EU),Germany (EU),Pre Seed,11,17347118
Estonia (EU),Romania (EU),Pre Seed,1,415698
Austria (EU),California (US),Pre Seed,6,7413174
Austria (EU),Sweden (EU),Pre Seed,2,1903980
California (US),Sweden (EU),Pre Seed,16,17208036
Austria (EU),United Kingdom (EU),Pre Seed,8,10026623
Austria (EU),Czech Republic (EU),Seed,4,6819031
Austria (EU),Georgia (US),Seed,1,545455
Austria (EU),Germany (EU),Seed,29,100086039
Austria (EU),Switzerland (EU),Seed,8,22155688
Austria (EU),The Netherlands (EU),Seed,5,7882893
Austria (EU),United Kingdom (EU),Seed,19,68002246
Czech Republic (EU),Georgia (US),Seed,2,8062956
Czech Republic (EU),Germany (EU),Seed,8,14653154
Czech Republic (EU),New York (US),Seed,6,11940358
Czech Republic (EU),Switzerland (EU),Seed,2,1135931
Czech Republic (EU),The Netherlands (EU),Seed,3,7048734
Czech Republic (EU),United Kingdom (EU),Seed,9,24469248
Georgia (US),Germany (EU),Seed,6,7667353
Georgia (US),New York (US),Seed,30,75083494
Georgia (US),Switzerland (EU),Seed,3,2490990
Georgia (US),The Netherlands (EU),Seed,2,3745455
Georgia (US),United Kingdom (EU),Seed,15,46982990
Germany (EU),New York (US),Seed,69,178856564
Germany (EU),Switzerland (EU),Seed,53,180709847
Germany (EU),The Netherlands (EU),Seed,35,136102269
New York (US),The Netherlands (EU),Seed,33,78892146
Switzerland (EU),The Netherlands (EU),Seed,11,27434985
Switzerland (EU),United Kingdom (EU),Seed,50,147813823
The Netherlands (EU),United Kingdom (EU),Seed,30,84988547
Germany (EU),Germany (EU),Seed,142,441908392
Austria (EU),Austria (EU),Seed,7,15386163
Austria (EU),Poland (EU),Seed,2,3377896
France (EU),Germany (EU),Seed,46,234440785
France (EU),Poland (EU),Seed,5,21828356
France (EU),Switzerland (EU),Seed,29,94769180
France (EU),United Kingdom (EU),Seed,57,237156406
Germany (EU),Poland (EU),Seed,11,44312965
Poland (EU),Switzerland (EU),Seed,5,8562513
Poland (EU),United Kingdom (EU),Seed,12,28307040
France (EU),France (EU),Seed,155,582244029
Czech Republic (EU),Czech Republic (EU),Seed,19,31188647
Czech Republic (EU),Hungary (EU),Seed,1,3238282
Czech Republic (EU),Italy (EU),Seed,1,3238282
Czech Republic (EU),Massachusetts (US),Seed,3,9328759
Hungary (EU),Italy (EU),Seed,1,3238282
Hungary (EU),Massachusetts (US),Seed,1,3238282
Italy (EU),Massachusetts (US),Seed,2,9608661
Austria (EU),Sweden (EU),Seed,4,8912538
Germany (EU),Sweden (EU),Seed,14,55536775
Sweden (EU),United Kingdom (EU),Seed,24,107793094
Austria (EU),California (US),Seed,21,66671179
Austria (EU),Finland (EU),Series A,1,11409013
Austria (EU),Germany (EU),Series A,14,171648739
Austria (EU),United Kingdom (EU),Series A,10,97430125
Germany (EU),Germany (EU),Series A,66,713322956
Austria (EU),New York (US),Series A,5,61601397
Austria (EU),Switzerland (EU),Series A,5,33789336
Germany (EU),New York (US),Series A,48,465760870
Germany (EU),Switzerland (EU),Series A,27,378373417
New York (US),Switzerland (EU),Series A,26,380679337
Austria (EU),Austria (EU),Series A,2,15839132
Austria (EU),France (EU),Series B,3,25693339
Austria (EU),Germany (EU),Series B,5,47644451
Austria (EU),Thailand (Else),Series B,1,5783141
Austria (EU),United Kingdom (EU),Series B,4,47916252
France (EU),Germany (EU),Series B,24,508968834
France (EU),Thailand (Else),Series B,1,5783141
France (EU),United Kingdom (EU),Series B,40,740425364
Germany (EU),Thailand (Else),Series B,2,18674712
Thailand (Else),United Kingdom (EU),Series B,2,28318816
Germany (EU),Germany (EU),Series B,19,459691852
Hungary (EU),United Kingdom (EU),Series B,4,63969433
Austria (EU),California (US),Series C,1,15060276
Austria (EU),Finland (EU),Series C,1,15060276
Austria (EU),France (EU),Series C,2,45060276
Austria (EU),New York (US),Series C,2,52590414
Austria (EU),Spain (EU),Series C,1,22590414
California (US),Finland (EU),Series C,3,156326943
California (US),France (EU),Series C,21,2288394142
California (US),New York (US),Series C,123,10603599698
California (US),Spain (EU),Series C,4,74247705
Finland (EU),France (EU),Series C,1,15060276
Finland (EU),New York (US),Series C,3,166157081
Finland (EU),Spain (EU),Series C,1,22590414
France (EU),New York (US),Series C,17,738013644
France (EU),Spain (EU),Series C,4,116274862
New York (US),Spain (EU),Series C,3,115120552
New York (US),New York (US),Series C,65,3444906776
Spain (EU),Spain (EU),Series C,3,49675446
California (US),Cayman Islands (Else),Series Unknown,10,1854031162
California (US),Germany (EU),Series Unknown,26,389600654
California (US),Switzerland (EU),Series Unknown,16,1045599813
California (US),The Netherlands (EU),Series Unknown,15,157169381
California (US),United Arab Emirates (Else),Series Unknown,15,12755272462
Cayman Islands (Else),Germany (EU),Series Unknown,4,29868535
Cayman Islands (Else),Switzerland (EU),Series Unknown,2,15121212
Cayman Islands (Else),The Netherlands (EU),Series Unknown,1,2444444
Cayman Islands (Else),United Arab Emirates (Else),Series Unknown,2,448111111
Cayman Islands (Else),United Kingdom (EU),Series Unknown,3,28753535
Germany (EU),Switzerland (EU),Series Unknown,8,109554349
Germany (EU),The Netherlands (EU),Series Unknown,15,433219111
Germany (EU),United Arab Emirates (Else),Series Unknown,6,29325758
Germany (EU),United Kingdom (EU),Series Unknown,19,305977443
Switzerland (EU),The Netherlands (EU),Series Unknown,4,28525427
Switzerland (EU),United Arab Emirates (Else),Series Unknown,5,455102609
Switzerland (EU),United Kingdom (EU),Series Unknown,16,305421024
The Netherlands (EU),United Arab Emirates (Else),Series Unknown,3,11997174
United Arab Emirates (Else),United Kingdom (EU),Series Unknown,9,1720334219
Switzerland (EU),Switzerland (EU),Series Unknown,4,15313948
United Arab Emirates (Else),United Arab Emirates (Else),Series Unknown,4,22277778
Azerbaijan (Else),California (US),Pre Seed,1,100000
Saudi Arabia (Else),United Arab Emirates (Else),Pre Seed,9,12850000
California (US),Vietnam (Else),Seed,5,19942222
Singapore (Else),Vietnam (Else),Seed,6,9057778
Bangladesh (Else),Hong Kong (Else),Seed,1,1600000
Bangladesh (Else),Singapore (Else),Seed,1,405000
Belgium (EU),New York (US),Pre Seed,3,4821897
Belgium (EU),Belgium (EU),Pre Seed,12,13673418
Belgium (EU),United Kingdom (EU),Pre Seed,10,9931309
Belgium (EU),Luxembourg (EU),Pre Seed,2,2954328
Belgium (EU),Spain (EU),Pre Seed,2,2061297
Luxembourg (EU),Spain (EU),Pre Seed,1,1761297
Spain (EU),Spain (EU),Pre Seed,21,19430668
Belgium (EU),France (EU),Pre Seed,4,5553179
France (EU),Luxembourg (EU),Pre Seed,1,890065
France (EU),United Kingdom (EU),Pre Seed,19,43030334
Belgium (EU),California (US),Pre Seed,6,8218332
California (US),New York (US),Pre Seed,177,248574570
Belgium (EU),Belgium (EU),Seed,32,89137183
Belgium (EU),The Netherlands (EU),Seed,14,94125876
Belgium (EU),United Kingdom (EU),Seed,23,119480438
Belgium (EU),California (US),Seed,19,94395121
Belgium (EU),New York (US),Seed,10,61369393
Belgium (EU),Greece (EU),Seed,2,2306396
Greece (EU),Greece (EU),Seed,7,7907940
Belgium (EU),Indiana (US),Seed,1,5170802
Belgium (EU),France (EU),Seed,16,92170248
Belgium (EU),Switzerland (EU),Seed,8,30073404
Belgium (EU),Luxembourg (EU),Seed,1,3776032
Belgium (EU),Germany (EU),Seed,14,53490072
Spain (EU),Spain (EU),Seed,67,159249462
Belgium (EU),Denmark (EU),Series A,5,97707169
Belgium (EU),France (EU),Series A,13,240688951
Belgium (EU),Indiana (US),Series A,1,50361562
Belgium (EU),Spain (EU),Series A,4,72208660
Denmark (EU),France (EU),Series A,9,124773784
Denmark (EU),Indiana (US),Series A,2,63512229
Denmark (EU),Spain (EU),Series A,4,34176280
France (EU),Indiana (US),Series A,3,56998963
France (EU),Spain (EU),Series A,17,231286304
Indiana (US),Spain (EU),Series A,2,28605369
Belgium (EU),Belgium (EU),Series A,12,137529796
France (EU),France (EU),Series A,56,596426401
Morocco (Else),Singapore (Else),Series A,3,18777913
Belgium (EU),The Netherlands (EU),Series A,13,138747469
Belgium (EU),Michigan (US),Series A,1,23424991
Belgium (EU),California (US),Series A,7,86144129
Belgium (EU),Finland (EU),Series A,6,65749707
Belgium (EU),New York (US),Series A,8,101218383
Belgium (EU),South Carolina (US),Series A,1,20882812
Finland (EU),New York (US),Series A,5,58525509
Finland (EU),South Carolina (US),Series A,1,6960937
New York (US),South Carolina (US),Series A,5,48812940
Belgium (EU),Portugal (EU),Series A,1,6903887
South Carolina (US),South Korea (Else),Series A,2,13373686
