from,to,round,deals,value
Canada (Else),Tennessee (US),Series Unknown,2,2464562
Illinois (US),Minnesota (US),Series Unknown,2,8728726
Illinois (US),New York (US),Series Unknown,4,21505324
Illinois (US),Tennessee (US),Series Unknown,3,4004562
Minnesota (US),New York (US),Series Unknown,5,39647868
Minnesota (US),Tennessee (US),Series Unknown,1,1152500
New York (US),Tennessee (US),Series Unknown,3,5352873
China (Else),China (Else),Undisclosed,1,8819533
Cyprus (EU),Russian Federation (Else),Series Unknown,1,7000000
Denmark (EU),Denmark (EU),Seed,3,6130311
Denmark (EU),France (EU),Seed,1,6000000
The Netherlands (EU),United Kingdom (EU),Seed,4,1118143
Denmark (EU),Germany (EU),Series C,1,3150000
Denmark (EU),Sweden (EU),Series C,2,13296429
Germany (EU),Sweden (EU),Series C,3,26012150
Sweden (EU),Sweden (EU),Series C,1,3150000
Estonia (EU),Hong Kong (Else),Series A,1,4000000
Estonia (EU),Japan (Else),Series A,1,4000000
Estonia (EU),Singapore (Else),Series A,1,4000000
Hong Kong (Else),Japan (Else),Series A,1,4000000
Hong Kong (Else),Singapore (Else),Series A,1,4000000
Japan (Else),Singapore (Else),Series A,1,4000000
Estonia (EU),Estonia (EU),Series A,1,2549098
Finland (EU),New York (US),Angel,1,530872
Finland (EU),Finland (EU),Angel,1,398154
Estonia (EU),Finland (EU),Seed,1,3700000
Finland (EU),Finland (EU),Seed,4,4933720
Finland (EU),Maryland (US),Seed,1,1500000
United Kingdom (EU),United Kingdom (EU),Seed,16,14300752
Finland (EU),Finland (EU),Series A,3,10709099
Finland (EU),Singapore (Else),Series Unknown,1,3760000
Finland (EU),Finland (EU),Series Unknown,2,28706535
France (EU),Portugal (EU),Angel,1,778072
France (EU),United Kingdom (EU),Angel,1,778072
Portugal (EU),United Kingdom (EU),Angel,1,172905
France (EU),France (EU),Angel,3,988863
Canada (Else),France (EU),Angel,1,72115
Belgium (EU),Switzerland (EU),Angel,2,290395
Connecticut (US),France (EU),Private Equity,1,10023259
France (EU),France (EU),Private Equity,2,43564571
France (EU),New York (US),Seed,5,2464286
France (EU),France (EU),Seed,10,15911462
France (EU),United Kingdom (EU),Seed,2,3427099
New York (US),New York (US),Seed,40,25807708
Canada (Else),France (EU),Seed,1,90321
Canada (Else),Singapore (Else),Seed,1,90321
France (EU),Singapore (Else),Seed,1,90321
France (EU),France (EU),Series A,17,89597631
Brazil (Else),France (EU),Series A,1,1900000
France (EU),Spain (EU),Series A,1,1530557
France (EU),Massachusetts (US),Series B,2,20620073
France (EU),Switzerland (EU),Series B,2,20620073
Massachusetts (US),Switzerland (EU),Series B,5,88267162
France (EU),France (EU),Series B,13,88347920
France (EU),Nigeria (Else),Series B,1,453000
France (EU),Germany (EU),Series C,2,43012648
France (EU),Japan (Else),Series C,1,32251947
France (EU),Michigan (US),Series C,1,32251947
France (EU),Mississippi (US),Series C,1,32251947
France (EU),New York (US),Series C,2,82251947
France (EU),Sweden (EU),Series C,1,32251947
Germany (EU),Japan (Else),Series C,1,12900779
Germany (EU),Michigan (US),Series C,1,12900779
Germany (EU),Mississippi (US),Series C,1,12900779
Germany (EU),New York (US),Series C,2,22900779
Japan (Else),Michigan (US),Series C,1,12900779
Japan (Else),Mississippi (US),Series C,1,12900779
Japan (Else),New York (US),Series C,3,31100779
Japan (Else),Sweden (EU),Series C,1,12900779
Michigan (US),Mississippi (US),Series C,1,12900779
Michigan (US),New York (US),Series C,1,12900779
Michigan (US),Sweden (EU),Series C,1,12900779
Mississippi (US),New York (US),Series C,2,26234112
Mississippi (US),Sweden (EU),Series C,1,12900779
New York (US),Sweden (EU),Series C,5,50605541
France (EU),France (EU),Series C,9,126399084
California (US),France (EU),Series C,6,110780477
France (EU),United Kingdom (EU),Series C,3,59901146
France (EU),France (EU),Series D,7,64732728
Canada (Else),France (EU),Series D,1,12000000
Canada (Else),The Netherlands (EU),Series D,1,6000000
France (EU),The Netherlands (EU),Series D,1,12000000
France (EU),Germany (EU),Series D,4,71609581
Belgium (EU),California (US),Series D,2,37260000
Belgium (EU),Finland (EU),Series D,1,10833333
Belgium (EU),France (EU),Series D,1,10833333
Belgium (EU),Illinois (US),Series D,1,10833333
Belgium (EU),Israel (Else),Series D,1,10833333
Belgium (EU),Singapore (Else),Series D,1,10833333
Belgium (EU),South Korea (Else),Series D,1,10833333
California (US),Finland (EU),Series D,1,32500000
California (US),France (EU),Series D,5,187322222
California (US),Illinois (US),Series D,11,193644857
California (US),Israel (Else),Series D,5,75900000
California (US),South Korea (Else),Series D,3,46522222
Finland (EU),France (EU),Series D,1,10833333
Finland (EU),Illinois (US),Series D,1,10833333
Finland (EU),Israel (Else),Series D,1,10833333
Finland (EU),Singapore (Else),Series D,1,10833333
Finland (EU),South Korea (Else),Series D,1,10833333
France (EU),Illinois (US),Series D,2,14033333
France (EU),Israel (Else),Series D,1,10833333
France (EU),Singapore (Else),Series D,2,77333333
France (EU),South Korea (Else),Series D,2,17766667
Illinois (US),Israel (Else),Series D,2,17833333
Illinois (US),Singapore (Else),Series D,3,27309524
Illinois (US),South Korea (Else),Series D,1,10833333
Israel (Else),South Korea (Else),Series D,1,10833333
Singapore (Else),South Korea (Else),Series D,1,10833333
France (EU),France (EU),Series E,1,8720861
France (EU),France (EU),Series Unknown,18,110680111
Belgium (EU),California (US),Series Unknown,1,11378648
Belgium (EU),France (EU),Series Unknown,2,12568648
France (EU),Germany (EU),Series Unknown,4,11291965
France (EU),New York (US),Series Unknown,2,4901333
France (EU),United Kingdom (EU),Series Unknown,3,9559809
Germany (EU),New York (US),Series Unknown,3,12163333
Germany (EU),United Kingdom (EU),Series Unknown,3,12596667
New York (US),United Kingdom (EU),Series Unknown,9,42888288
France (EU),Russian Federation (Else),Series Unknown,1,14780000
France (EU),The Netherlands (EU),Undisclosed,1,2339806
The Netherlands (EU),The Netherlands (EU),Undisclosed,1,1754854
Germany (EU),Massachusetts (US),Private Equity,1,87164960
Germany (EU),Germany (EU),Private Equity,2,68109973
Germany (EU),Germany (EU),Seed,5,3587916
Germany (EU),New York (US),Seed,2,1809934
Germany (EU),Ohio (US),Seed,2,2067077
New York (US),Ohio (US),Seed,1,833538
Germany (EU),Texas (US),Seed,1,1806000
Germany (EU),Switzerland (EU),Seed,2,1247580
California (US),Germany (EU),Series A,2,8220000
California (US),Ohio (US),Series A,3,6725714
Germany (EU),Ohio (US),Series A,2,8220000
Germany (EU),Germany (EU),Series A,6,19379231
New York (US),Switzerland (EU),Series A,1,6215720
Germany (EU),Qatar (Else),Series A,1,2000000
California (US),France (EU),Series A,2,5190000
Brazil (Else),Luxembourg (EU),Series B,1,9374167
California (US),France (EU),Series B,2,10108760
France (EU),Germany (EU),Series B,2,10758984
Germany (EU),Germany (EU),Series B,9,34414892
Denmark (EU),Switzerland (EU),Series C,2,35060583
Switzerland (EU),Switzerland (EU),Series C,4,39372464
Germany (EU),Germany (EU),Series C,5,99468495
Germany (EU),Switzerland (EU),Series C,4,39514665
Germany (EU),The Netherlands (EU),Series C,1,6496125
Switzerland (EU),The Netherlands (EU),Series C,2,25346125
Germany (EU),Massachusetts (US),Series D,6,40207398
Germany (EU),The Netherlands (EU),Series D,1,3572478
Massachusetts (US),The Netherlands (EU),Series D,2,5536239
Germany (EU),Germany (EU),Series D,3,28878801
France (EU),New York (US),Series D,2,68099443
France (EU),Switzerland (EU),Series D,2,25032776
Germany (EU),New York (US),Series D,3,34247512
Germany (EU),Switzerland (EU),Series D,2,27624304
New York (US),Switzerland (EU),Series D,1,9049722
Germany (EU),Germany (EU),Series Unknown,12,69426606
District of Columbia (US),Germany (EU),Series Unknown,2,6400000
Cayman Islands (Else),Germany (EU),Series Unknown,1,9669271
Cayman Islands (Else),Switzerland (EU),Series Unknown,1,9669271
Cayman Islands (Else),The Netherlands (EU),Series Unknown,1,9669271
Germany (EU),Switzerland (EU),Series Unknown,2,11097842
Germany (EU),The Netherlands (EU),Series Unknown,1,9669271
Switzerland (EU),The Netherlands (EU),Series Unknown,2,10669271
California (US),Germany (EU),Series Unknown,6,40927140
California (US),Poland (EU),Series Unknown,2,13394572
China (Else),North Carolina (US),Post IPO Equity,1,48500000
California (US),New York (US),Series B,48,784833650
Hong Kong (Else),New York (US),Series B,1,14400000
China (Else),Spain (EU),Series Unknown,1,10004855
Hong Kong (Else),Spain (EU),Series Unknown,1,10004855
California (US),India (Else),Angel,1,122682
Germany (EU),The Netherlands (EU),Post IPO Debt,1,326666667
Germany (EU),United Kingdom (EU),Post IPO Debt,1,326666667
The Netherlands (EU),United Kingdom (EU),Post IPO Debt,1,326666667
Malaysia (Else),United Kingdom (EU),Post IPO Equity,1,179248668
India (Else),India (Else),Pre Seed,1,15764884
Singapore (Else),United Kingdom (EU),Private Equity,1,153557964
India (Else),India (Else),Private Equity,2,79519684
Japan (Else),Switzerland (EU),Private Equity,1,14266025
California (US),India (Else),Private Equity,1,13510237
Connecticut (US),District of Columbia (US),Private Equity,1,50000000
Florida (US),Georgia (US),Seed,2,1250000
California (US),India (Else),Series A,3,6679470
Germany (EU),Washington (US),Series A,1,3224120
India (Else),India (Else),Series A,3,8466667
California (US),India (Else),Series B,4,26166667
India (Else),India (Else),Series B,2,12333333
California (US),Philippines (Else),Series B,2,25125000
Hong Kong (Else),India (Else),Series B,1,6666667
Hong Kong (Else),Washington (US),Series B,1,6666667
India (Else),Washington (US),Series B,1,6666667
California (US),District of Columbia (US),Series B,5,41000000
California (US),Mauritius (Else),Series B,4,43666667
District of Columbia (US),Mauritius (Else),Series B,1,6666667
District of Columbia (US),India (Else),Series B,1,4666667
California (US),Singapore (Else),Series B,4,30552381
California (US),India (Else),Series C,1,10000000
California (US),Texas (US),Series C,13,135070424
India (Else),Texas (US),Series C,1,10000000
California (US),India (Else),Series D,2,27122222
California (US),Texas (US),Series D,12,210516651
India (Else),Texas (US),Series D,2,19622222
Ireland (EU),New York (US),Series Unknown,1,100000000
Ireland (EU),Ireland (EU),Series Unknown,7,77180877
California (US),India (Else),Series Unknown,4,30575348
India (Else),The Netherlands (EU),Series Unknown,1,26500000
India (Else),India (Else),Series Unknown,4,38877000
Texas (US),Washington (US),Series Unknown,1,4134000
India (Else),Massachusetts (US),Series Unknown,2,34666667
India (Else),Mauritius (Else),Series Unknown,1,28666667
Massachusetts (US),Mauritius (Else),Series Unknown,1,28666667
Germany (EU),Switzerland (EU),Debt Financing,1,615000000
Luxembourg (EU),New York (US),Private Equity,1,500000000
Luxembourg (EU),United Kingdom (EU),Private Equity,1,500000000
New York (US),United Kingdom (EU),Private Equity,3,720293409
Ireland (EU),Ireland (EU),Seed,3,3609913
Gibraltar (Else),United Kingdom (EU),Seed,1,881079
Ireland (EU),Ireland (EU),Series A,2,4396868
United Kingdom (EU),United Kingdom (EU),Series A,14,53763987
California (US),Germany (EU),Series D,8,88904097
California (US),Ireland (EU),Series D,2,16645430
California (US),United Kingdom (EU),Series D,11,176780456
Germany (EU),Ireland (EU),Series D,1,5845430
Germany (EU),United Kingdom (EU),Series D,3,24636541
Ireland (EU),New York (US),Series D,1,5845430
Ireland (EU),United Kingdom (EU),Series D,1,5845430
New York (US),United Kingdom (EU),Series D,4,34900986
United Kingdom (EU),United Kingdom (EU),Series Unknown,47,186316688
Ireland (EU),Pennsylvania (US),Series Unknown,1,7000000
Ireland (EU),United Kingdom (EU),Series Unknown,2,9700000
Pennsylvania (US),United Kingdom (EU),Series Unknown,2,10690000
California (US),Israel (Else),Pre Seed,1,600000
California (US),New York (US),Pre Seed,2,715000
Israel (Else),New York (US),Pre Seed,1,600000
France (EU),Illinois (US),Seed,1,175000
Israel (Else),Massachusetts (US),Seed,1,830000
Israel (Else),Israel (Else),Seed,3,1263333
California (US),Israel (Else),Seed,2,1450000
Massachusetts (US),Massachusetts (US),Series A,21,135028600
California (US),Israel (Else),Series A,5,19659574
Israel (Else),Israel (Else),Series A,5,26433333
Israel (Else),Israel (Else),Series B,8,150605952
Israel (Else),Massachusetts (US),Series B,3,12085714
Massachusetts (US),Singapore (Else),Series B,1,28571
Israel (Else),Russian Federation (Else),Series B,1,4300000
Delaware (US),Israel (Else),Series B,1,11866667
Delaware (US),New York (US),Series B,2,46666667
Israel (Else),New York (US),Series B,2,245200000
Israel (Else),United Kingdom (EU),Series C,2,6400000
California (US),Israel (Else),Series C,8,70575000
Israel (Else),Israel (Else),Series C,8,41385561
California (US),Luxembourg (EU),Series C,2,12400000
Israel (Else),Ohio (US),Series C,1,10833333
Israel (Else),The Netherlands (EU),Series C,1,10833333
Ohio (US),The Netherlands (EU),Series C,1,4333333
Arizona (US),Israel (Else),Series C,1,1800000
Arizona (US),Texas (US),Series C,1,1200000
Israel (Else),Texas (US),Series C,1,1800000
California (US),Germany (EU),Series C,6,118278040
Germany (EU),Israel (Else),Series C,1,3675000
California (US),Virginia (US),Series C,4,50000000
California (US),West Virginia (US),Series C,2,16666667
Israel (Else),Singapore (Else),Series C,2,10000000
Israel (Else),Virginia (US),Series C,1,5000000
Israel (Else),West Virginia (US),Series C,2,7500000
Singapore (Else),Virginia (US),Series C,1,7500000
Singapore (Else),West Virginia (US),Series C,2,9166667
Virginia (US),West Virginia (US),Series C,1,5000000
Singapore (Else),Singapore (Else),Series C,1,5000000
Germany (EU),Israel (Else),Series D,2,26700000
Israel (Else),Massachusetts (US),Series D,1,7500000
Israel (Else),Israel (Else),Series D,2,19400000
Israel (Else),New York (US),Series D,1,14000000
Israel (Else),United Kingdom (EU),Series D,1,7200000
United Kingdom (EU),United Kingdom (EU),Series D,7,61581116
Florida (US),Israel (Else),Series Unknown,1,8800000
Israel (Else),Singapore (Else),Series Unknown,3,17900000
Israel (Else),Israel (Else),Series Unknown,7,29658333
California (US),Israel (Else),Series Unknown,1,2000000
Germany (EU),Israel (Else),Series Unknown,1,7500000
Germany (EU),Massachusetts (US),Series Unknown,2,12166667
Israel (Else),Massachusetts (US),Series Unknown,2,14850000
Israel (Else),New York (US),Series Unknown,2,12683333
Israel (Else),West Virginia (US),Series Unknown,1,5333333
New York (US),West Virginia (US),Series Unknown,1,5333333
Israel (Else),Wisconsin (US),Series Unknown,1,3000000
France (EU),Italy (EU),Series Unknown,1,3500116
Italy (EU),Italy (EU),Series Unknown,1,6830000
Japan (Else),Japan (Else),Corporate Round,3,2518830
Japan (Else),Nigeria (Else),Seed,2,374636
Japan (Else),Japan (Else),Seed,4,2882096
France (EU),Hong Kong (Else),Series A,1,13000000
California (US),Japan (Else),Series A,4,19609380
Japan (Else),Japan (Else),Series A,2,5230141
Japan (Else),Japan (Else),Series B,3,10107443
California (US),Japan (Else),Series B,8,376416227
Japan (Else),New York (US),Series B,7,56145055
Japan (Else),Singapore (Else),Series B,2,21866667
New York (US),Singapore (Else),Series B,2,19466667
Japan (Else),Japan (Else),Series Unknown,8,316596381
France (EU),Japan (Else),Series Unknown,1,4900000
Germany (EU),Japan (Else),Series Unknown,1,4900000
Massachusetts (US),United Kingdom (EU),Private Equity,2,57136000
United Arab Emirates (Else),United Arab Emirates (Else),Seed,1,15000
Norway (EU),The Netherlands (EU),Private Equity,1,9533333
Norway (EU),Tunisia (Else),Private Equity,1,9533333
The Netherlands (EU),Tunisia (Else),Private Equity,1,9533333
New York (US),Uganda (Else),Series Unknown,1,2100000
California (US),United Arab Emirates (Else),Series A,3,9557143
Malaysia (Else),Russian Federation (Else),Private Equity,1,3333333
Malaysia (Else),Singapore (Else),Private Equity,1,3333333
Russian Federation (Else),Singapore (Else),Private Equity,1,3333333
Mexico (Else),Spain (EU),Seed,1,408827
New Zealand (Else),New Zealand (Else),Angel,1,1500000
New Zealand (Else),New Zealand (Else),Pre Seed,1,551522
New Zealand (Else),New Zealand (Else),Seed,1,19941954
Massachusetts (US),New York (US),Series Unknown,20,152766600
United Kingdom (EU),United Kingdom (EU),Convertible Note,1,13928585
United Kingdom (EU),United Kingdom (EU),Private Equity,2,137195606
France (EU),Singapore (Else),Series A,1,2500000
Norway (EU),Sweden (EU),Series C,2,22272742
Norway (EU),Norway (EU),Series C,2,16246223
Norway (EU),Norway (EU),Series Unknown,5,22657024
Norway (EU),Sweden (EU),Series Unknown,3,24014822
Norway (EU),United Kingdom (EU),Series Unknown,3,19084476
California (US),Norway (EU),Series Unknown,1,4260000
Poland (EU),Poland (EU),Pre Seed,1,67799
Luxembourg (EU),Portugal (EU),Angel,1,459127
Portugal (EU),Portugal (EU),Angel,1,344345
California (US),Luxembourg (EU),Series A,2,6659574
Russian Federation (Else),Sweden (EU),Series A,1,3000000
Sweden (EU),United Kingdom (EU),Series A,3,36777080
California (US),Russian Federation (Else),Series B,1,3333333
California (US),Sweden (EU),Series B,6,73466667
Russian Federation (Else),Sweden (EU),Series B,1,3333333
California (US),Russian Federation (Else),Series Unknown,1,4859335
Singapore (Else),Singapore (Else),Seed,3,700000
California (US),France (EU),Seed,7,4609524
California (US),Kansas (US),Seed,1,857143
France (EU),Kansas (US),Seed,1,285714
India (Else),India (Else),Seed,1,75000
California (US),Japan (Else),Series C,4,51366667
Germany (EU),Singapore (Else),Series C,1,3500000
Germany (EU),United Kingdom (EU),Series C,1,3500000
Singapore (Else),Switzerland (EU),Series C,2,61500000
Singapore (Else),United Kingdom (EU),Series C,1,2333333
Switzerland (EU),United Kingdom (EU),Series C,2,29300000
California (US),Singapore (Else),Series Unknown,2,2802233
South Africa (Else),United Kingdom (EU),Debt Financing,1,135000000
California (US),China (Else),Post IPO Equity,1,10000000
California (US),California (US),Post IPO Equity,6,30753333
California (US),South Korea (Else),Angel,1,430797
South Korea (Else),South Korea (Else),Angel,1,323098
South Korea (Else),South Korea (Else),Seed,1,499016
New York (US),South Korea (Else),Seed,1,2787366
South Korea (Else),South Korea (Else),Series Unknown,2,14800000
