geo,domain,count
Cleveland (1696),F02M,1
Dortmund (732),C10L,2
Dortmund (732),C01B,8
Dortmund (732),Y02P,9
s-Gravenhage (The Hague) (1224),F01N,1
s-Gravenhage (The Hague) (1224),Y02A,4
Rotterdam (1223),F01N,2
Rotterdam (1223),Y02A,7
Valenciennes (723),C01P,3
Valenciennes (723),B01D,6
Valenciennes (723),C01G,3
Valenciennes (723),Y02A,3
Valenciennes (723),Y02T,3
Santa Rosa (1788),C02F,3
Santa Rosa (1788),B01D,2
Santa Rosa (1788),Y02A,4
Santa Rosa (1788),Y02W,1
Concord (1700),C02F,4
Concord (1700),B01D,9
Charlotte (1692),C08J,3
Charlotte (1692),B01J,1
Chon Buri (1559),C08J,1
Chon Buri (1559),A61L,2
Chon Buri (1559),C08F,2
Chon Buri (1559),B01J,1
Chon Buri (1559),B01D,1
Huzhou (322),C02F,1
Huzhou (322),B01D,2
Huzhou (322),B01J,1
Bern (1540),G02B,2
Bern (1540),B29B,1
Philadelphia (1766),C10L,3
Sacramento (1781),C40B,3
Louisville (1743),G01F,2
Louisville (1743),B01J,8
Muenster (Westfalen) (744),B01J,6
Beijing (204),C01B,4
Beijing (204),C10G,9
San Diego (1784),C07B,4
Busan (1374),B01J,7
Busan (1374),C07C,6
Kitchener-Cambrigde-Waterloo (165),C10G,3
Kitchener-Cambrigde-Waterloo (165),B01J,2
Los Angeles-Long Beach-Santa Ana (1742),G01L,1
Mission Viejo (1750),G01L,1
Basel (1539),B01L,3
Sydney (50),B02C,4
K<f6>ln (Cologne) (741),F16M,1
K<f6>ln (Cologne) (741),B04B,2
Chicago (1694),A62C,1
Hannover (739),B05B,2
Bielefeld (728),B05B,2
Hefa (Haifa) (1023),B05B,4
Manchester (1650),B05B,4
Liverpool (1648),B05B,5
Z<fc>rich (Zurich) (1543),B21B,2
Z<fc>rich (Zurich) (1543),C25D,2
Z<fc>rich (Zurich) (1543),C23F,2
Z<fc>rich (Zurich) (1543),F21V,3
M<fc>nchen (Munich) (745),B21B,1
M<fc>nchen (Munich) (745),C23F,1
Melbourne (46),B21D,3
Melbourne (46),B23D,1
Jamshedpur (846),B21B,1
Jamshedpur (846),C21D,1
Sendai (1084),B21C,1
Nottingham (1653),F16C,2
Nottingham (1653),B21D,2
Nottingham (1653),B64D,1
Kitakyushu-Fukuoka (1068),B21H,2
Harrisburg (1721),B21D,1
Koriyama (1070),B22D,1
Koriyama (1070),B21C,1
Koriyama (1070),C22F,1
Hamburg (738),B22D,3
Hamburg (738),B02C,1
Duesseldorf (734),B22F,1
Duesseldorf (734),B24B,4
Duesseldorf (734),B23B,3
The Woodlands (1802),B23B,1
Adelaide (41),Y10T,9
 (NA),B23F,4
Bern (1540),F02M,1
Stuttgart (747),B25D,5
Temecula-Murrieta (1801),B25C,1
The Woodlands (1802),B25C,1
Hiroshima (1063),B25J,4
Hiroshima (1063),G05B,2
Campinas (98),B23D,1
Stockholm (1538),A62D,1
Stockholm (1538),B27N,1
Lyon (710),B28B,2
Lyon (710),C10N,3
Lyon (710),C10M,3
Bonn (730),B29K,8
Singapore (1490),B01L,7
Singapore (1490),B29K,1
Singapore (1490),B29C,3
Singapore (1490),Y10T,12
Singapore (1490),B29L,3
Incheon (1385),F16H,2
San Jose (1786),B29D,3
San Jose (1786),A43B,6
K<f6>ln (Cologne) (741),B30B,2
K<f6>ln (Cologne) (741),F16J,3
s-Gravenhage (The Hague) (1224),B32B,5
Nashville-Davidson (1755),D04H,8
Charlotte (1692),E04C,2
Charlotte (1692),B28B,3
Tampa-St. Petersburg (1800),E04C,1
Tampa-St. Petersburg (1800),B28B,1
Rotterdam (1223),B21D,3
Daejon (1379),H05K,9
Daejon (1379),B32B,6
Jeonju (1387),H05K,1
Jeonju (1387),B32B,1
Charleroi (76),B60J,2
Pittsburgh (1768),B29C,18
Pittsburgh (1768),B29K,11
Sydney (50),B32B,3
Sydney (50),B31D,1
Kitakyushu-Fukuoka (1068),D06N,1
Kitakyushu-Fukuoka (1068),C09D,2
Kitakyushu-Fukuoka (1068),C08K,1
Leipzig (742),B41F,1
Mannheim (743),F16C,6
Kyoto–Osaka–Kobe (1067),H10B,9
Providence (1772),B42D,2
Wien (Vienna) (52),B42F,2
Wien (Vienna) (52),Y10S,4
Amsterdam (1221),B42F,2
Amsterdam (1221),B43K,1
Cape Town (1498),B60C,1
Milano (Milan) (1040),B60C,22
Seregno (1051),Y10T,2
Seregno (1051),B60C,1
Stuttgart (747),B60B,2
Stuttgart (747),B60C,9
Portland (1770),F24F,2
Ulsan (1394),F24F,1
Bridgeport-Stamford (1688),E06B,1
Nagoya (1061),B60J,11
Duesseldorf (734),B60J,8
Charleroi (76),B60K,1
Windsor (176),B29K,1
Windsor (176),B60K,2
Windsor (176),B29L,2
Windsor (176),C08J,1
Windsor (176),B29C,2
Preston (1654),B60W,4
Gwangju (1383),B60L,1
Gwangju (1383),B60Y,1
Gwangju (1383),B60K,1
Gwangju (1383),Y02T,2
Gwangju (1383),H02K,3
Akron (1671),B60R,2
Greensboro (1719),B60P,1
Winston-Salem (1812),G05B,1
Winston-Salem (1812),G07C,1
Maebashi-Takasaki (1074),B60R,4
Maebashi-Takasaki (1074),B60Q,1
Adelaide (41),H01H,2
Adelaide (41),G01K,2
Adelaide (41),H02H,1
Helsinki (702),B60T,1
Bern (1540),B62B,2
Hamburg (738),F16F,3
Mission Viejo (1750),B62K,1
Lyon (710),B62L,2
Lyon (710),F16D,2
Firenze (Florence) (1036),B63H,1
Firenze (Florence) (1036),B63B,1
s-Gravenhage (The Hague) (1224),B63H,2
s-Gravenhage (The Hague) (1224),F03G,1
s-Gravenhage (The Hague) (1224),B63B,4
s-Gravenhage (The Hague) (1224),B63J,1
Stockholm (1538),A62B,4
Stockholm (1538),B63C,2
K<f8>benhavn (Copenhagen) (672),B63H,1
Johannesburg (1502),F16H,3
Johannesburg (1502),B63H,1
Hamburg (738),B64C,3
Tampa-St. Petersburg (1800),G07C,1
Tampa-St. Petersburg (1800),B64F,1
Denver-Aurora (1707),B64F,3
"Washington, D.C. (1810)",B64F,2
Lancaster-Palmdale (1736),F02K,1
Lancaster-Palmdale (1736),B64G,2
Modena (1041),H03J,1
Modena (1041),H03H,1
Paris (715),B65B,4
Z<fc>rich (Zurich) (1543),B63B,3
Z<fc>rich (Zurich) (1543),F16G,2
Modena (1041),B31B,3
Bergamo (1028),B31B,1
Bergamo (1028),B65B,1
Latina (1038),B31B,2
Latina (1038),B65B,3
Genova (Genoa) (1037),B65G,2
Genova (Genoa) (1037),B65B,2
Roma (Rome) (1049),B65G,1
Roma (Rome) (1049),B65B,2
Milano (Milan) (1040),B31B,1
Southend-On-Sea (1658),B65G,2
Southend-On-Sea (1658),B65C,1
Nice-Cannes (NA),Y10T,1
Nice-Cannes (NA),B65G,2
Nice-Cannes (NA),B65C,1
London (1649),B65G,5
London (1649),B65C,2
Manchester (1650),B65G,2
Manchester (1650),B65C,1
Grenoble (708),B65D,2
Fresno (1717),B65D,2
Nurenberg (746),B65D,4
"Columbus, Ohio (1699)",B67D,2
Valencia (1523),B65D,2
West Yorkshire (1663),F16K,3
Southend-On-Sea (1658),A24C,1
London (1649),A24C,1
Newcastle-Maitland (47),F42D,2
Duesseldorf (734),B65H,7
Firenze (Florence) (1036),B65H,1
Bologna (1029),B67B,2
Detroit (1709),C09C,2
Detroit (1709),C01G,3
Detroit (1709),C01P,4
Daejon (1379),F17C,2
Leipzig (742),Y10S,4
Leipzig (742),C01B,2
Stuttgart (747),C01B,3
Tokyo (1088),B82B,11
Frankfurt am Main (737),C09G,4
Nagano (1077),C03C,1
Paris (715),C01P,10
Paris (715),C01F,5
Valenciennes (723),C01B,1
Valenciennes (723),C04B,1
Valenciennes (723),C01F,1
Singapore (1490),C02F,6
Kansas City (1730),C02F,3
Kansas City (1730),B09C,1
Yanji (552),G01N,1
Yanji (552),C03B,1
Yanji (552),G02B,1
Bochum (729),C03B,2
Dortmund (732),C03B,3
Essen (736),C03B,2
Napoli (Naples) (1042),C03B,1
Okayama (1082),C03C,1
Fukuyama (1062),C03C,1
Kurashiki (1072),C03C,1
Hiroshima (1063),C03C,1
Grenoble (708),C03C,6
Bakersfield (1681),Y10T,1
Bakersfield (1681),C04B,1
Bakersfield (1681),Y02W,1
Hamilton (164),C04B,3
Raurkela (909),Y02W,1
Raurkela (909),C04B,1
Raurkela (909),Y02P,1
Mannheim (743),C04B,10
Ann Arbor (1675),C08J,5
Ann Arbor (1675),C09K,1
Ann Arbor (1675),C04B,4
Douai-Lens (707),C21C,1
Douai-Lens (707),C10B,1
Douai-Lens (707),C04B,2
Douai-Lens (707),C21B,1
Douai-Lens (707),F27D,1
 (NA),C05C,16
Glasgow (1645),C07B,1
New Haven (1756),C07J,1
Philadelphia (1766),C07B,4
Nanjing (405),C07C,7
Srinagar (923),C07C,1
Jammu (844),C07C,2
Valencia (1523),C07C,6
Bern (1540),C07B,1
Chandigarh (799),A61P,2
Chandigarh (799),Y02A,1
Busan (1374),C07D,6
Ningbo (412),B01D,1
Ningbo (412),C07D,1
Ningbo (412),B01J,1
Liverpool (1648),C07D,3
Denver-Aurora (1707),C07F,3
Fort Collins (1715),C07F,4
Seattle (1792),C07F,4
Tianjin (489),C07D,5
Leicester (1647),C07D,12
Ottawa-Gatineau (169),C07D,3
Zaragoza (1526),A61P,5
Zaragoza (1526),C07D,2
Lausanne (1542),C07D,11
Scranton (1791),C08L,1
Scranton (1791),C07F,1
Scranton (1791),C08G,1
Tampa-St. Petersburg (1800),C08L,2
Tampa-St. Petersburg (1800),C07F,3
Tampa-St. Petersburg (1800),G02B,5
Los Angeles-Long Beach-Santa Ana (1742),C09K,11
Los Angeles-Long Beach-Santa Ana (1742),C07F,3
Mission Viejo (1750),A01N,2
Greensboro (1719),C07H,1
Edinburgh (1644),C07H,1
Hong Kong (610),C07H,6
St. Louis (1797),C07J,2
Minneapolis-St. Paul (1749),C07J,1
Reading-Wokingham (1655),C07J,4
Los Angeles-Long Beach-Santa Ana (1742),C12P,3
S<e3>o Paulo (138),C12Q,1
Guangzhou (283),G16B,1
Rotterdam (1223),A61L,3
Gent (77),C07K,16
Z<fc>rich (Zurich) (1543),C08B,2
Edmonton (162),C08B,4
Edmonton (162),C12P,3
Lafayette (1733),C01P,1
Lafayette (1733),C01G,1
Lafayette (1733),C09C,1
Portland (1770),B08B,3
Teeside (Middlesbrough) (1662),C08F,1
Verona (1056),C08F,4
Manchester (1650),C08F,3
Leicester (1647),B01J,3
Leicester (1647),C07C,3
Leicester (1647),C08F,2
Leicester (1647),C07F,2
Helsinki (702),C08F,9
Helsinki (702),C07F,4
Tulsa (1806),C08J,1
Toyama (1089),G11B,1
Toyama (1089),C09K,2
Thessaloniki (754),B65D,1
Thessaloniki (754),Y10T,1
Thessaloniki (754),B32B,1
Lansing (1737),B65D,2
Lansing (1737),Y10T,10
Lansing (1737),B32B,1
Bauru (91),C08L,3
Bauru (91),C08K,2
Sapporo (1083),C08L,1
Rochester (1778),C09B,7
Rochester (1778),C07D,4
Okayama (1082),C09B,4
Sydney (50),C09K,1
Sydney (50),C09B,1
Z<fc>rich (Zurich) (1543),C09B,1
Atlanta (1678),C09B,1
Cleveland (1696),C01P,2
Cleveland (1696),C09C,1
Cleveland (1696),C04B,9
Basel (1539),H05K,2
Melbourne (46),C23F,2
Melbourne (46),C09D,4
Berlin (727),C09D,8
Charlotte (1692),C08L,5
Charlotte (1692),C09J,2
"Columbia, South Carolina (1698)",C08L,1
"Columbia, South Carolina (1698)",C09J,1
Gent (77),C09J,1
Mannheim (743),C23F,4
Tucson (1805),C09J,1
Tucson (1805),C09K,6
Tucson (1805),G02F,6
Tucson (1805),B60R,2
Pittsburgh (1768),C09K,14
Daejon (1379),Y02B,4
Victoria (175),C09K,1
K<f6>ln (Cologne) (741),B29K,14
Richmond (1776),E04D,2
Denver-Aurora (1707),E04B,4
Denver-Aurora (1707),C08K,3
Denver-Aurora (1707),B32B,3
Richmond (1776),D21H,4
Moskva (Moscow) (1427),C02F,3
Manchester (1650),C10G,2
Manchester (1650),F25J,3
Amsterdam (1221),C10J,4
Muenster (Westfalen) (744),C10N,2
Muenster (Westfalen) (744),C10M,2
Muenster (Westfalen) (744),C10L,2
Tokyo (1088),C11C,8
Shizuoka-Hamamatsu (1085),C12P,3
Shizuoka-Hamamatsu (1085),C11C,1
Shizuoka-Hamamatsu (1085),A23D,1
Shizuoka-Hamamatsu (1085),A23V,2
Daejon (1379),C10L,1
Daejon (1379),C11C,1
Seoul (1390),C10L,2
Concord (1700),C11D,6
Ann Arbor (1675),C11D,1
Newcastle upon Tyne (1651),C11D,10
Trenton (1804),C11D,18
Essen (736),C11D,14
Newcastle upon Tyne (1651),B29B,1
Newcastle upon Tyne (1651),Y02W,1
Newcastle upon Tyne (1651),C08J,1
Newcastle upon Tyne (1651),B29K,1
Newcastle upon Tyne (1651),B29L,1
 (NA),C12C,13
Chongqing (231),C12C,1
Chongqing (231),C12G,1
Nagano (1077),B04B,1
Nagano (1077),C12H,1
St. Louis (1797),H01J,1
Syracuse (1799),C07K,3
Buffalo (1689),C07K,5
San Diego (1784),C12C,3
Temecula-Murrieta (1801),C12C,1
Temecula-Murrieta (1801),A01K,3
Cleveland (1696),C07K,14
Cleveland (1696),B82Y,8
Oxnard (1763),G01N,13
Oxnard (1763),C12Q,4
Helsinki (702),C07K,18
Seoul (1390),B09C,1
Seoul (1390),A62D,2
Seoul (1390),C12R,10
Z<fc>rich (Zurich) (1543),C12R,1
Atlanta (1678),C12P,1
Manchester (1650),C12N,7
Busan (1374),A23K,1
Malm<f6> (1537),C11D,1
Mangalore (876),C12N,1
Round Lake Beach-McHenry-Grayslake (1780),C12P,1
Maebashi-Takasaki (1074),A01H,1
Maebashi-Takasaki (1074),A23V,2
Shizuoka-Hamamatsu (1085),C12C,2
Shizuoka-Hamamatsu (1085),A01H,1
Kurashiki (1072),C12C,1
Kurashiki (1072),C12Q,2
Kurashiki (1072),A01H,1
Kurashiki (1072),A23V,1
Kurashiki (1072),C12N,2
Changchun (213),C12N,3
Dayton (1704),C12P,3
Dayton (1704),C12N,7
Bochum (729),C12P,1
Bochum (729),C12N,5
Southend-On-Sea (1658),Y02P,3
Southend-On-Sea (1658),C12R,2
Mysore (885),C07K,1
Mysore (885),A23J,1
Mysore (885),A61K,2
Mysore (885),C12Y,1
Mysore (885),C12P,1
Akron (1671),G01N,5
Chicago (1694),G01J,1
Baltimore (1682),G02B,7
Baltimore (1682),G01J,3
Bilbao (1515),C12Q,3
Bilbao (1515),G01N,6
Reading-Wokingham (1655),C12Q,8
Manchester (1650),C12Q,6
Muenster (Westfalen) (744),C07K,6
Nagoya (1061),C21D,12
Rotterdam (1223),C22B,2
Rotterdam (1223),Y02P,6
s-Gravenhage (The Hague) (1224),C22B,1
Beijing (204),C22B,2
Beijing (204),Y02P,6
Bratislava (1491),B22F,2
Kumamoto (1071),C22C,3
Qu<e9>bec (170),C01B,2
Nagoya (1061),C22C,22
Tokyo (1088),C22F,5
Charleston-North Charleston (1691),C07F,3
Temecula-Murrieta (1801),F16B,4
The Woodlands (1802),F16B,5
Gent (77),H01L,3
Rotterdam (1223),C23C,1
Rotterdam (1223),H01L,2
Rotterdam (1223),C30B,3
Duesseldorf (734),C30B,3
Berlin (727),C23C,10
Berlin (727),C23F,3
Akron (1671),C23G,1
Frankfurt am Main (737),C25B,8
Harrisburg (1721),B82Y,2
Harrisburg (1721),C08L,2
Harrisburg (1721),C08G,1
Harrisburg (1721),C08B,1
Lancaster (1735),B82Y,2
Lancaster (1735),C08B,1
Karlsruhe (740),C25D,1
Z<fc>rich (Zurich) (1543),C30B,1
Shanghai (449),C30B,3
Charleston-North Charleston (1691),D21F,2
Eindhoven (1222),D06F,8
Rio de Janeiro (134),A61N,1
Rio de Janeiro (134),G02B,1
Rio de Janeiro (134),D06M,1
Rio de Janeiro (134),B32B,1
Rio de Janeiro (134),A41D,1
Philadelphia (1766),D06M,10
Liverpool (1648),E04F,1
Liverpool (1648),D06N,1
Liverpool (1648),A47G,1
Leicester (1647),D06P,1
Leicester (1647),B41J,1
Daejon (1379),B41J,2
Daejon (1379),D06P,1
Austin (1680),B60L,2
Austin (1680),E01B,1
Dresden (733),E01B,3
s-Gravenhage (The Hague) (1224),E01F,1
s-Gravenhage (The Hague) (1224),E04H,1
Torino (Turin) (1053),E02D,1
Como (1035),E02D,1
Albuquerque (1673),E01C,2
Albuquerque (1673),E04F,1
Albuquerque (1673),B44C,1
Albuquerque (1673),E04B,1
Albuquerque (1673),E04C,1
Berlin (727),A47B,1
Berlin (727),E04H,1
Vicenza (1057),E04B,2
Gda?sk (1356),E04F,1
K<f6>ln (Cologne) (741),E04F,2
K<f6>ln (Cologne) (741),E04B,2
Kingston upon Hull (1646),E04F,2
Berlin (727),F16B,1
Berlin (727),E04F,1
New York-Newark (1758),E04H,8
Denver-Aurora (1707),E05B,2
Denver-Aurora (1707),B60D,1
Istanbul (1600),E05B,3
Istanbul (1600),A47B,4
Hong Kong (610),B60R,2
Hong Kong (610),Y02P,1
Torino (Turin) (1053),E05F,3
Torino (Turin) (1053),E05Y,3
Torino (Turin) (1053),F16F,3
Torino (Turin) (1053),E05B,2
Torino (Turin) (1053),E05C,1
Bielefeld (728),A47K,1
Detroit (1709),E06B,4
Chicago (1694),E05D,2
Milano (Milan) (1040),E06B,4
Stockholm (1538),B25D,1
Stockholm (1538),E21B,3
Busto Arsizio (1031),E21B,2
Perm (1437),F03C,1
Moskva (Moscow) (1427),F02C,5
Moskva (Moscow) (1427),Y02P,12
Moskva (Moscow) (1427),F23G,3
Moskva (Moscow) (1427),F01K,1
Moskva (Moscow) (1427),C10J,1
Rostov-na-Donu (Rostov-on-Don) (1439),F02C,1
Rostov-na-Donu (Rostov-on-Don) (1439),Y02P,1
Rostov-na-Donu (Rostov-on-Don) (1439),F23G,1
Rostov-na-Donu (Rostov-on-Don) (1439),F01K,1
Rostov-na-Donu (Rostov-on-Don) (1439),C10J,1
Rostov-na-Donu (Rostov-on-Don) (1439),Y02E,1
Mannheim (743),F01L,4
Stockholm (1538),F01P,1
Stockholm (1538),F02M,2
Almaty (1099),F01B,1
Almaty (1099),F02B,1
Paris (715),F01P,6
Toronto (173),F01C,2
Toronto (173),F02B,6
El Djaza<ef>r  (Algiers) (9),F02B,1
El Djaza<ef>r  (Algiers) (9),Y02T,1
El Djaza<ef>r  (Algiers) (9),F01B,1
Santa Clarita (1787),F23C,2
Santa Clarita (1787),F23L,2
Santa Clarita (1787),F23R,2
Duesseldorf (734),F02C,1
Duesseldorf (734),F05D,4
Essen (736),F02C,2
Torino (Turin) (1053),B60W,1
Torino (Turin) (1053),Y10T,4
Nottingham (1653),F02G,3
Nottingham (1653),Y02T,6
Nottingham (1653),Y02E,11
Ann Arbor (1675),F02G,1
Ann Arbor (1675),F01B,1
Bursa (1592),F02M,3
Sendai (1084),F02M,3
Colorado Springs (1697),F02M,2
Duesseldorf (734),F02M,5
Bonn (730),F02M,3
K<f6>ln (Cologne) (741),F02M,5
San Jose (1786),F02P,5
San Jose (1786),H01T,1
Lima (1320),F03B,1
Roma (Rome) (1049),F03G,2
London (1649),E02B,2
Ath<ed>nai (Athens) (753),F03G,2
Ath<ed>nai (Athens) (753),Y02E,2
Ath<ed>nai (Athens) (753),F05B,1
Joinville (114),B29C,1
Joinville (114),F05B,3
Beijing (204),F21S,1
Beijing (204),F04D,3
 (NA),F15C,5
Milwaukee (1748),F15B,4
Sydney (50),B60R,5
Sydney (50),F16B,5
Lancaster (1735),B25B,1
Seoul (1390),F04B,2
Seoul (1390),F16D,2
Seoul (1390),H01F,11
Birmingham (West Midlands) (1638),B60W,3
Manchester (1650),B60W,1
Manchester (1650),F16D,1
Hong Kong (610),F16G,1
Hong Kong (610),F21V,3
Bishkek (1114),F16H,1
Bishkek (1114),Y10T,1
Bishkek (1114),B30B,1
Daejon (1379),B60K,1
Daejon (1379),B25J,2
Daejon (1379),B62D,3
Coventry-Bedworth (1643),F16H,8
Birmingham (West Midlands) (1638),F16H,4
Providence (1772),F16J,2
Manchester (1650),F16K,3
Leicester (1647),Y02E,7
Leicester (1647),Y02T,2
Leicester (1647),F16K,2
Changsha (218),F16K,1
Auckland (1226),H02G,1
Auckland (1226),F16L,1
Rouen (717),F16L,5
Gent (77),F16L,2
Bielefeld (728),F16B,4
Stockholm (1538),F16M,1
 (NA),F16S,2
Paris (715),F17D,3
Stuttgart (747),F21Y,6
Eindhoven (1222),F21W,2
Phoenix-Mesa (1767),F21W,1
Lausanne (1542),F22B,1
Lausanne (1542),D06F,2
Raleigh (1774),F23L,4
Raleigh (1774),F23J,5
Raleigh (1774),F23C,4
Gen<e8>ve (1541),F42B,2
Bern (1540),F23N,1
Frankfurt am Main (737),F24D,1
Melbourne (46),F24H,1
Melbourne (46),F28D,2
Melbourne (46),F28F,2
Portland (1770),F04D,3
Portland (1770),Y02B,1
Adelaide (41),F24F,2
Philadelphia (1766),F24H,2
Philadelphia (1766),F28F,3
Istanbul (1600),F24H,1
Marseille-Aix-en-Provence (711),F25C,1
Marseille-Aix-en-Provence (711),Y02B,4
Marseille-Aix-en-Provence (711),F25B,1
Nagoya (1061),F25B,8
Nagoya (1061),F25D,4
Busan (1374),B67D,2
Busan (1374),F25C,3
Busan (1374),F25D,9
Seoul (1390),B67D,6
Seoul (1390),F25C,3
Chicago (1694),A61J,5
Chicago (1694),F17C,2
Chicago (1694),F25D,3
Chicago (1694),A45F,2
Chicago (1694),A45C,2
Houston (1724),F25B,1
Kyoto–Osaka–Kobe (1067),F25J,1
Hamilton (164),F28F,6
Kitchener-Cambrigde-Waterloo (165),F28D,6
Kitchener-Cambrigde-Waterloo (165),F28F,7
Z<fc>rich (Zurich) (1543),F24F,4
Z<fc>rich (Zurich) (1543),Y02B,3
Z<fc>rich (Zurich) (1543),F28F,3
Z<fc>rich (Zurich) (1543),F28D,1
Z<fc>rich (Zurich) (1543),F28G,1
Seoul (1390),F41A,2
Seoul (1390),F41B,3
Bern (1540),F42C,1
Bern (1540),F42B,2
Stoke-on-Trent (The Potteries) (1659),F42B,1
Manchester (1650),F42B,1
Minneapolis-St. Paul (1749),G01B,7
Minneapolis-St. Paul (1749),A61C,26
Duisburg (735),B61K,1
Ann Arbor (1675),G01B,3
The Woodlands (1802),B66D,1
Houston (1724),B66D,1
Nottingham (1653),G01C,1
Paris (715),G08G,11
Paris (715),G01C,10
Helsinki (702),B60W,1
Montr<e9>al (167),G01K,3
Paris (715),H03K,8
Berlin (727),G01D,4
Mannheim (743),G01F,5
Incheon (1385),F24F,2
Incheon (1385),A61L,3
Incheon (1385),G01J,2
Dublin (1021),G01J,1
Frankfurt am Main (737),G01M,6
Duisburg (735),B23K,3
Duisburg (735),G01L,1
Minneapolis-St. Paul (1749),G01L,13
Li<e8>ge (78),G01M,1
Portland (1770),G01M,2
London (1649),G01M,1
London (1649),F03D,2
London (1649),F16C,4
Miami (1747),C07H,2
Miami (1747),C12Q,5
Albuquerque (1673),H01J,2
Concord (1700),G01B,3
San Jose (1786),G01F,4
Bremen (731),G01F,1
Bielefeld (728),C09D,4
Bielefeld (728),G01F,3
Toulouse (721),B21C,1
Kanazawa (1066),G01J,1
Syracuse (1799),G06T,2
Syracuse (1799),G01N,9
Dublin (1021),G01R,1
Kyoto–Osaka–Kobe (1067),G21K,2
Hamilton (164),G01N,10
London (1649),G16H,6
Edmonton (162),G01N,7
Helsinki (702),B01L,6
Dublin (1021),B22F,1
Dublin (1021),B01J,2
Dortmund (732),G01N,11
Dortmund (732),C40B,2
Dortmund (732),Y10T,34
Dortmund (732),C07B,1
Frankfurt am Main (737),C40B,7
Bielefeld (728),C07K,13
Los Angeles-Long Beach-Santa Ana (1742),G01P,3
Torino (Turin) (1053),G01R,4
Tucson (1805),G01W,2
Wien (Vienna) (52),G01W,1
Hamburg (738),G01R,3
Toulouse (721),G01C,3
Raleigh (1774),G01S,4
Rotterdam (1223),G01S,4
s-Gravenhage (The Hague) (1224),G01S,1
Duisburg (735),G01S,2
Duesseldorf (734),G01S,3
Duesseldorf (734),H01L,12
Essen (736),G01S,2
Essen (736),H01L,4
Muenster (Westfalen) (744),G01S,1
Muenster (Westfalen) (744),H01L,2
Oslo (1282),B63B,8
Oslo (1282),A01K,4
Bordeaux (706),A01K,2
Bordeaux (706),G01V,1
Nantes (713),A01K,2
Nantes (713),G01V,2
Tokyo (1088),G01V,9
Tucson (1805),G01R,2
Denver-Aurora (1707),G02B,11
Houston (1724),G02B,9
Houston (1724),G02F,1
Houston (1724),F03G,1
Kyiv (Kiev) (1620),G02B,2
Napoli (Naples) (1042),G02B,1
Philadelphia (1766),G02B,7
Durham (1710),G02B,10
Eindhoven (1222),G03B,7
Sankt Peterburg (Saint Petersburg) (1442),G02F,1
Adelaide (41),G03B,1
London (1649),G03C,11
San Jose (1786),C23F,9
Kitchener-Cambrigde-Waterloo (165),B44C,1
Kitchener-Cambrigde-Waterloo (165),G03F,1
Kitchener-Cambrigde-Waterloo (165),B05D,1
Oshawa (168),B44C,1
Oshawa (168),G03F,1
Oshawa (168),B05D,1
Toronto (173),G03F,2
Toronto (173),B05D,3
Miami (1747),G04B,1
Paris (715),G04B,2
Calgary (161),G05B,1
Basel (1539),G06F,3
Basel (1539),G05B,11
Frankfurt am Main (737),B60G,4
Raleigh (1774),H04W,41
Albany (1672),G06N,2
Albany (1672),G06Q,13
"Jacksonville, Florida (1729)",B61L,6
Philadelphia (1766),G09B,5
Allentown-Bethlehem (1674),E06B,4
Allentown-Bethlehem (1674),H05B,10
Santa Rosa (1788),H04L,14
Santa Rosa (1788),G06F,8
Bordeaux (706),F16M,1
Bordeaux (706),F21V,1
Bonn (730),G06F,4
Bonn (730),Artificial Intelligence,2
Bonn (730),G02B,2
Mannheim (743),H04M,4
Duesseldorf (734),G06F,13
Raleigh (1774),G09G,3
Sydney (50),H04R,10
Dublin (1021),Artificial Intelligence,5
Toulon (720),G06F,8
Toulon (720),Artificial Intelligence,5
Marseille-Aix-en-Provence (711),G06F,15
Dayton (1704),G06F,3
Canberra (43),G06F,2
Canberra (43),Artificial Intelligence,3
Canberra (43),G06Q,3
Sydney (50),G06N,6
Pretoria (1506),G06F,1
Perth (48),G06Q,7
Gent (77),G06Q,2
Minneapolis-St. Paul (1749),B22D,4
Minneapolis-St. Paul (1749),C22B,2
Paris (715),H04H,7
Los Angeles-Long Beach-Santa Ana (1742),B31D,1
San Jose (1786),D10B,1
Johannesburg (1502),G07C,2
Bielefeld (728),G06T,2
Bielefeld (728),G07D,3
Bielefeld (728),B41F,4
Shanghai (449),G06V,4
Hamburg (738),G06V,1
Sydney (50),H03H,2
Sydney (50),B82Y,7
Chengdu (227),A61B,1
Chengdu (227),G06T,1
Melbourne (46),G04G,1
Melbourne (46),A63B,7
Melbourne (46),G04F,1
Lyon (710),G07C,1
Lyon (710),G06V,1
Nurenberg (746),G07D,2
Cardiff (1642),G07F,1
M<fc>nchen (Munich) (745),G08B,5
Berlin (727),G08B,3
Raleigh (1774),G08C,2
Montpellier (712),G09F,1
Nurenberg (746),G09G,2
Incheon (1385),G09G,1
Nagoya (1061),G10K,6
Wien (Vienna) (52),G10L,5
Honolulu (1723),H04R,1
Hannover (739),G11B,19
Oslo (1282),G11C,3
San Diego (1784),G11C,8
Busto Arsizio (1031),A61N,3
Busto Arsizio (1031),G21F,2
Nurenberg (746),G21K,4
Moskva (Moscow) (1427),H01B,1
Moskva (Moscow) (1427),C08K,1
Moskva (Moscow) (1427),H05B,2
Yerevan (40),C08L,1
Yerevan (40),H01B,1
Yerevan (40),C08K,1
Yerevan (40),H05B,1
Toyohashi (1090),H01B,2
